id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zpT5DKxFEemOCDcki8Zm8w,3NabqAPM,https://europepmc.org/articles/PMC5395742/,CRL4, kinase signaling by inhibiting ,"DCAF1, an E3 ubiquitin ligase of",TextQuoteSelector,TextPositionSelector,54745,54749,MIS_GP,yes,[MIS_GP][ALL],,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T05:59:02.728421+00:00
zODlDqxEEem4xre9-d1R2A,3NabqAPM,https://europepmc.org/articles/PMC5395742/,CYR61,ine-rich angiogenic inducer 61 (,"), c-Myc, drosophila inhibitor o",TextQuoteSelector,TextPositionSelector,45259,45264,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T05:51:50.296756+00:00
z3QvTLQPEemKwJNEQUqmXQ,3NabqAPM,https://europepmc.org/articles/PMC5395742/,HCC by blocking CUL4A nuclear export to ubiquitinate LATS1,"on, invasion, and metastasis of ", and increasing YAPS127 phosphor,TextQuoteSelector,TextPositionSelector,47734,47792,YGD,no,YGD,,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-08-01T03:52:40.654277+00:00
xmLfkrRMEemeY99n_ctubQ,3NabqAPM,https://europepmc.org/articles/PMC5395742/,peroxidase, by incubation with horseradish , (HRP)-conjugated anti-DIG antib,TextQuoteSelector,TextPositionSelector,20093,20103,CRT_GP,no,CRT_GP,,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-08-01T11:09:04.618265+00:00
xZtlCLQPEemx228excqwww,3NabqAPM,https://europepmc.org/articles/PMC5395742/,CUL4A overexpression abrogated the uc.134-mediated repression HCC,l function analysis showed that , cell proliferation and invasion,TextQuoteSelector,TextPositionSelector,47433,47498,YGD,no,YGD,,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-08-01T03:52:24.115332+00:00
xMUKWKxJEemVuf-zIJp5JQ,3NabqAPM,https://europepmc.org/articles/PMC5395742/,DICER1, triggers the ubiquitination of , in cytoplasm by CUL4A to promot,TextQuoteSelector,TextPositionSelector,40740,40746,CRT_GP,no,CRT_GP,,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T06:27:24.230341+00:00
x0kyiqxFEemP_aNfZtfd5A,3NabqAPM,https://europepmc.org/articles/PMC5395742/,CRL4,", an E3 ubiquitin ligase of the ", complex [42]. CUL4A is a core c,TextQuoteSelector,TextPositionSelector,54786,54790,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T05:58:50.398126+00:00
wNvlvKxHEem4Pvdj1t9EMA,3NabqAPM,https://europepmc.org/articles/PMC5395742/,hepatitis C virus infection,"virus (HBV) infection, although ", and exposure to toxic chemical ,TextQuoteSelector,TextPositionSelector,58504,58531,WS_DS,no,WS_DS,,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T06:12:58.689121+00:00
wN9xaqxGEemRFTOFDyVSlA,3NabqAPM,https://europepmc.org/articles/PMC5395742/,DICER," CUL4A including p53, p21, p27, ",", and LATS1 [32]. Previous studi",TextQuoteSelector,TextPositionSelector,40612,40617,MIS_GP,no,MIS_GP,,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T06:05:49.027330+00:00
vVGP0LQPEem2DJ8IUuNa3Q,3NabqAPM,https://europepmc.org/articles/PMC5395742/,CUL4A to overcome the uc.134-mediated activation of Hippo kinase signaling in HCC,We then assessed the ability of ," cells. Notably, Western blottin",TextQuoteSelector,TextPositionSelector,46987,47068,YGD,no,YGD,,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-08-01T03:52:10.303772+00:00
vF9GgKxJEemibnedKNAAAA,3NabqAPM,https://europepmc.org/articles/PMC5395742/,STAT3,n that inflammation-induced Jak-, signaling triggers the ubiquiti,TextQuoteSelector,TextPositionSelector,40693,40698,CRT_GP,no,CRT_GP,,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T06:27:10.077686+00:00
v82bGqxIEem_dv9j9EUjtA,3NabqAPM,https://europepmc.org/articles/PMC5395742/,polyubiquitin,eus to the cytoplasm to disrupt ," chains, which activates the Hip",TextQuoteSelector,TextPositionSelector,46510,46523,WT_GP,no,[WT_GP],,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T06:20:06.268995+00:00
uruvjrRMEembLjP-95Ci9w,3NabqAPM,https://europepmc.org/articles/PMC5395742/,horseradish,was detected by incubation with , peroxidase (HRP)-conjugated ant,TextQuoteSelector,TextPositionSelector,20081,20092,CRT_OG,no,CRT_OG,,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-08-01T11:08:45.067521+00:00
uEkYgKxGEemgfZt4LKyoUQ,3NabqAPM,https://europepmc.org/articles/PMC5395742/,Jak,"enin, PI3-kinase/AKT, Hedgehog, ","/Stat, and Notch pathways [40]. ",TextQuoteSelector,TextPositionSelector,54335,54338,MIS_GP,yes,[MIS_GP][ALL],,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T06:05:34.878589+00:00
u4BBlqxFEemX7i8HILCDrg,3NabqAPM,https://europepmc.org/articles/PMC5395742/,tumorigenesis,"Hippo pathway, which suppresses "," and stem cell differentiation, ",TextQuoteSelector,TextPositionSelector,42552,42565,WT_DS,yes,[WT_DS][ALL],,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T05:58:30.786978+00:00
tO_3bqxEEem9CrN1j1tWIQ,3NabqAPM,https://europepmc.org/articles/PMC5395742/,lung metastasis,to the tail veins. We monitored , at 6 weeks to quantify lung col,TextQuoteSelector,TextPositionSelector,21992,22007,WT_DS,yes,[WT_DS][ALL],,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T05:51:10.252762+00:00
tIJ9zrQPEemAarOrTtVD7w,3NabqAPM,https://europepmc.org/articles/PMC5395742/,HCC proliferation and metastasis via the uc.134-CUL4A,protein.LncRNA uc.134 represses ,-Hippo axisA Western blot analys,TextQuoteSelector,TextPositionSelector,46677,46730,YGD,no,YGD,,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-08-01T03:51:55.413840+00:00
sn2EsKxJEem-eetlmq8p-w,3NabqAPM,https://europepmc.org/articles/PMC5395742/,p27,"ed by CUL4A including p53, p21, ",", DICER, and LATS1 [32]. Previou",TextQuoteSelector,TextPositionSelector,40607,40610,CRT_GP,no,CRT_GP,,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T06:26:53.329072+00:00
s2ozXqxFEemiYcujhz8u2A,3NabqAPM,https://europepmc.org/articles/PMC5395742/,RNP,at uc.134 and CUL4A can form an , complex in vitro. Previous stud,TextQuoteSelector,TextPositionSelector,38081,38084,WT_GP,yes,[WT_GP][ALL],,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T05:58:17.157442+00:00
rhuPEqxIEemRIrcFkL0zSg,3NabqAPM,https://europepmc.org/articles/PMC5395742/,humans,hat are highly conserved across ,", mice, and rats, so-called ultr",TextQuoteSelector,TextPositionSelector,51801,51807,CRT_OG,no,CRT_OG,,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T06:19:36.524178+00:00
rKf6zqxFEemRDnvzO62WTQ,3NabqAPM,https://europepmc.org/articles/PMC5395742/,cell invasion,tion of uc.134 markedly reduced , compared with control cells (Fi,TextQuoteSelector,TextPositionSelector,33997,34010,WT_DS,yes,[WT_DS][ALL],,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T05:58:05.790134+00:00
rHH6LKxGEem-cd81COA-fg,3NabqAPM,https://europepmc.org/articles/PMC5395742/,Hippo,inhibited the activation of the , pathway by directly binding to ,TextQuoteSelector,TextPositionSelector,55144,55149,MIS_GP,yes,[MIS_GP][ALL],,acct:vaishnavijpai@hypothes.is,A novel lncRNA uc.134 represses hepatocellular carcinoma progression by inhibiting CUL4A-mediated ubiquitination of LATS1.,2019-07-22T06:05:14.848728+00:00
