id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zN83yuXkEemKguNpdOBGxQ,3NabqAPM,https://europepmc.org/articles/PMC5004205/,HDAC2,ss1Q92769Histone deacetylase 2 (,)Nuclear Protein/Enzyme2Q99623Pr,TextQuoteSelector,TextPositionSelector,23223,23228,MIS_GP,yes,[MIS_GP][ALL],,acct:vaishnavijpai@hypothes.is,"Spiro[pyrrolidine-3, 3´-oxindole] as potent anti-breast cancer compounds: Their design, synthesis, biological evaluation and cellular target identification.",2019-10-03T13:50:46.043650+00:00
xzLfJuXjEemqHh8RJlbj5A,3NabqAPM,https://europepmc.org/articles/PMC5004205/,Apocynaceae,were first isolated from plants , and Rubiacae family11. The esse,TextQuoteSelector,TextPositionSelector,10662,10673,CRT_OG,no,CRT_OG,,acct:vaishnavijpai@hypothes.is,"Spiro[pyrrolidine-3, 3´-oxindole] as potent anti-breast cancer compounds: Their design, synthesis, biological evaluation and cellular target identification.",2019-10-03T13:43:27.087279+00:00
xR-1bO8eEemQmasxYd4ejA,3NabqAPM,https://europepmc.org/articles/PMC5004205/,cancer activity by inhibiting HDAC2,ossible that 5l exerts its anti-,. Recent studies highlight that ,TextQuoteSelector,TextPositionSelector,23950,23985,YGD,no,YGD,,acct:vaishnavijpai@hypothes.is,"Spiro[pyrrolidine-3, 3´-oxindole] as potent anti-breast cancer compounds: Their design, synthesis, biological evaluation and cellular target identification.",2019-10-15T07:38:24.391715+00:00
wk9cuOXkEemECAdYxyMnVQ,3NabqAPM,https://europepmc.org/articles/PMC5004205/, prohibitin 2 ,istone deacetylase 2 (HDAC2) and,as the potential cellular bindin,TextQuoteSelector,TextPositionSelector,12893,12907,MIS_GP,yes,[MIS_GP][ALL],,acct:vaishnavijpai@hypothes.is,"Spiro[pyrrolidine-3, 3´-oxindole] as potent anti-breast cancer compounds: Their design, synthesis, biological evaluation and cellular target identification.",2019-10-03T13:50:28.295431+00:00
vU_wmOXjEemqHfOzleyl6Q,3NabqAPM,https://europepmc.org/articles/PMC5004205/,plants,s that were first isolated from , Apocynaceae and Rubiacae family,TextQuoteSelector,TextPositionSelector,10655,10661,CRT_OG,no,CRT_OG,,acct:vaishnavijpai@hypothes.is,"Spiro[pyrrolidine-3, 3´-oxindole] as potent anti-breast cancer compounds: Their design, synthesis, biological evaluation and cellular target identification.",2019-10-03T13:43:10.575409+00:00
u-ZY8u8eEemNDy-ngka1Zw,3NabqAPM,https://europepmc.org/articles/PMC5004205/,HDAC2 is a histone deacetylase enzyme that is over-expressed in various types of cancer,rature on their role in cancer. , including breast cancer36. Vori,TextQuoteSelector,TextPositionSelector,23705,23792,YGD,no,YGD,,acct:vaishnavijpai@hypothes.is,"Spiro[pyrrolidine-3, 3´-oxindole] as potent anti-breast cancer compounds: Their design, synthesis, biological evaluation and cellular target identification.",2019-10-15T07:38:08.915323+00:00
supAnuXkEemtX4cG_JgyRg,3NabqAPM,https://europepmc.org/articles/PMC5004205/,MDM2,cle) and MI-5 (3) (inhibits p53-, protein-protein interaction).He,TextQuoteSelector,TextPositionSelector,12252,12256,MIS_GP,no,MIS_GP,,acct:vaishnavijpai@hypothes.is,"Spiro[pyrrolidine-3, 3´-oxindole] as potent anti-breast cancer compounds: Their design, synthesis, biological evaluation and cellular target identification.",2019-10-03T13:50:02.495168+00:00
sbPBnOXjEemVu5t7Zom3Ww,3NabqAPM,https://europepmc.org/articles/PMC5004205/,prohibitin 2,stone deacetylase 2 (HDAC2) and , as the potential cellular bindi,TextQuoteSelector,TextPositionSelector,9235,9247,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,"Spiro[pyrrolidine-3, 3´-oxindole] as potent anti-breast cancer compounds: Their design, synthesis, biological evaluation and cellular target identification.",2019-10-03T13:42:50.931884+00:00
qKeAJOXkEemK9XNDCkpIMQ,3NabqAPM,https://europepmc.org/articles/PMC5004205/, p53,ll cycle) and MI-5 (3) (inhibits,-MDM2 protein-protein interactio,TextQuoteSelector,TextPositionSelector,12247,12251,MIS_GP,no,MIS_GP,,acct:vaishnavijpai@hypothes.is,"Spiro[pyrrolidine-3, 3´-oxindole] as potent anti-breast cancer compounds: Their design, synthesis, biological evaluation and cellular target identification.",2019-10-03T13:49:45.381741+00:00
poDQsuXjEem5C9usN_bPPw,3NabqAPM,https://europepmc.org/articles/PMC5004205/,HDAC2,ndicated histone deacetylase 2 (,) and prohibitin 2 as the potent,TextQuoteSelector,TextPositionSelector,9224,9229,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,"Spiro[pyrrolidine-3, 3´-oxindole] as potent anti-breast cancer compounds: Their design, synthesis, biological evaluation and cellular target identification.",2019-10-03T13:42:32.170643+00:00
