id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zfiRpsgWEemOuAvmLyHXtw,3NabqAPM,https://europepmc.org/articles/PMC5979449/,skin lesions,c exposure to arsenite leads to ,", neurological dysfunction, athe",TextQuoteSelector,TextPositionSelector,11598,11610,CRT_DS,no,CRT_DS,,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T15:33:07.626414+00:00
x6MlHsggEemRVw9JsMQvkw,3NabqAPM,https://europepmc.org/articles/PMC5979449/,streptavidin,d antibodies and HRP-conjugated ,", followed by an overnight incub",TextQuoteSelector,TextPositionSelector,40743,40755,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T16:44:32.244541+00:00
vzc_UMggEemJq-ehDH19Fw,3NabqAPM,https://europepmc.org/articles/PMC5979449/,HRP,iotin-conjugated antibodies and ,"-conjugated streptavidin, follow",TextQuoteSelector,TextPositionSelector,40728,40731,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T16:44:18.121830+00:00
uzjLqMgWEemo1mcLwPAUnA,3NabqAPM,https://europepmc.org/articles/PMC5979449/,VEGF,array assay reveals an elevated , level in conditioned media with,TextQuoteSelector,TextPositionSelector,18629,18633,MIS_GP,yes,[MIS_GP][ALL],,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T15:32:36.315526+00:00
sHLMSsghEemUM7dcXiQvgA,3NabqAPM,https://europepmc.org/articles/PMC5979449/, black foot disease,and thus the condition is called,", a prevalent endemic disease in",TextQuoteSelector,TextPositionSelector,12549,12568,WS_DS,no,WS_DS,,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T16:51:02.618705+00:00
s9cWYMgiEem7nL-GMFnyzw,3NabqAPM,https://europepmc.org/articles/PMC5979449/,phosphokinase B,ar apoptosis through activating , (Akt) both in renal tubular cel,TextQuoteSelector,TextPositionSelector,33696,33711,MIS_GP,no,MIS_GP,,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T16:58:17.810404+00:00
s8cGasgVEemuUQcD2auLTg,3NabqAPM,https://europepmc.org/articles/PMC5979449/,VEGF,ular endothelial growth factor (,") level secreted by MSCs, which ",TextQuoteSelector,TextPositionSelector,9999,10003,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T15:25:13.791606+00:00
raRydsggEemtZfNwyaDBdQ,3NabqAPM,https://europepmc.org/articles/PMC5979449/,fibronectin,nd these cells were expanded on ,-coated culture vessels.4.3. (3-,TextQuoteSelector,TextPositionSelector,38504,38515,CRT_GP,no,CRT_GP,,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T16:43:48.522180+00:00
rPFMusgVEemg2aeWCdiU8g,3NabqAPM,https://europepmc.org/articles/PMC5979449/,vascular endothelial growth factor,oned media revealed an elevated ," (VEGF) level secreted by MSCs, ",TextQuoteSelector,TextPositionSelector,9963,9997,WS_GP,yes,[WS_GP][ALL],,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T15:25:03.036163+00:00
pEeNGsgiEemxFPsCbszIaA,3NabqAPM,https://europepmc.org/articles/PMC5979449/,cytokines, of As.MSCs can secrete various , when confronted with high conce,TextQuoteSelector,TextPositionSelector,32633,32642,MIS_GP,yes,[MIS_GP][ALL],,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T16:57:51.840275+00:00
pBx1UsslEem-_g8j6JAf_w,3NabqAPM,https://europepmc.org/articles/PMC5979449/,Peripheral arterial disease,senite-induced vascular injury. , exhibits a similar aggressive c,TextQuoteSelector,TextPositionSelector,12878,12905,CRT_DS,no,CRT_DS,,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-30T12:56:53.382888+00:00
oRGR2MgWEem7jessU0j4bw,3NabqAPM,https://europepmc.org/articles/PMC5979449/,Annexin V,deviating to zone 1 and zone 4 (, positive) when cultured with co,TextQuoteSelector,TextPositionSelector,20215,20224,MIS_GP,no,MIS_GP,,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T15:31:52.499035+00:00
o1gTGMggEemp4zMeDse7Gg,3NabqAPM,https://europepmc.org/articles/PMC5979449/, bovine,USA) supplemented with 10% fetal, serum (FBS; Thermo Fisher Scien,TextQuoteSelector,TextPositionSelector,38254,38261,WT_OG,yes,[WT_OG][ALL],,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T16:43:31.305030+00:00
naTrGMgVEemj1ffwg4oI2w,3NabqAPM,https://europepmc.org/articles/PMC5979449/,BALB/c mice,weeks. MSCs were harvested from , that were transplanted via tail,TextQuoteSelector,TextPositionSelector,9600,9611,WS_OG,yes,[WS_OG][ALL],,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T15:24:37.264168+00:00
muP2nMghEem2jwOLCSpmHQ,3NabqAPM,https://europepmc.org/articles/PMC5979449/,artery insufficiency,"ically, patients are noted with ",", chronic ulceration and gangren",TextQuoteSelector,TextPositionSelector,12407,12427,MIS_DS,no,MIS_DS,,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T16:50:26.533079+00:00
ln6qQMgVEemRPYsoAhiyMw,3NabqAPM,https://europepmc.org/articles/PMC5979449/,Sprague Dawley (SD) rats,igned an in vivo study in which , received periodic intraperitone,TextQuoteSelector,TextPositionSelector,9467,9491,WS_OG,yes,[WS_OG][ALL],,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T15:24:24.943393+00:00
kqOmXsggEem_5P-MVT6YKw,3NabqAPM,https://europepmc.org/articles/PMC5979449/,Murine,n and 2 mM l-glutamine (Gibco). , MSCs were cultured in low-gluco,TextQuoteSelector,TextPositionSelector,38107,38113,WT_OG,no,[WT_OG],,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T16:43:03.364833+00:00
k6ro0sgWEemNz3u9fAUWFQ,3NabqAPM,https://europepmc.org/articles/PMC5979449/,Annexin V,enite between 15 and 25 μM. The , apoptosis assay further confirm,TextQuoteSelector,TextPositionSelector,9838,9847,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T15:31:30.120745+00:00
k1e7osgXEemngd_Or6D89A,3NabqAPM,https://europepmc.org/articles/PMC5979449/,CD34,ns of As (0.1–5 μM) can inhibit ,+ hematopoietic stem cell prolif,TextQuoteSelector,TextPositionSelector,14664,14668,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Treatment of Arsenite Intoxication-Induced Peripheral Vasculopathy with Mesenchymal Stem Cells.,2019-08-26T15:38:38.756834+00:00
