id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zcm-cu_PEemK1adUCVroVg,3NabqAPM,https://europepmc.org/articles/PMC3362782/,rectal gonorrhoea, by patient.2 Incidence data on , and Chlamydia will be collected,TextQuoteSelector,TextPositionSelector,38870,38887,CRT_DS,no,CRT_DS,,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-16T04:45:39.845658+00:00
zJVO-OZwEem_K9eyFxLxZQ,3NabqAPM,https://europepmc.org/articles/PMC3362782/,HIV infection,ended as a method of preventing , in the UK. Men who have sex wit,TextQuoteSelector,TextPositionSelector,9587,9600,"WT_OG,DS",yes,[WT_OG][DS][ALL],,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T06:32:55.261655+00:00
vzpEMOZ-Eem9sscxaJTm8A,3NabqAPM,https://europepmc.org/articles/PMC3362782/,Men,enting HIV infection in the UK. , who have sex with men (MSM) are,TextQuoteSelector,TextPositionSelector,9612,9615,MIS_OG,yes,[MIS_OG][ALL],,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T08:12:45.818467+00:00
sjtsKOZ-EemOyj-E2IzDog,3NabqAPM,https://europepmc.org/articles/PMC3362782/, virus,isk occupational exposure to the, ('needle-stick injuries') [5]. ,TextQuoteSelector,TextPositionSelector,12990,12996,MIS_OG,no,MIS_OG,,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T08:12:23.992883+00:00
sC8LiO_PEemWNveo0KlsQA,3NabqAPM,https://europepmc.org/articles/PMC3362782/,anal gonorrhoea,ioural skills; vi) Diagnosis of ,", Chlamydia and/or HIV. 250 part",TextQuoteSelector,TextPositionSelector,11073,11088,WS_DS,yes,[WS_DS][ALL],,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-16T04:44:50.185193+00:00
qTlkHuZ9EemEycts5drmwg,3NabqAPM,https://europepmc.org/articles/PMC3362782/,substance use, time point will be alcohol and ,". Socio-demographic (age, ethnic",TextQuoteSelector,TextPositionSelector,31819,31832,CRT_DS,no,CRT_DS,,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T08:04:59.417106+00:00
phANyOZ0Eem5_P9Tp6lm7g,3NabqAPM,https://europepmc.org/articles/PMC3362782/,STI,s within the context of current ,"/HIV service provision [1,17] an",TextQuoteSelector,TextPositionSelector,14329,14332,"WT_GP,DS",yes,[WT_GP][DS][ALL],,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T07:00:28.540701+00:00
p83c0uZ3EemumFvYTocqDQ,3NabqAPM,https://europepmc.org/articles/PMC3362782/,sexual assault,t; or who are seeking PEP after ,.Recruitment procedureThe data c,TextQuoteSelector,TextPositionSelector,19455,19469,CRT_DS,no,CRT_DS,,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T07:21:59.963238+00:00
jmi25uZxEemWVm97kr7eJQ,3NabqAPM,https://europepmc.org/articles/PMC3362782/,"3,6","e points during the study (at 0,",",12 months). The intervention wi",TextQuoteSelector,TextPositionSelector,11219,11222,WT_GP,yes,[WT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T06:38:20.346808+00:00
gkhOROZxEemcJM-9rE9YIQ,3NabqAPM,https://europepmc.org/articles/PMC3362782/,Chlamydia ,") Diagnosis of anal gonorrhoea, ",and/or HIV. 250 participants wil,TextQuoteSelector,TextPositionSelector,11090,11100,CRT_OG,yes,[CRT_OG][ALL],,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T06:38:00.010204+00:00
gSL80uZ-EempESdaYzK6-A,3NabqAPM,https://europepmc.org/articles/PMC3362782/,sequelae,ence since infection-associated , will not occur during the trial,TextQuoteSelector,TextPositionSelector,34794,34802,WT_DS,no,[WT_DS],,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T08:11:01.640654+00:00
eqHIZuZ-Eemkr9ukw0ne2A,3NabqAPM,https://europepmc.org/articles/PMC3362782/,infectious diseases,llected to allow a more complex , model to be built if the interv,TextQuoteSelector,TextPositionSelector,34464,34483,CRT_DS,no,CRT_DS,,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T08:10:50.734645+00:00
cJsd3OZ4Eemrc1NgLVooxg,3NabqAPM,https://europepmc.org/articles/PMC3362782/,Hepatitis B,"f PEP and blood tests (for HIV, ", and liver function). Patients r,TextQuoteSelector,TextPositionSelector,23385,23396,WS_DS,no,WS_DS,,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T07:27:36.895182+00:00
cHWabuZxEem7cIfiWI4naA,3NabqAPM,https://europepmc.org/articles/PMC3362782/,HIV,exual behaviours; iv) Levels of , risk-reduction information/know,TextQuoteSelector,TextPositionSelector,10966,10969,CRT_OG,yes,[CRT_OG][ALL],,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T06:37:30.214480+00:00
Mk-q9uZ0Eem8r4dYZSnPkQ,3NabqAPM,https://europepmc.org/articles/PMC3362782/,AIDS,"es [2,3]. The Community HIV and ", prevention (CHAPS) policy (led ,TextQuoteSelector,TextPositionSelector,12601,12605,MIS_DS,yes,[MIS_DS][ALL],,acct:vaishnavijpai@hypothes.is,Multicentre RCT and economic evaluation of a psychological intervention together with a leaflet to reduce risk behaviour amongst men who have sex with men (MSM) prescribed post-exposure prophylaxis for HIV following sexual exposure (PEPSE): a protocol.,2019-10-04T06:57:14.314764+00:00
