id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
z7A4COjZEemakA8yG02kWg,3NabqAPM,https://europepmc.org/articles/PMC4128749/,Bipolar Disorder,Variant Analysis in Early-Onset ," VulnerabilityStéphane Jamain,
1",TextQuoteSelector,TextPositionSelector,6085,6101,CRT_DS,yes,[CRT_DS][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:09:39.850132+00:00
yMzPGOjqEemX-1PlE8UKzA,3NabqAPM,https://europepmc.org/articles/PMC4128749/,phosphatidylinositol-specific phospholipase C,"erestingly, this gene encodes a ",", strengthening the involvement ",TextQuoteSelector,TextPositionSelector,44887,44932,CRT_GP,no,CRT_GP,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T10:11:09.750940+00:00
uNNHwujbEemuWo_H2JynpQ,3NabqAPM,https://europepmc.org/articles/PMC4128749/, NCAN,"genes, such as CACNA1C, ODZ4 and",", with a small effect size [1]–[",TextQuoteSelector,TextPositionSelector,20353,20358,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:23:20.497706+00:00
tN_UPOjbEemfPsuUHG9uIw,3NabqAPM,https://europepmc.org/articles/PMC4128749/,ODZ4,"ociated genes, such as CACNA1C, "," and NCAN, with a small effect s",TextQuoteSelector,TextPositionSelector,20345,20349,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:23:13.947978+00:00
sUOG1OjbEemN2XcWJwzmLQ,3NabqAPM,https://europepmc.org/articles/PMC4128749/, CACNA1C,"ple of associated genes, such as",", ODZ4 and NCAN, with a small ef",TextQuoteSelector,TextPositionSelector,20335,20343,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:23:07.627767+00:00
qGF_sujqEemuPLs5kxJYQw,3NabqAPM,https://europepmc.org/articles/PMC4128749/,succinyl CoA:3-oxoacid CoA transferase,n this gene are associated with ," (SCOT) deficiency, characterise",TextQuoteSelector,TextPositionSelector,44125,44163,CRT_GP,no,CRT_GP,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T10:10:15.336706+00:00
psOOXOjbEemLgPP0MqVEBg,3NabqAPM,https://europepmc.org/articles/PMC4128749/,BD, performed on bipolar disorder (,"), but few signals were replicat",TextQuoteSelector,TextPositionSelector,20227,20229,MIS_DS,yes,[MIS_DS][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:22:50.269461+00:00
mLoEqu_hEemf_Jvsknb-yw,3NabqAPM,https://europepmc.org/articles/PMC4128749/,(SCOT) deficiency,l CoA:3-oxoacid CoA transferase ,", characterised by episodes of s",TextQuoteSelector,TextPositionSelector,44164,44181,MIS_DS,no,MIS_DS,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-16T06:53:01.808001+00:00
lNtvfOjjEemzRQNc0plRYQ,3NabqAPM,https://europepmc.org/articles/PMC4128749/,recurrent major depression,cide behaviour in patients with , [36].Replication on a German co,TextQuoteSelector,TextPositionSelector,30585,30611,CRT_DS,no,CRT_DS,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T09:19:36.071821+00:00
k-LIDujoEemlBj_KrLlR8w,3NabqAPM,https://europepmc.org/articles/PMC4128749/,Kbp," episode by the age of 17, a 90-", deletion removing the PLCXD3 pr,TextQuoteSelector,TextPositionSelector,38954,38957,WT_GP,no,[WT_GP],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T09:55:22.060741+00:00
i1n4rujgEemP4vcuHc3EOQ,3NabqAPM,https://europepmc.org/articles/PMC4128749/, Human,"at the CNG, using HumanHap550 or", 610-Quad BeadArrays and the Inf,TextQuoteSelector,TextPositionSelector,24212,24218,WT_OG,no,[WT_OG],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:57:51.754809+00:00
hFXrTujgEemXrRscT_2KAg,3NabqAPM,https://europepmc.org/articles/PMC4128749/,Epstein Barr virus,mple or after transformation by ,. Isolation was performed by sal,TextQuoteSelector,TextPositionSelector,24036,24054,CRT_OG,no,CRT_OG,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:57:39.873236+00:00
fsc6BOjjEem1muf59FRjrA,3NabqAPM,https://europepmc.org/articles/PMC4128749/,schizophrenia,previously been associated with , [32]–[35] and suicide behaviour,TextQuoteSelector,TextPositionSelector,30522,30535,CRT_DS,yes,[CRT_DS][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T09:18:59.059942+00:00
cxMl4OjbEemako-usPR5eg,3NabqAPM,https://europepmc.org/articles/PMC4128749/,PLCXD3,signalling pathway (PLEKHA5 and ,). We performed additional repli,TextQuoteSelector,TextPositionSelector,19305,19311,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:21:23.350910+00:00
bZa9UujbEemIaQPWtELdSQ,3NabqAPM,https://europepmc.org/articles/PMC4128749/,PLEKHA5,hoinositide signalling pathway (, and PLCXD3). We performed addit,TextQuoteSelector,TextPositionSelector,19293,19300,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:21:14.348893+00:00
_EPLxujbEemEO_870fQvwA,3NabqAPM,https://europepmc.org/articles/PMC4128749/,manic,"first mood episode (depressive, ", or hypomanic) and was retrospec,TextQuoteSelector,TextPositionSelector,22490,22495,CRT_DS,yes,[CRT_DS][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:25:13.618459+00:00
_Ar-gujpEemucEtuig7RKw,3NabqAPM,https://europepmc.org/articles/PMC4128749/,PLEKHA5,"EKHA5 (rs10743315, P=2.1×10−7). ", encodes a protein containing a ,TextQuoteSelector,TextPositionSelector,42899,42906,MIS_GP,no,MIS_GP,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T10:05:26.319180+00:00
ULS4TOjqEemsfpOCf_GcLg,3NabqAPM,https://europepmc.org/articles/PMC4128749/,3-oxoacid CoA transferase 1,"cated in OXCT1, which encodes a ",. This enzyme catalyzes the reve,TextQuoteSelector,TextPositionSelector,43851,43878,CRT_GP,no,CRT_GP,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T10:07:48.358220+00:00
TA1zBujbEemuMD9l9HpJZw,3NabqAPM,https://europepmc.org/articles/PMC4128749/,psychiatric disorder,ultifactorial and heterogeneous ,. To identify susceptibility gen,TextQuoteSelector,TextPositionSelector,18801,18821,CRT_DS,no,CRT_DS,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:20:17.977014+00:00
T5PtZOjiEem8XNO6bK3Uzw,3NabqAPM,https://europepmc.org/articles/PMC4128749/,manic disorders,", schizoaffective disorders and ",. The WTCCC sample was genotyped,TextQuoteSelector,TextPositionSelector,27350,27365,CRT_DS,no,CRT_DS,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T09:10:30.231703+00:00
SPJ5xujiEemN5KtLANkiOA,3NabqAPM,https://europepmc.org/articles/PMC4128749/, schizoaffective disorders ,"and included BD type I, type II,",and manic disorders. The WTCCC s,TextQuoteSelector,TextPositionSelector,27319,27346,CRT_DS,no,CRT_DS,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T09:10:18.959000+00:00
QF6AwujgEemX7kfUhJ0hXg,3NabqAPM,https://europepmc.org/articles/PMC4128749/,BD type I,eceived a lifetime diagnosis of , based on DSM-IV criteria and ha,TextQuoteSelector,TextPositionSelector,23084,23093,MIS_DS,yes,[MIS_DS][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:55:45.863743+00:00
ISKcgOjpEemWZsu92SrlDw,3NabqAPM,https://europepmc.org/articles/PMC4128749/,major depressive disorder,"IV, his first cousin manifested ", by the age of 65. Unfortunately,TextQuoteSelector,TextPositionSelector,40369,40394,CRT_DS,yes,[CRT_DS][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T09:59:19.051148+00:00
HwgNSujkEembfAvETckj6A,3NabqAPM,https://europepmc.org/articles/PMC4128749/,OXCT1,se two SNPs were located in the ," gene, and upstream to PLCXD3. I",TextQuoteSelector,TextPositionSelector,32267,32272,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T09:23:27.991616+00:00
FdA7YujpEeme0Sdfj5kzQQ,3NabqAPM,https://europepmc.org/articles/PMC4128749/, mood disorder,father did not meet criteria for," according to DSM-IV, his first ",TextQuoteSelector,TextPositionSelector,40305,40319,CRT_DS,no,CRT_DS,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T09:58:59.935108+00:00
FPGDOujqEemYstP1fMCluw,3NabqAPM,https://europepmc.org/articles/PMC4128749/,rat,"on, experiments performed using ", cultured hippocampal neurons re,TextQuoteSelector,TextPositionSelector,45350,45353,CRT_OG,no,CRT_OG,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T10:06:08.100672+00:00
AoNzMOjkEem3EZNrhJLr8Q,3NabqAPM,https://europepmc.org/articles/PMC4128749/,AEBP2,"NPs span two genes, PLEKHA5 and ",. The second strongest associati,TextQuoteSelector,TextPositionSelector,31944,31949,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T09:22:40.095711+00:00
AjThLujqEemfCJfcfFmHVw,3NabqAPM,https://europepmc.org/articles/PMC4128749/,pleckstrin, encodes a protein containing a ," homology domain, which interact",TextQuoteSelector,TextPositionSelector,42938,42948,CRT_GP,no,CRT_GP,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T10:05:36.395225+00:00
7br88ujoEemWmBMs5nrctQ,3NabqAPM,https://europepmc.org/articles/PMC4128749/,obsessive compulsive disorder, with early-onset BD type I and ,. This variation was not found i,TextQuoteSelector,TextPositionSelector,39795,39824,CRT_DS,no,CRT_DS,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T09:57:52.800546+00:00
7WHDaujqEemVlh_uUVicjw,3NabqAPM,https://europepmc.org/articles/PMC4128749/,SNAP25,apidly enhanced the spontaneous ,-dependent vesicular release of ,TextQuoteSelector,TextPositionSelector,45442,45448,CRT_GP,yes,[CRT_GP][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T10:12:11.077254+00:00
6GkAGOjpEemxJ99Tkma8BA,3NabqAPM,https://europepmc.org/articles/PMC4128749/,mania,ts had an early age at onset of , [40]. Five SNPs in this region ,TextQuoteSelector,TextPositionSelector,42627,42632,MIS_DS,no,MIS_DS,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T10:04:53.377339+00:00
3r6Z-ujbEembcb960VuyBw,3NabqAPM,https://europepmc.org/articles/PMC4128749/,tri, ethics board of the Pitié-Salpê,ère Hospital in Paris for the Fr,TextQuoteSelector,TextPositionSelector,21691,21694,WT_GP,no,[WT_GP],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:24:24.181644+00:00
2sc96OjbEemzzt_7KbNWlA,3NabqAPM,https://europepmc.org/articles/PMC4128749/,Salp,earch ethics board of the Pitié-,êtrière Hospital in Paris for th,TextQuoteSelector,TextPositionSelector,21686,21690,WT_GP,no,[WT_GP],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:24:17.436046+00:00
2oh2oOjZEemDdvf3fM3Ykg,3NabqAPM,https://europepmc.org/articles/PMC4128749/,psychiatric disorders,the most common and devastating , whose mechanisms remain largely,TextQuoteSelector,TextPositionSelector,18585,18606,CRT_DS,yes,[CRT_DS][ALL],,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T08:09:57.894044+00:00
1gAXdujqEeme0mezvlhNOA,3NabqAPM,https://europepmc.org/articles/PMC4128749/,phospholipase C,"atients with BD [49], stimulate ", activity and the production of ,TextQuoteSelector,TextPositionSelector,45206,45221,CRT_GP,no,CRT_GP,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-07T10:11:31.779798+00:00
1YHZfO8dEemzkVuMrDfX8g,3NabqAPM,https://europepmc.org/articles/PMC4128749/,"PLCXD3 locus and another one carrying a missense variation in PLCXD3 (p.R93H), both supporting a role of the phosphatidylinositol pathway in early-onset bipolar disorder",dividual with a deletion at the , vulnerability. Although the cur,TextQuoteSelector,TextPositionSelector,19653,19822,YGD,no,YGD,,acct:vaishnavijpai@hypothes.is,Common and rare variant analysis in early-onset bipolar disorder vulnerability.,2019-10-15T07:31:42.470323+00:00
