id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zb_OCpP3EemUfjMYRKffGQ,jgraPEon,https://europepmc.org/articles/PMC3029330/,"keratoconus is associated with an imbalance in the repertoire of cytokines that regulate inflammatory and immune responses driven by subsets of T-helper cells, TH1", cytokines to determine whether ,", TH2, and TH17 in the corneal e",TextQuoteSelector,TextPositionSelector,12743,12906,YGD,no,YGD,,acct:farheen.s@hypothes.is,Subnormal cytokine profile in the tear fluid of keratoconus patients.,2019-06-21T07:40:12.442228+00:00
zGIJVog_EemgJ1syuU_ZZw,jgraPEon,https://europepmc.org/articles/PMC3029330/,(IFN)-γ,"IL-12, IL-13, IL-17, interferon ",", chemokine C-C motif ligand 5 (",TextQuoteSelector,TextPositionSelector,9862,9869,WS_GP,yes,[WS_GP][ALL],,acct:farheen.s@hypothes.is,Subnormal cytokine profile in the tear fluid of keratoconus patients.,2019-06-06T09:45:20.169962+00:00
yS8qNJP3EemjtV9ueylmeg,jgraPEon,https://europepmc.org/articles/PMC3029330/,"keratoconus pathogenesis based on their findings of elevated interleukin (IL)-6, tumor necrosis factor (TNF",-inflammatory factors as key to ,)-α and matrix metalloproteinase,TextQuoteSelector,TextPositionSelector,12199,12306,YGD,no,YGD,,acct:farheen.s@hypothes.is,Subnormal cytokine profile in the tear fluid of keratoconus patients.,2019-06-21T07:40:04.851084+00:00
y0iniohGEemmR-t1LQmpOg,jgraPEon,https://europepmc.org/articles/PMC3029330/,chemokine (CC-motif) ligand 5,"tor (TNF)-α, and IL-17) and the ", (CCL5) were measured using a Bi,TextQuoteSelector,TextPositionSelector,37124,37153,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Subnormal cytokine profile in the tear fluid of keratoconus patients.,2019-06-06T10:35:24.849960+00:00
xpH0_ohAEemDWgsCtphxTA,jgraPEon,https://europepmc.org/articles/PMC3029330/,IL-17A,Recent studies have also linked , to ocular pathogenesis of Sjögr,TextQuoteSelector,TextPositionSelector,32865,32871,CRT_GP,yes,[CRT_GP][ALL],,acct:farheen.s@hypothes.is,Subnormal cytokine profile in the tear fluid of keratoconus patients.,2019-06-06T09:52:20.027327+00:00
xICLGpP1EemeTbeSqtjtyQ,jgraPEon,https://europepmc.org/articles/PMC3029330/,IgE ,e and promotes the synthesis of ,[15]. Based on the reported link,TextQuoteSelector,TextPositionSelector,29278,29282,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Subnormal cytokine profile in the tear fluid of keratoconus patients.,2019-06-21T07:25:37.900578+00:00
xGQfyJP3EemraOPzRmyHpQ,jgraPEon,https://europepmc.org/articles/PMC3029330/,"IL-17 suggests tissue degenerative processes at work, contributing to the thinning and weakening of the corneal connective tissue in keratoconus","tasis. Moreover, an increase in ",.Go to:IntroductionKeratoconus i,TextQuoteSelector,TextPositionSelector,10992,11136,YGD,no,YGD,,acct:farheen.s@hypothes.is,Subnormal cytokine profile in the tear fluid of keratoconus patients.,2019-06-21T07:39:56.814048+00:00
xD8lwohGEematG9MVh4KpA,jgraPEon,https://europepmc.org/articles/PMC3029330/,proteases, production of tissue degrading ," and cytokines [31], [33], [34],",TextQuoteSelector,TextPositionSelector,32785,32794,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Subnormal cytokine profile in the tear fluid of keratoconus patients.,2019-06-06T10:35:13.094683+00:00
vwsz6pP3Eemd6XsnMSbCSA,jgraPEon,https://europepmc.org/articles/PMC3029330/,"IL-6, but dispute earlier reports of increased TNF-α, and suggest a cytokine imbalance in keratoconus", Our findings confirm increased , disrupting corneal homeostasis.,TextQuoteSelector,TextPositionSelector,10833,10934,YGD,no,YGD,,acct:farheen.s@hypothes.is,Subnormal cytokine profile in the tear fluid of keratoconus patients.,2019-06-21T07:39:47.832232+00:00
vfRtWIhGEemjh1MeNyWLMQ,jgraPEon,https://europepmc.org/articles/PMC3029330/,TGF-β,"and tissue damage. Furthermore, ", and IL-6 levels regulate differ,TextQuoteSelector,TextPositionSelector,31526,31531,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,Subnormal cytokine profile in the tear fluid of keratoconus patients.,2019-06-06T10:35:02.030019+00:00
