id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
xbXKcLHjEemXdMuOUoMF6A,jgraPEon,https://europepmc.org/articles/PMC6023005/, C. vulgaris,(40–80 mA·m−2) was reported when, was incorporated into highly cu,TextQuoteSelector,TextPositionSelector,39768,39780,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Electrochemical Characterisation of Bio-Bottle-Voltaic (BBV) Systems Operated with Algae and Built with Recycled Materials.,2019-07-29T09:32:24.077527+00:00
vs4QRrHjEemNUYt8rD3Lzw,jgraPEon,https://europepmc.org/articles/PMC6023005/,alga,w specific growth rate for this ,.While the BBV has advantages in,TextQuoteSelector,TextPositionSelector,37854,37858,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,Electrochemical Characterisation of Bio-Bottle-Voltaic (BBV) Systems Operated with Algae and Built with Recycled Materials.,2019-07-29T09:32:12.635464+00:00
tXkZqrHjEem5FIMA3ZtvlQ,jgraPEon,https://europepmc.org/articles/PMC6023005/,Synechocystis,"n previous studies, biofilms of ", and C. sorokiniana have been cu,TextQuoteSelector,TextPositionSelector,35011,35024,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Electrochemical Characterisation of Bio-Bottle-Voltaic (BBV) Systems Operated with Algae and Built with Recycled Materials.,2019-07-29T09:31:56.770735+00:00
qM4E1rHjEemD3LvOQ0DZew,jgraPEon,https://europepmc.org/articles/PMC6023005/,bacteria,ent consortia of microalgae and ,". Therefore, while the two BBV s",TextQuoteSelector,TextPositionSelector,34169,34177,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,Electrochemical Characterisation of Bio-Bottle-Voltaic (BBV) Systems Operated with Algae and Built with Recycled Materials.,2019-07-29T09:31:35.748994+00:00
o5eolrHjEemfcJfKN7yt9Q,jgraPEon,https://europepmc.org/articles/PMC6023005/,microalga,iments using a widely available , (C. sorokiniana) and recycled m,TextQuoteSelector,TextPositionSelector,30667,30676,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,Electrochemical Characterisation of Bio-Bottle-Voltaic (BBV) Systems Operated with Algae and Built with Recycled Materials.,2019-07-29T09:31:26.857852+00:00
nY9VFrHjEemt3ZPdZqEyhw,jgraPEon,https://europepmc.org/articles/PMC6023005/,Protozoa,Culture Collection of Algae and ," (Scottish Marine Institute, Oba",TextQuoteSelector,TextPositionSelector,19289,19297,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,Electrochemical Characterisation of Bio-Bottle-Voltaic (BBV) Systems Operated with Algae and Built with Recycled Materials.,2019-07-29T09:31:16.893934+00:00
mDHMArHjEem0kRMqYp0jjg,jgraPEon,https://europepmc.org/articles/PMC6023005/, C. sorokiniana,d with the eukaryotic green alga,", forming a biofilm layer over t",TextQuoteSelector,TextPositionSelector,16700,16715,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,Electrochemical Characterisation of Bio-Bottle-Voltaic (BBV) Systems Operated with Algae and Built with Recycled Materials.,2019-07-29T09:31:07.798172+00:00
kql1MrHjEemNz0-k4Bobkg,jgraPEon,https://europepmc.org/articles/PMC6023005/,moss,have also tested bryophytes and , as non-vascular photosynthetic ,TextQuoteSelector,TextPositionSelector,14965,14969,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,Electrochemical Characterisation of Bio-Bottle-Voltaic (BBV) Systems Operated with Algae and Built with Recycled Materials.,2019-07-29T09:30:58.599938+00:00
jblsgLHjEemFjfMIL5jlNg,jgraPEon,https://europepmc.org/articles/PMC6023005/,bryophytes,ombelli et al. have also tested , and moss as non-vascular photos,TextQuoteSelector,TextPositionSelector,14950,14960,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,Electrochemical Characterisation of Bio-Bottle-Voltaic (BBV) Systems Operated with Algae and Built with Recycled Materials.,2019-07-29T09:30:50.293048+00:00
iB8VmrHjEemjVxtsLn1neg,jgraPEon,https://europepmc.org/articles/PMC6023005/, plants,nic compounds generated from the, are metabolised by microorganis,TextQuoteSelector,TextPositionSelector,14826,14833,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,Electrochemical Characterisation of Bio-Bottle-Voltaic (BBV) Systems Operated with Algae and Built with Recycled Materials.,2019-07-29T09:30:40.817467+00:00
