id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zgmmpOW7EemoBqsmK78k_Q,jgraPEon,https://europepmc.org/articles/PMC5528876/,anxiety disorders ,"dence that mood disorders [16], ","[17], trauma-related disorders [",TextQuoteSelector,TextPositionSelector,12834,12852,CRT_DS,yes,[CRT_DS][ALL],,acct:farheen.s@hypothes.is,Psychometric properties of the Dresden Body Image Questionnaire: A multiple-group confirmatory factor analysis across sex and age in a Dutch non-clinical sample.,2019-10-03T08:57:18.686414+00:00
vV5EYuW8EemL5jMqeUDETA,jgraPEon,https://europepmc.org/articles/PMC5528876/,eating disorders,"post-traumatic stress disorder, ",", schizophrenia and other psycho",TextQuoteSelector,TextPositionSelector,57015,57031,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Psychometric properties of the Dresden Body Image Questionnaire: A multiple-group confirmatory factor analysis across sex and age in a Dutch non-clinical sample.,2019-10-03T09:04:00.248797+00:00
uQG8EOW7Eemp8hdyZ67VPw,jgraPEon,https://europepmc.org/articles/PMC5528876/, mood disorders, There is emerging evidence that," [16], anxiety disorders [17], t",TextQuoteSelector,TextPositionSelector,12812,12827,CRT_DS,yes,[CRT_DS][ALL],,acct:farheen.s@hypothes.is,Psychometric properties of the Dresden Body Image Questionnaire: A multiple-group confirmatory factor analysis across sex and age in a Dutch non-clinical sample.,2019-10-03T08:56:43.505160+00:00
rjqxbuW8Eem5AAMfI9YgMw,jgraPEon,https://europepmc.org/articles/PMC5528876/,post-traumatic stress disorder,"disorders, adjustment disorder, ",", eating disorders, schizophreni",TextQuoteSelector,TextPositionSelector,56983,57013,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Psychometric properties of the Dresden Body Image Questionnaire: A multiple-group confirmatory factor analysis across sex and age in a Dutch non-clinical sample.,2019-10-03T09:03:34.845342+00:00
qV55nOW7EemWtUNpGdAQzw,jgraPEon,https://europepmc.org/articles/PMC5528876/,psychiatric disorders,en reported in a broad range of ," [11, 12]. Disturbed body image ",TextQuoteSelector,TextPositionSelector,12635,12656,CRT_DS,yes,[CRT_DS][ALL],,acct:farheen.s@hypothes.is,Psychometric properties of the Dresden Body Image Questionnaire: A multiple-group confirmatory factor analysis across sex and age in a Dutch non-clinical sample.,2019-10-03T08:56:17.294519+00:00
pW0zGOW8EemTL39ou_RAXw,jgraPEon,https://europepmc.org/articles/PMC5528876/,adjustment disorder,"d disorders, anxiety disorders, ",", post-traumatic stress disorder",TextQuoteSelector,TextPositionSelector,56962,56981,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Psychometric properties of the Dresden Body Image Questionnaire: A multiple-group confirmatory factor analysis across sex and age in a Dutch non-clinical sample.,2019-10-03T09:03:20.157812+00:00
oKxiKOW7EemPjX8hWf3wZg,jgraPEon,https://europepmc.org/articles/PMC5528876/,disturbed body image ,cal samples [7–10]. Negative or ,has also been reported in a broa,TextQuoteSelector,TextPositionSelector,12571,12592,CRT_DS,yes,[CRT_DS][ALL],,acct:farheen.s@hypothes.is,Psychometric properties of the Dresden Body Image Questionnaire: A multiple-group confirmatory factor analysis across sex and age in a Dutch non-clinical sample.,2019-10-03T08:56:02.418577+00:00
mjL5auW8EemVXGcfkwHiZQ,jgraPEon,https://europepmc.org/articles/PMC5528876/,physical impairments ,"he older age group, in light of ",or other confrontations with unw,TextQuoteSelector,TextPositionSelector,53455,53476,WT_DS,no,[WT_DS],,acct:farheen.s@hypothes.is,Psychometric properties of the Dresden Body Image Questionnaire: A multiple-group confirmatory factor analysis across sex and age in a Dutch non-clinical sample.,2019-10-03T09:03:01.318993+00:00
jzshzOW8EemoObvOGzCqHw,jgraPEon,https://europepmc.org/articles/PMC5528876/,"3,6",".710.443.510.460.448Vitality (2,",",8,14,17,26,32)3.870.583.760.584",TextQuoteSelector,TextPositionSelector,46757,46760,WT_GP,no,[WT_GP],,acct:farheen.s@hypothes.is,Psychometric properties of the Dresden Body Image Questionnaire: A multiple-group confirmatory factor analysis across sex and age in a Dutch non-clinical sample.,2019-10-03T09:02:42.881913+00:00
jJPgaOW7EemSGHO1PK7fSA,jgraPEon,https://europepmc.org/articles/PMC5528876/,CFA,a confirmatory factor analysis (,). The equivalence of the measur,TextQuoteSelector,TextPositionSelector,11171,11174,WT_GP,yes,[WT_GP][ALL],,acct:farheen.s@hypothes.is,Psychometric properties of the Dresden Body Image Questionnaire: A multiple-group confirmatory factor analysis across sex and age in a Dutch non-clinical sample.,2019-10-03T08:55:28.853262+00:00
