id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
xzeupsPeEemVrC9sw9jnvA,jgraPEon,https://europepmc.org/articles/PMC4320556/,nap,ld be explained by an afternoon ,. Studies showed that older peop,TextQuoteSelector,TextPositionSelector,31830,31833,WT_GP,yes,[WT_GP][ALL],,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:42:00.197385+00:00
wmGkXsPeEemPXKsgL4yI_Q,jgraPEon,https://europepmc.org/articles/PMC4320556/,chronic illnesses,"able 
1. 65.1% had four or more ",", 50.3% used a walking aid (cane",TextQuoteSelector,TextPositionSelector,25927,25944,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:41:51.995587+00:00
upT2pMPeEem_LY-JXF1D8A,jgraPEon,https://europepmc.org/articles/PMC4320556/,pathological fracture,nd osteoporosis with or without ,). Year of birth and sex were do,TextQuoteSelector,TextPositionSelector,20471,20492,WT_DS,no,[WT_DS],,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:41:38.929158+00:00
tl08VMPeEemLUAN51LMaLg,jgraPEon,https://europepmc.org/articles/PMC4320556/, osteoporosis ," osteoarthritis of the knee, and",with or without pathological fra,TextQuoteSelector,TextPositionSelector,20441,20455,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:41:31.737596+00:00
qha_asPeEemqb9OVHwQXuA,jgraPEon,https://europepmc.org/articles/PMC4320556/,osteoarthritis,"isease, spinal osteochondrosis, "," of the hip, osteoarthritis of t",TextQuoteSelector,TextPositionSelector,20383,20397,CRT_DS,yes,[CRT_DS][ALL],,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:41:11.311702+00:00
pR6QKMPeEemeqZO4_99wlQ,jgraPEon,https://europepmc.org/articles/PMC4320556/,spinal osteochondrosis,", COPD, chronic kidney disease, ",", osteoarthritis of the hip, ost",TextQuoteSelector,TextPositionSelector,20359,20381,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:41:02.851647+00:00
oAm8DMPeEemLTp9ba2kGiA,jgraPEon,https://europepmc.org/articles/PMC4320556/,chronic kidney disease,"ipheral arterial disease, COPD, ",", spinal osteochondrosis, osteoa",TextQuoteSelector,TextPositionSelector,20335,20357,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:40:54.243177+00:00
meXizsPeEemi0AtIWJDbyw,jgraPEon,https://europepmc.org/articles/PMC4320556/, peripheral arterial disease,"ic heart disease, heart failure,",", COPD, chronic kidney disease, ",TextQuoteSelector,TextPositionSelector,20299,20327,CRT_DS,yes,[CRT_DS][ALL],,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:40:44.092325+00:00
k8eszsPeEem2qZ_AdI6uzA,jgraPEon,https://europepmc.org/articles/PMC4320556/, heart failure," chronic ischemic heart disease,",", peripheral arterial disease, C",TextQuoteSelector,TextPositionSelector,20284,20298,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:40:33.648949+00:00
jW5QdsPeEem42IcmmRhLiA,jgraPEon,https://europepmc.org/articles/PMC4320556/, chronic ischemic heart disease,"l hypertension, type 2 diabetes,",", heart failure, peripheral arte",TextQuoteSelector,TextPositionSelector,20252,20283,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:40:23.182357+00:00
iHsMRMPeEemq-rP-IM6TmQ,jgraPEon,https://europepmc.org/articles/PMC4320556/, type 2 diabetes,"iseases (essential hypertension,",", chronic ischemic heart disease",TextQuoteSelector,TextPositionSelector,20235,20251,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:40:14.952290+00:00
gvp46sPeEemYmMdoMW_y_g,jgraPEon,https://europepmc.org/articles/PMC4320556/,essential hypertension,GP documented chronic diseases (,", type 2 diabetes, chronic ische",TextQuoteSelector,TextPositionSelector,20212,20234,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:40:05.640757+00:00
fTEJ7MPeEemn21N1Vn2HAQ,jgraPEon,https://europepmc.org/articles/PMC4320556/,chronic obstructive pulmonary disease , accelerometer in patients with ,"(COPD) of all ages
[16]. To the ",TextQuoteSelector,TextPositionSelector,13483,13521,CRT_DS,yes,[CRT_DS][ALL],,acct:farheen.s@hypothes.is,Diurnal profiles of pedometer-determined physical activity in chronically ill and mobility-limited older adults: a cross-sectional study.,2019-08-21T06:39:55.949671+00:00
