id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zEYJjrHWEem0Xbd4Ru9VoA,jgraPEon,https://europepmc.org/articles/PMC4871916/,plants,"ospital waste landfills, cement ",", sewage treatment plants, facto",TextQuoteSelector,TextPositionSelector,16322,16328,WT_OG,no,[WT_OG],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:59:31.668494+00:00
w8PkyrHWEemR38s6YmxTQg,jgraPEon,https://europepmc.org/articles/PMC4871916/,plants, mainly from the heat and power ," in Poznań, including CFPP Karol",TextQuoteSelector,TextPositionSelector,39872,39878,WT_OG,no,[WT_OG],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:59:17.507425+00:00
vVGXzLHWEemsSD8h4IhdKw,jgraPEon,https://europepmc.org/articles/PMC4871916/,plants,can be assumed that these power , have a major negative impact on,TextQuoteSelector,TextPositionSelector,27817,27823,WT_OG,no,[WT_OG],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:59:06.547358+00:00
t2qswrHWEemY8k-XqKYdlA,jgraPEon,https://europepmc.org/articles/PMC4871916/,plants,e the following: heat and power ," CFPP Karolin and CFPP Garbary, ",TextQuoteSelector,TextPositionSelector,16106,16112,WT_OG,no,[WT_OG],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:58:56.738977+00:00
o6t49rHWEemmB9fSegIkRA,jgraPEon,https://europepmc.org/articles/PMC4871916/,bacteria ,nic matter can be methylated by ,and become a source of methylmer,TextQuoteSelector,TextPositionSelector,13735,13744,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:58:23.666116+00:00
ny0Q0rHWEemi3edZUkqztQ,jgraPEon,https://europepmc.org/articles/PMC4871916/, eruptions ,"e. weathering of rocks, volcanic",and geothermal activity.Anthropo,TextQuoteSelector,TextPositionSelector,12954,12965,WT_DS,no,[WT_DS],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:58:15.996203+00:00
mbF5VLHWEemDqIf6JzE9_w,jgraPEon,https://europepmc.org/articles/PMC4871916/,chlorosis,"n processes, and development of ", (Kabata-Pendias 2001; Wang et a,TextQuoteSelector,TextPositionSelector,12123,12132,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:58:06.934105+00:00
k6eZTrHWEemFUndE4u00OQ,jgraPEon,https://europepmc.org/articles/PMC4871916/, Villas,(Horvat et al. 1999; Melamed and, Bôas 2000; Ericksen and Gustin ,TextQuoteSelector,TextPositionSelector,9808,9815,WT_OG,no,[WT_OG],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:57:56.588541+00:00
jdg41LHWEemi3Jf7U4BCbQ,jgraPEon,https://europepmc.org/articles/PMC4871916/,living organisms,"l, bottom sediments, plants and ", (Horvat et al. 1999; Melamed an,TextQuoteSelector,TextPositionSelector,9759,9775,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:57:46.923556+00:00
hVtDVLHWEemttYe4uL3YPA,jgraPEon,https://europepmc.org/articles/PMC4871916/,plants ," in June, was the fact that the ","uptake minerals, including mercu",TextQuoteSelector,TextPositionSelector,33479,33486,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:57:32.650783+00:00
dl1bbLHWEemXnKPQxUXZEw,jgraPEon,https://europepmc.org/articles/PMC4871916/,Tp,g months: April (IV)—for Ap and ," (p=0.0304), and soil and Tp (p=",TextQuoteSelector,TextPositionSelector,29860,29862,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:57:07.552461+00:00
cSZldrHWEem78gvmeIDu3w,jgraPEon,https://europepmc.org/articles/PMC4871916/,Ap ,ollowing months: April (IV)—for ,"and Tp (p=0.0304), and soil and ",TextQuoteSelector,TextPositionSelector,29853,29856,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:56:58.886442+00:00
anPWjLHWEemH7GdpVm1_1g,jgraPEon,https://europepmc.org/articles/PMC4871916/,linden ,"ues of mercury content in soil, ",and maple samples collected in d,TextQuoteSelector,TextPositionSelector,30444,30451,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:56:47.442288+00:00
_vb0zrHWEem44hffcbd1Dg,jgraPEon,https://europepmc.org/articles/PMC4871916/,tree,hosen from the areas where both , species grow close to each othe,TextQuoteSelector,TextPositionSelector,17280,17284,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T08:00:56.579528+00:00
ZUE7brHWEem0XDe4C6-t4g,jgraPEon,https://europepmc.org/articles/PMC4871916/,maple ,es of linden leaves (VI–XI) and ,leaves (VI–XI) (p=0.137) (Table ,TextQuoteSelector,TextPositionSelector,24250,24256,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:56:38.795859+00:00
XZLlXLHWEemQODueYTKgEg,jgraPEon,https://europepmc.org/articles/PMC4871916/,Tilia platyphyllos,cer platanoides—Ap) and linden (,—Tp) collected in four periods o,TextQuoteSelector,TextPositionSelector,7863,7881,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:56:25.953829+00:00
VtbVtrHWEemaX0MhsiklhA,jgraPEon,https://europepmc.org/articles/PMC4871916/,Tilia platyphyllos,"ercury, Soil, Acer platanoides, ",", CV-AFSGo to:IntroductionIn the",TextQuoteSelector,TextPositionSelector,9547,9565,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:56:14.767504+00:00
S7KQWLHWEemDiz_NjdLPsw,jgraPEon,https://europepmc.org/articles/PMC4871916/,Acer platanoides,"sphere.Keywords: Mercury, Soil, ",", Tilia platyphyllos, CV-AFSGo t",TextQuoteSelector,TextPositionSelector,9529,9545,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,"Seasonal variability of mercury concentration in soils, buds and leaves of Acer platanoides and Tilia platyphyllos in central Poland.",2019-07-29T07:55:55.912442+00:00
