id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
w3_g5vAZEemxGN-2VDpBWA,jgraPEon,https://europepmc.org/articles/PMC6035403/,ADH deficiency,41780ACTH deficiency (%)80643360, (%)03600Diabetes mellitus (%)10,TextQuoteSelector,TextPositionSelector,22052,22066,MIS_DS,no,MIS_DS,,acct:farheen.s@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-16T13:35:05.241154+00:00
vKcpEuZrEembtCPK6S_UsA,jgraPEon,https://europepmc.org/articles/PMC6035403/,psychological impairment ,"s.Also, a linear association of ",with circulating IGF-1 level is ,TextQuoteSelector,TextPositionSelector,11758,11783,MIS_DS,no,MIS_DS,,acct:farheen.s@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-04T05:56:41.045389+00:00
uTAVhOZpEemxOBMaRiQWLA,jgraPEon,https://europepmc.org/articles/PMC6035403/, emotional instability,ient patients were found to show,", a lack of energy, difficulties",TextQuoteSelector,TextPositionSelector,10852,10874,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-04T05:42:16.172123+00:00
sOrciOZpEem_z1clecJLbA,jgraPEon,https://europepmc.org/articles/PMC6035403/, cognitive impairment,ed to GH deficiency [10]. Beyond,", GH deficiency has been found t",TextQuoteSelector,TextPositionSelector,10711,10732,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-04T05:42:02.372947+00:00
pMHigPAZEem6_O9cZb_6YA,jgraPEon,https://europepmc.org/articles/PMC6035403/,ACTH deficiency,453340TSH deficiency (%)70641780, (%)80643360ADH deficiency (%)03,TextQuoteSelector,TextPositionSelector,22025,22040,MIS_DS,no,MIS_DS,,acct:farheen.s@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-16T13:34:13.753586+00:00
oE-NYOZpEemrOiMMK27tlg,jgraPEon,https://europepmc.org/articles/PMC6035403/,Insulin-like growth factor-1,"tment, Cognition, Memory, Mood, ",Go to:BackgroundGrowth hormone (,TextQuoteSelector,TextPositionSelector,9794,9822,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-04T05:41:34.423015+00:00
mJQD2uZpEemqvsdpzQtH9Q,jgraPEon,https://europepmc.org/articles/PMC6035403/, insulin-like growth factor-1,ations are associated with a low," (IGF-1) concentration, suggesti",TextQuoteSelector,TextPositionSelector,10570,10599,WS_GP,no,WS_GP,,acct:farheen.s@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-04T05:41:21.317274+00:00
kw2FSOZqEemuUSdM6XcVsA,jgraPEon,https://europepmc.org/articles/PMC6035403/,empty sella,"in tumors, pituitary apoplexia, ",", head trauma, idiopathic, or co",TextQuoteSelector,TextPositionSelector,21196,21207,MIS_DS,no,MIS_DS,,acct:farheen.s@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-04T05:48:21.756318+00:00
iY0kkvAaEemVVY_LV0XNJA,jgraPEon,https://europepmc.org/articles/PMC6035403/,TSH deficiency,330LH/FSH deficiency (%)80453340, (%)70641780ACTH deficiency (%)8,TextQuoteSelector,TextPositionSelector,21999,22013,MIS_DS,no,MIS_DS,,acct:farheen.s@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-16T13:40:37.507360+00:00
iNZuwuZrEemryp8yFWTaww,jgraPEon,https://europepmc.org/articles/PMC6035403/,men ,ort a poorer sleep quality than ,across a wide age range [48]. Th,TextQuoteSelector,TextPositionSelector,34682,34686,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-04T05:55:13.860837+00:00
gvMjKuZqEemLbg8ShA1qug,jgraPEon,https://europepmc.org/articles/PMC6035403/,pituitary apoplexia,"therapy for other brain tumors, ",", empty sella, head trauma, idio",TextQuoteSelector,TextPositionSelector,21175,21194,MIS_DS,no,MIS_DS,,acct:farheen.s@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-04T05:47:54.740383+00:00
