id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
z7-E6LHoEemmTgumjJW9Ag,jgraPEon,https://europepmc.org/articles/PMC5356474/,bulls,Bos taurus). Although F1 hybrid ," are sterile, hybrid female offs",TextQuoteSelector,TextPositionSelector,16683,16688,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:08:28.538214+00:00
z2WGIrHpEemmVC9Z6wx91A,jgraPEon,https://europepmc.org/articles/PMC5356474/,Equus quagga,"rficially, resemble the quagga (","; Heywood 2013), an extinct subs",TextQuoteSelector,TextPositionSelector,48800,48812,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:15:37.457769+00:00
yDGs3LHpEemN3it6sa8eGg,jgraPEon,https://europepmc.org/articles/PMC5356474/,quagga,"ast superficially, resemble the "," (Equus quagga; Heywood 2013), a",TextQuoteSelector,TextPositionSelector,48792,48798,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:15:25.364856+00:00
xn4M2LHoEemXgwNPLSoQjw,jgraPEon,https://europepmc.org/articles/PMC5356474/,Bos taurus,idization with domestic cattle (,). Although F1 hybrid bulls are ,TextQuoteSelector,TextPositionSelector,16651,16661,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:08:12.931331+00:00
wo2JQLHpEemN3QfSckiHKg,jgraPEon,https://europepmc.org/articles/PMC5356474/,animals , currently underway to generate ,"that, at least superficially, re",TextQuoteSelector,TextPositionSelector,48741,48749,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:15:15.894013+00:00
wLHoBrHoEemfeqOd5ptZFw,jgraPEon,https://europepmc.org/articles/PMC5356474/, domestic cow, similar to that found in modern," breeds. However, levels of gene",TextQuoteSelector,TextPositionSelector,16330,16343,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:08:03.258255+00:00
w0vaRrHnEemIMFeo1iyBdg,jgraPEon,https://europepmc.org/articles/PMC5356474/,cattle ,program. Admixture with the Bos ,lineage is also widespread but r,TextQuoteSelector,TextPositionSelector,11507,11514,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:00:58.013139+00:00
vq0zVLHnEemFoM-5dMrbsA,jgraPEon,https://europepmc.org/articles/PMC5356474/,Bos,ing program. Admixture with the , cattle lineage is also widespre,TextQuoteSelector,TextPositionSelector,11503,11506,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:00:50.422846+00:00
vS5cVLHpEemNH7_FbKrlPQ,jgraPEon,https://europepmc.org/articles/PMC5356474/,Caucasian bull,"that, with the exception of the "," KAUKASUS, all founding wisent r",TextQuoteSelector,TextPositionSelector,43478,43492,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:15:06.811201+00:00
uKuGaLHnEemynQ-N3_Evhw,jgraPEon,https://europepmc.org/articles/PMC5356474/,mammal,"), Europe’s largest terrestrial ",", exemplifies such a population ",TextQuoteSelector,TextPositionSelector,10837,10843,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:00:40.210555+00:00
uD5hnrHpEemJAJtcR5cKfA,jgraPEon,https://europepmc.org/articles/PMC5356474/,Bos primigenius,in cows and an ancient aurochs (,"; Park et al. 2015), the extinct",TextQuoteSelector,TextPositionSelector,38210,38225,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:14:58.499149+00:00
uAZOcrHoEemnqmccs1Jk4Q,jgraPEon,https://europepmc.org/articles/PMC5356474/,Caucasian wisent bull,d). The remaining founder was a , named M100 KAUKASUS that repres,TextQuoteSelector,TextPositionSelector,14538,14559,WS_OG,yes,[WS_OG][ALL],,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:07:48.682777+00:00
stVD-rHnEemarhu_ZTd-4Q,jgraPEon,https://europepmc.org/articles/PMC5356474/,Bison bonasus,"e, ancient DNA, European bison, ",", domestic cattle, aurochs, hybr",TextQuoteSelector,TextPositionSelector,11817,11830,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:00:30.269936+00:00
sbIEbLHoEem_tcsWp2KFkw,jgraPEon,https://europepmc.org/articles/PMC5356474/,Cc1,d the extinct Caucasian wisent (,"–3), respectively.In 1924, the c",TextQuoteSelector,TextPositionSelector,14097,14100,WT_GP,yes,[WT_GP][ALL],,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:07:38.138150+00:00
sFCcIrHpEemxzn8k6mcxJQ,jgraPEon,https://europepmc.org/articles/PMC5356474/, cows ,ad data of two domestic Holstein,and an ancient aurochs (Bos prim,TextQuoteSelector,TextPositionSelector,38180,38186,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:14:45.112647+00:00
rQJ_YLHnEem36IP_O9jkDw,jgraPEon,https://europepmc.org/articles/PMC5356474/,Bison bonasus,living individuals. The wisent (,"), Europe’s largest terrestrial ",TextQuoteSelector,TextPositionSelector,10792,10805,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:00:20.517302+00:00
rCulILHoEemdZgepEdXqeg,jgraPEon,https://europepmc.org/articles/PMC5356474/,Bb1,of the Holocene Lowland wisent (,–3) and blue and yellow triangle,TextQuoteSelector,TextPositionSelector,13941,13944,WT_GP,yes,[WT_GP][ALL],,acct:farheen.s@hypothes.is,Complex Admixture Preceded and Followed the Extinction of Wisent in the Wild.,2019-07-29T10:07:28.853840+00:00
