id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zaapDNqhEem0SedTB7TFAg,jgraPEon,https://europepmc.org/articles/PMC5993813/,P. berghei ANKA,falciparum 3D7 (PF3D7_0206500). ," (PBANKA_0304100), P. yoelli yoe",TextQuoteSelector,TextPositionSelector,51793,51808,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:53:28.311049+00:00
zYJ1QtqgEem_e7eoX3rn8Q,jgraPEon,https://europepmc.org/articles/PMC5993813/,IGS10,n-containing protein 2sp|Q6WRI0|,_HUMANPVX_085900-AA:1308hypothet,TextQuoteSelector,TextPositionSelector,23719,23724,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:46:18.358093+00:00
zTPB9tqPEem1dhMMEo99qQ,jgraPEon,https://europepmc.org/articles/PMC5993813/,antibodies,76Anti-band 3 and anti-spectrin , are increased in Plasmodium viv,TextQuoteSelector,TextPositionSelector,5907,5917,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T03:44:36.757731+00:00
yszoNNqjEemPBkPvEAZqbQ,jgraPEon,https://europepmc.org/articles/PMC5993813/,Reticulon-4,lood-stage surface antigen Pv200,sp|Q9P0M6|H2AW_HUMANPVX_083455-A,TextQuoteSelector,TextPositionSelector,24532,24543,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T06:07:42.555410+00:00
yqCWSNqQEemV9kNotGRPWQ,jgraPEon,https://europepmc.org/articles/PMC5993813/,autoantibodies,re differentially recognized by , from anemic and non-anemic pati,TextQuoteSelector,TextPositionSelector,10098,10112,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T03:51:41.922740+00:00
ygu4qtqSEemQbGPFXtDSpg,jgraPEon,https://europepmc.org/articles/PMC5993813/,P. falciparum infections, P. vivax-associated anemia. In ,", one of the causes underlying m",TextQuoteSelector,TextPositionSelector,12050,12074,"WT_OG,DS",no,[WT_OG][DS],,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T04:05:59.858221+00:00
yXm4utqcEeml3gtmwRIrAQ,jgraPEon,https://europepmc.org/articles/PMC5993813/,Plasmodium chabaudi chabaudi,"ein, conserved1030PCHAS_0306300
","
hypothetical protein, conserved",TextQuoteSelector,TextPositionSelector,26032,26060,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:17:33.878329+00:00
yWcYMtqbEem0Qktb44gjMA,jgraPEon,https://europepmc.org/articles/PMC5993813/,PVX_085900,g protein 2sp|Q6WRI0|IGS10_HUMAN,"-AA:1308hypothetical protein, co",TextQuoteSelector,TextPositionSelector,23730,23740,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:10:24.277931+00:00
xLRpZNqiEem2-js2vtfgxg,jgraPEon,https://europepmc.org/articles/PMC5993813/,PBANKA_0304100,F3D7_0206500). P. berghei ANKA (,"), P. yoelli yoelli 17X (PY17X_0",TextQuoteSelector,TextPositionSelector,51810,51824,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T06:00:22.850873+00:00
wpPGhtqbEemPxbMFk65fcg,jgraPEon,https://europepmc.org/articles/PMC5993813/,PVX_083455,0Reticulon-4sp|Q9P0M6|H2AW_HUMAN,"-AA:988hypothetical protein, con",TextQuoteSelector,TextPositionSelector,24563,24573,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:10:12.781655+00:00
wOH79NqcEemO_A-s0wF55w,jgraPEon,https://europepmc.org/articles/PMC5993813/,spectrin β-chain, which was mimetic to the human ,. We aligned this P. vivax spect,TextQuoteSelector,TextPositionSelector,25318,25334,CRT_GP,no,CRT_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:17:19.321119+00:00
wMMcRtqUEem1novmf9EmgQ,jgraPEon,https://europepmc.org/articles/PMC5993813/,actin,"ociated proteins, spectrins and ",. Spots corresponding to the int,TextQuoteSelector,TextPositionSelector,15839,15844,CRT_GP,yes,[CRT_GP][ALL],,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T04:20:03.266539+00:00
w6blTtqgEem-QWPx6MfC_g,jgraPEon,https://europepmc.org/articles/PMC5993813/,histamine releasing factor,hich is homologous to the human ,39; and P. falciparum erythrocyt,TextQuoteSelector,TextPositionSelector,34069,34095,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:46:01.912004+00:00
vz668tqiEemiuS8k9N4vng,jgraPEon,https://europepmc.org/articles/PMC5993813/,PCHAS_0306300,"PY00070), P. chabaudi chabaudi (","), P. knowlesi strain H (PKNH_04",TextQuoteSelector,TextPositionSelector,51956,51969,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T06:00:13.723168+00:00
vVZUaNqgEemdWtu15qrY7w,jgraPEon,https://europepmc.org/articles/PMC5993813/,Heterogeneous nuclear ribonucleoprotein A0,"9hypothetical protein, conserved",sp|Q13637|RAB32_HUMANPVX_123100-,TextQuoteSelector,TextPositionSelector,23356,23398,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:45:51.572514+00:00
v4CrWtqjEem9kafp8j2yUw,jgraPEon,https://europepmc.org/articles/PMC5993813/,Ras-related protein Rab-32,"0hypothetical protein, conserved",sp|Q5S007|LRRK2_HUMANPVX_000660-,TextQuoteSelector,TextPositionSelector,23467,23493,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T06:07:23.566583+00:00
uxUlfNqVEemcwCtbnlaEAQ,jgraPEon,https://europepmc.org/articles/PMC5993813/,dematin,"rotein band 4.2, ankyrin 1, and "," (Fig. 3, Supplementary Table 1)",TextQuoteSelector,TextPositionSelector,16476,16483,CRT_GP,no,CRT_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T04:27:03.239771+00:00
urv2JNqUEemcFP8JATRVuQ,jgraPEon,https://europepmc.org/articles/PMC5993813/,spectrins,"toskeleton associated proteins, ", and actin. Spots corresponding ,TextQuoteSelector,TextPositionSelector,15825,15834,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T04:19:53.160487+00:00
uWXiytqQEem-ak9umPRvBw,jgraPEon,https://europepmc.org/articles/PMC5993813/,P. vivax infection,shown that anemic patients with , had elevated levels of anti-RBC,TextQuoteSelector,TextPositionSelector,9843,9861,"WT_OG,DS",yes,[WT_OG][DS][ALL],,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T03:51:12.932122+00:00
uGreWNqjEem0Tr_bwP1WXg,jgraPEon,https://europepmc.org/articles/PMC5993813/,RAD protein (Pv-fam-e),L18|ATAD2_HUMANPVX_101610-AA:137,ATPase family AAA domain-contain,TextQuoteSelector,TextPositionSelector,23642,23664,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T06:07:11.826439+00:00
tLvjhtqgEem0R-fcbwkZmA,jgraPEon,https://europepmc.org/articles/PMC5993813/,H2AW,tigen Pv200Reticulon-4sp|Q9P0M6|,_HUMANPVX_083455-AA:988hypotheti,TextQuoteSelector,TextPositionSelector,24553,24557,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:45:37.042568+00:00
t4iWYtqcEemG0duRqPZnoQ,jgraPEon,https://europepmc.org/articles/PMC5993813/,Plasmodium, sequence of P. vivax and other , speciesSince autoantibodies fro,TextQuoteSelector,TextPositionSelector,24940,24950,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:17:03.779756+00:00
sQSIINqaEem2LHsi0YsEug,jgraPEon,https://europepmc.org/articles/PMC5993813/,autoimmune response, hypothesized that the observed , could be due to molecular mimic,TextQuoteSelector,TextPositionSelector,21512,21531,WT_DS,no,[WT_DS],,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:02:33.842345+00:00
sGtZ5NqjEemWKqNzoI2-7Q,jgraPEon,https://europepmc.org/articles/PMC5993813/,PYYM_0305000,lii 17XNLhypothetical protein958,Plasmodium yoelii yoelii YMhypot,TextQuoteSelector,TextPositionSelector,26453,26465,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T06:06:58.144854+00:00
sG1FHtqVEemFn5_s7yAglw,jgraPEon,https://europepmc.org/articles/PMC5993813/,ankyrin 1," protein 4.1, protein band 4.2, ",", and dematin (Fig. 3, Supplemen",TextQuoteSelector,TextPositionSelector,16461,16470,CRT_GP,no,CRT_GP,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T04:26:45.453209+00:00
s89PxtqbEemuOsMoTD0LZw,jgraPEon,https://europepmc.org/articles/PMC5993813/,PVX_003755, hypothetical P. vivax protein (,"), which was mimetic to the huma",TextQuoteSelector,TextPositionSelector,25274,25284,WS_GP,yes,[WS_GP][ALL],,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:09:48.115115+00:00
rjhIItqiEemrS486Js6hSA,jgraPEon,https://europepmc.org/articles/PMC5993813/,Parasitemia,us episodes2 [1–4]3 [0–10]0.8895," (parasites/µL)7,275 [2,418–12,3",TextQuoteSelector,TextPositionSelector,38439,38450,MIS_DS,no,MIS_DS,,acct:farheen.s@hypothes.is,Anti-band 3 and anti-spectrin antibodies are increased in Plasmodium vivax infection and are associated with anemia.,2019-09-19T05:59:45.214821+00:00
