id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zvxtctt-Eem7aEM9BrSyWg,jgraPEon,https://europepmc.org/articles/PMC4892805/,yeast, under the same conditions on a , paste. Single-functional OSN li,TextQuoteSelector,TextPositionSelector,11158,11163,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,The peripheral olfactory code in Drosophila larvae contains temporal information and is robust over multiple timescales.,2019-09-20T08:15:29.375248+00:00
pCmWENt-EemxIst0uWr2Hg,jgraPEon,https://europepmc.org/articles/PMC4892805/,animals, [2]. Spike count codes provide , with high levels of information,TextQuoteSelector,TextPositionSelector,8118,8125,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,The peripheral olfactory code in Drosophila larvae contains temporal information and is robust over multiple timescales.,2019-09-20T08:14:17.522286+00:00
jUe8ANt_EemsBzuMAdtdjg,jgraPEon,https://europepmc.org/articles/PMC4892805/,Gal4,e dorsal organs [11]. Using the ,"-UAS system, it is possible to c",TextQuoteSelector,TextPositionSelector,9819,9823,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,The peripheral olfactory code in Drosophila larvae contains temporal information and is robust over multiple timescales.,2019-09-20T08:20:48.654803+00:00
iSo0yNt-EemHca_corDBWg,jgraPEon,https://europepmc.org/articles/PMC4892805/,Or74a,"nsory neurons (OSNs), Or24a and ",", in response to 1 s stimulation",TextQuoteSelector,TextPositionSelector,6550,6555,CRT_GP,yes,[CRT_GP][ALL],,acct:farheen.s@hypothes.is,The peripheral olfactory code in Drosophila larvae contains temporal information and is robust over multiple timescales.,2019-09-20T08:13:32.307651+00:00
hXLZGtt_EemtKmuHQJUqag,jgraPEon,https://europepmc.org/articles/PMC4892805/,animal,n spike pattern can modulate an ,'s decisions even in the absence,TextQuoteSelector,TextPositionSelector,36103,36109,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,The peripheral olfactory code in Drosophila larvae contains temporal information and is robust over multiple timescales.,2019-09-20T08:20:35.496647+00:00
hBCrttt-EemxIReIYpWhIw,jgraPEon,https://europepmc.org/articles/PMC4892805/,Or24a,"factory sensory neurons (OSNs), "," and Or74a, in response to 1 s s",TextQuoteSelector,TextPositionSelector,6540,6545,CRT_GP,yes,[CRT_GP][ALL],,acct:farheen.s@hypothes.is,The peripheral olfactory code in Drosophila larvae contains temporal information and is robust over multiple timescales.,2019-09-20T08:13:23.678289+00:00
etFN8tt_EemudU9f8lz5rA,jgraPEon,https://europepmc.org/articles/PMC4892805/,Or74a, octanol. Activity of Or24a and ," OSNs in response to octanol, 2-",TextQuoteSelector,TextPositionSelector,32503,32508,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,The peripheral olfactory code in Drosophila larvae contains temporal information and is robust over multiple timescales.,2019-09-20T08:20:17.666343+00:00
eAJwNNt-EemtnX8Qpw7hOw,jgraPEon,https://europepmc.org/articles/PMC4892805/,Drosophila melanogaster,ical activity of two classes of , larval olfactory sensory neuron,TextQuoteSelector,TextPositionSelector,6475,6498,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,The peripheral olfactory code in Drosophila larvae contains temporal information and is robust over multiple timescales.,2019-09-20T08:13:03.449847+00:00
bWypHtt-EemA1Q_6rOYIsA,jgraPEon,https://europepmc.org/articles/PMC4892805/,Drosophila,he peripheral olfactory code in , larvae contains temporal inform,TextQuoteSelector,TextPositionSelector,5560,5570,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,The peripheral olfactory code in Drosophila larvae contains temporal information and is robust over multiple timescales.,2019-09-20T08:12:45.693021+00:00
aSXZxNt_EemPxcMswWSLyA,jgraPEon,https://europepmc.org/articles/PMC4892805/,Or24a,xposure to octanol. Activity of , and Or74a OSNs in response to o,TextQuoteSelector,TextPositionSelector,32493,32498,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,The peripheral olfactory code in Drosophila larvae contains temporal information and is robust over multiple timescales.,2019-09-20T08:19:48.017081+00:00
