id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zxw9osmTEemSwPc8GqcIOA,jgraPEon,https://europepmc.org/articles/PMC4156656/,Dicrocoelium,"patients with CE. However, some ",-specific miRNAs have recently b,TextQuoteSelector,TextPositionSelector,36430,36442,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T13:00:27.720842+00:00
zsxOBsmSEemCfPt7euloyw,jgraPEon,https://europepmc.org/articles/PMC4156656/,Schistosoma japonicum,"chmidtea mediterranea
[18, 19], ","
[20–22] and Schistosoma mansoni",TextQuoteSelector,TextPositionSelector,16673,16694,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:53:18.067679+00:00
zZK2TsmQEem7ivv1WBajrg,jgraPEon,https://europepmc.org/articles/PMC4156656/,Platyhelminthes,is a flatworm and member of the ,", and is the causative agent of ",TextQuoteSelector,TextPositionSelector,14653,14668,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:38:57.070891+00:00
zBzi1MmREembA-vjab8e2A,jgraPEon,https://europepmc.org/articles/PMC4156656/,LCFACS,long-chain acyl-CoA synthetase (,", EG_02438) (Figure 
5b). Finall",TextQuoteSelector,TextPositionSelector,31202,31208,CRT_GP,yes,[CRT_GP][ALL],,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:46:03.876697+00:00
xmDahMmSEem4bCtV3DQgHw,jgraPEon,https://europepmc.org/articles/PMC4156656/,nematodes,iRNA loci has been found in the ," and the flatworms
[8, 9]. This ",TextQuoteSelector,TextPositionSelector,14376,14385,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:53:03.980898+00:00
wzUNesmTEemGpQc8QDmHEQ,jgraPEon,https://europepmc.org/articles/PMC4156656/,rabbits,plasma of S. japonicum-infected ,"
[44]. These results imply that ",TextQuoteSelector,TextPositionSelector,36085,36092,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T13:00:08.082435+00:00
wxRp4smQEemFbBdYo0FEQA,jgraPEon,https://europepmc.org/articles/PMC4156656/,S. japonicum,"lus salaris (Monogenea)
[9] and "," (Trematoda)
[22]. Similar to th",TextQuoteSelector,TextPositionSelector,24440,24452,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:38:39.349986+00:00
wayknMmREem5C8OKJtem0A,jgraPEon,https://europepmc.org/articles/PMC4156656/,bantam,"3412561.2695883.37118918.97
egr-","
31467.5523201.1747866.69102535.",TextQuoteSelector,TextPositionSelector,26364,26370,WT_OG,yes,[WT_OG][ALL],,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:45:46.459942+00:00
v_rf3MmSEem8oQOlOc7m1g,jgraPEon,https://europepmc.org/articles/PMC4156656/,vertebrates,azoan genomes. The emergence of , is characterized by a strong in,TextQuoteSelector,TextPositionSelector,14059,14070,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:52:53.208427+00:00
uqzYzMmTEemZfoNhD9Gx1A,jgraPEon,https://europepmc.org/articles/PMC4156656/,antigen B,"immune response, such as EgAgB (","), which interferes with human d",TextQuoteSelector,TextPositionSelector,35835,35844,CRT_GP,no,CRT_GP,,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:59:53.798321+00:00
uXgQrMsZEemkoIsn1UIhBQ,jgraPEon,https://europepmc.org/articles/PMC4156656/,cysts, cysts over many months and the , generate brood capsules within ,TextQuoteSelector,TextPositionSelector,15689,15694,MIS_DS,no,MIS_DS,,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-30T11:31:35.568910+00:00
uD8KEsmREemIANOUXac_CQ,jgraPEon,https://europepmc.org/articles/PMC4156656/,G. salaris,"orm S. mediterranea, but not in ",", E. granulosus and S. japonicum",TextQuoteSelector,TextPositionSelector,24902,24912,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:45:30.808007+00:00
tUArxMmSEemv7Ee0V6-FzQ,jgraPEon,https://europepmc.org/articles/PMC4156656/,Neodermata,terranea that are absent in the ,". Among these, miR-12, miR-216 a",TextQuoteSelector,TextPositionSelector,34175,34185,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:52:35.125103+00:00
sytICMmPEemJTAdt7-0hAg,jgraPEon,https://europepmc.org/articles/PMC4156656/,E. granulosus,"xpression profiles of miRNAs in
","
. (a) Heat maps of sequencing d",TextQuoteSelector,TextPositionSelector,27667,27680,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:31:02.958179+00:00
sT0ccMmTEembBpu1am5jiQ,jgraPEon,https://europepmc.org/articles/PMC4156656/,long-chain acyl-CoA synthetase,-7 and its putative target gene ," (LCFACS, EG_02438) (Figure 
5b)",TextQuoteSelector,TextPositionSelector,31170,31200,CRT_GP,no,CRT_GP,,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:59:38.039749+00:00
sI-03smQEemv6gtjSwkQLw,jgraPEon,https://europepmc.org/articles/PMC4156656/,S. japonicum,"n E. granulosus, S. mansoni and ",.Open in a separate windowFigure,TextQuoteSelector,TextPositionSelector,23523,23535,MIS_OG,no,MIS_OG,,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:38:08.161817+00:00
r8dyPsmREemqS9_BPWzjxg,jgraPEon,https://europepmc.org/articles/PMC4156656/,S. mansoni," only present in E. granulosus, ", and S. japonicum.Open in a sepa,TextQuoteSelector,TextPositionSelector,23508,23518,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:45:16.571525+00:00
qTyzRsmTEemZfTe8jRjlgg,jgraPEon,https://europepmc.org/articles/PMC4156656/,egr,"ulosus
NameAdult*Cyst*PSC*Total
","-miR-71
325369.55546105.37302855",TextQuoteSelector,TextPositionSelector,26084,26087,WT_GP,no,[WT_GP],,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:59:24.554243+00:00
oxMOWsmQEemHPSMaiVsjIw,jgraPEon,https://europepmc.org/articles/PMC4156656/,flatworms, found in the nematodes and the ,"
[8, 9]. This result suggested t",TextQuoteSelector,TextPositionSelector,14394,14403,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Genome-wide sequencing of small RNAs reveals a tissue-specific loss of conserved microRNA families in Echinococcus granulosus.,2019-08-28T12:37:45.752770+00:00
