id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
r-49oMS1EemIBfPcZNzJxw,jgraPEon,https://europepmc.org/articles/PMC3960246/, diseases and disorders,ctor for the development of many,", such as depression. Finally, t",TextQuoteSelector,TextPositionSelector,15509,15532,CRT_DIS,no,CRT_DIS,,acct:farheen.s@hypothes.is,Elevated social stress levels and depressive symptoms in primary hyperhidrosis.,2019-08-22T08:20:22.848455+00:00
qR9n7MS1Eemn6tviSOtesQ,jgraPEon,https://europepmc.org/articles/PMC3960246/,human,"nent. In general, the body of a ", being adapts successfully to en,TextQuoteSelector,TextPositionSelector,14514,14519,CRT_OG,no,CRT_OG,,acct:farheen.s@hypothes.is,Elevated social stress levels and depressive symptoms in primary hyperhidrosis.,2019-08-22T08:20:11.509439+00:00
oq4S0sS1EemQErtVOy6P7g,jgraPEon,https://europepmc.org/articles/PMC3960246/,psychological stress ,focus on self-perceived chronic ,in persons affected by hyperhidr,TextQuoteSelector,TextPositionSelector,14392,14413,CRT_DS,yes,[CRT_DS][ALL],,acct:farheen.s@hypothes.is,Elevated social stress levels and depressive symptoms in primary hyperhidrosis.,2019-08-22T08:20:00.655860+00:00
nX3hVsS2Eem1uxfzb54FXQ,jgraPEon,https://europepmc.org/articles/PMC3960246/, Somatoform Disorders,total sum. (3) The Screening for, (SOMS-2) [30] serves as a self-,TextQuoteSelector,TextPositionSelector,22614,22635,MIS_DS,no,MIS_DS,,acct:farheen.s@hypothes.is,Elevated social stress levels and depressive symptoms in primary hyperhidrosis.,2019-08-22T08:27:01.472380+00:00
m4vcAMS1EemhX_OMRPIOHg,jgraPEon,https://europepmc.org/articles/PMC3960246/,malignant tumors ,"ause, infections, intoxication, ","and endocrinologic, cardiovascul",TextQuoteSelector,TextPositionSelector,14139,14156,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Elevated social stress levels and depressive symptoms in primary hyperhidrosis.,2019-08-22T08:19:48.614289+00:00
lUIBssS1EemkelMFaJOC6A,jgraPEon,https://europepmc.org/articles/PMC3960246/, infections,"ngst others, obesity, menopause,",", intoxication, malignant tumors",TextQuoteSelector,TextPositionSelector,14112,14123,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Elevated social stress levels and depressive symptoms in primary hyperhidrosis.,2019-08-22T08:19:38.177730+00:00
kUR59MS2Eem_rmuRh9kBdg,jgraPEon,https://europepmc.org/articles/PMC3960246/,arginine-vasopressin ,pin-releasing hormone (CRH) and ,in the hypothalamus leads to the,TextQuoteSelector,TextPositionSelector,15910,15931,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Elevated social stress levels and depressive symptoms in primary hyperhidrosis.,2019-08-22T08:26:40.955849+00:00
jxHk4sS1Eem7Fttcp6zxcA,jgraPEon,https://europepmc.org/articles/PMC3960246/,obesity," These include, amongst others, ",", menopause, infections, intoxic",TextQuoteSelector,TextPositionSelector,14093,14100,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Elevated social stress levels and depressive symptoms in primary hyperhidrosis.,2019-08-22T08:19:27.619126+00:00
fqtN1sS2EemvVMe9jeyTjw,jgraPEon,https://europepmc.org/articles/PMC3960246/,neurologic dysfunctions ,"docrinologic, cardiovascular or ",as well as certain medications. ,TextQuoteSelector,TextPositionSelector,14194,14218,MIS_DS,no,MIS_DS,,acct:farheen.s@hypothes.is,Elevated social stress levels and depressive symptoms in primary hyperhidrosis.,2019-08-22T08:26:09.663505+00:00
dPaOZsraEemGqWua5VPUOQ,jgraPEon,https://europepmc.org/articles/PMC3960246/,secondary hyperhidrosis,"n contrast to the primary form, ", is characterized by excessive s,TextQuoteSelector,TextPositionSelector,13950,13973,CRT_DS,yes,[CRT_DS][ALL],,acct:farheen.s@hypothes.is,Elevated social stress levels and depressive symptoms in primary hyperhidrosis.,2019-08-30T03:58:42.361012+00:00
