id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zUNv3uZWEemiaF_RX1kGEA,jgraPEon,https://europepmc.org/articles/PMC6083812/,antibody,bitor cocktail and anti-β-actin , (A5441) were obtained from Sigm,TextQuoteSelector,TextPositionSelector,14120,14128,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,Time of Administration of Acute or Chronic Doses of Imipramine Affects its Antidepressant Action in Rats.,2019-10-04T03:26:49.484292+00:00
yJ0-BuZWEem8kS8ShOtjgg,jgraPEon,https://europepmc.org/articles/PMC6083812/,β-actin,ase inhibitor cocktail and anti-, antibody (A5441) were obtained ,TextQuoteSelector,TextPositionSelector,14112,14119,CRT_GP,yes,[CRT_GP][ALL],,acct:farheen.s@hypothes.is,Time of Administration of Acute or Chronic Doses of Imipramine Affects its Antidepressant Action in Rats.,2019-10-04T03:26:41.622145+00:00
y1wo5OZYEemK_k85bM--Vw,jgraPEon,https://europepmc.org/articles/PMC6083812/,NAT, the noradrenaline transporter (,"). However, the selectivity was ",TextQuoteSelector,TextPositionSelector,31099,31102,CRT_GP,yes,[CRT_GP][ALL],,acct:farheen.s@hypothes.is,Time of Administration of Acute or Chronic Doses of Imipramine Affects its Antidepressant Action in Rats.,2019-10-04T03:41:05.210414+00:00
xoCOUOZYEemjxWfPLenV0A,jgraPEon,https://europepmc.org/articles/PMC6083812/,noradrenaline transporter,onin transporter (SERT) and the ," (NAT). However, the selectivity",TextQuoteSelector,TextPositionSelector,31072,31097,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Time of Administration of Acute or Chronic Doses of Imipramine Affects its Antidepressant Action in Rats.,2019-10-04T03:40:57.151898+00:00
wHI6cuZYEemYuYMcF3Uzcg,jgraPEon,https://europepmc.org/articles/PMC6083812/,SERT,both the serotonin transporter (,) and the noradrenaline transpor,TextQuoteSelector,TextPositionSelector,31058,31062,CRT_GP,yes,[CRT_GP][ALL],,acct:farheen.s@hypothes.is,Time of Administration of Acute or Chronic Doses of Imipramine Affects its Antidepressant Action in Rats.,2019-10-04T03:40:46.748171+00:00
w-jNMOZWEemTAI8zvDjPuw,jgraPEon,https://europepmc.org/articles/PMC6083812/,Protease,"yoritsu Seiyaku (Tokyo, Japan). ", inhibitor cocktail and anti-β-a,TextQuoteSelector,TextPositionSelector,14075,14083,WS_GP,yes,[WS_GP][ALL],,acct:farheen.s@hypothes.is,Time of Administration of Acute or Chronic Doses of Imipramine Affects its Antidepressant Action in Rats.,2019-10-04T03:26:33.656917+00:00
u2qgAOZYEemLM-9b9ZHBcg,jgraPEon,https://europepmc.org/articles/PMC6083812/,serotonin transporter,nd desipramine inhibit both the , (SERT) and the noradrenaline tr,TextQuoteSelector,TextPositionSelector,31035,31056,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Time of Administration of Acute or Chronic Doses of Imipramine Affects its Antidepressant Action in Rats.,2019-10-04T03:40:38.457759+00:00
tXon7uZWEemoYjOYnhHN-w,jgraPEon,https://europepmc.org/articles/PMC6083812/,α2AR,AR) and α2 adrenergic receptor (,). We hypothesized that the circ,TextQuoteSelector,TextPositionSelector,13392,13396,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,Time of Administration of Acute or Chronic Doses of Imipramine Affects its Antidepressant Action in Rats.,2019-10-04T03:26:09.429019+00:00
sjk0suZWEemoYXNoRt4NPw,jgraPEon,https://europepmc.org/articles/PMC6083812/,α2 adrenergic receptor, adrenergic receptor (α1AR) and , (α2AR). We hypothesized that th,TextQuoteSelector,TextPositionSelector,13368,13390,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Time of Administration of Acute or Chronic Doses of Imipramine Affects its Antidepressant Action in Rats.,2019-10-04T03:26:04.040387+00:00
qGJ7YOZWEemrWPupHjtqPw,jgraPEon,https://europepmc.org/articles/PMC6083812/,α1 adrenergic receptor,ment on the brain levels of the , (α1AR) and α2 adrenergic recept,TextQuoteSelector,TextPositionSelector,13334,13356,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Time of Administration of Acute or Chronic Doses of Imipramine Affects its Antidepressant Action in Rats.,2019-10-04T03:25:47.617439+00:00
