id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zk-tQtkoEemSCMvwgWsfCQ,jgraPEon,https://europepmc.org/articles/PMC5617383/,animals,o 225 days in cisplatin treated , (p < 0.0001; Figure ​Figure3B).,TextQuoteSelector,TextPositionSelector,24183,24190,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,Intraductal cisplatin treatment in a BRCA-associated breast cancer mouse model attenuates tumor development but leads to systemic tumors in aged female mice.,2019-09-17T08:54:49.154990+00:00
y9Cd4O83EemRet815hhF2w,jgraPEon,https://europepmc.org/articles/PMC5617383/, Brca1 inactivation and subsequent tumor formation in the WAPcre-driven model occurs during the first estrus cycle (independent of pregnancy-induced WAP , untreated mammary glands. Since,"activation) [43], we anticipate ",TextQuoteSelector,TextPositionSelector,31836,31989,YGD,no,YGD,,acct:farheen.s@hypothes.is,Intraductal cisplatin treatment in a BRCA-associated breast cancer mouse model attenuates tumor development but leads to systemic tumors in aged female mice.,2019-10-15T10:37:32.949419+00:00
y2oRKNkXEemR9L-_upIkZg,jgraPEon,https://europepmc.org/articles/PMC5617383/,PARP,. We show that ID cisplatin and ,-inhibition can successfully abl,TextQuoteSelector,TextPositionSelector,10416,10420,CRT_GP,yes,[CRT_GP][ALL],,acct:farheen.s@hypothes.is,Intraductal cisplatin treatment in a BRCA-associated breast cancer mouse model attenuates tumor development but leads to systemic tumors in aged female mice.,2019-09-17T06:53:02.911264+00:00
xnOdmO83Eempv__tGjyUNw,jgraPEon,https://europepmc.org/articles/PMC5617383/,WAP)cre-driven tumor,rib in the whey acidic protein (, model. We chose the WAPcre mode,TextQuoteSelector,TextPositionSelector,21596,21616,YGD,no,YGD,,acct:farheen.s@hypothes.is,Intraductal cisplatin treatment in a BRCA-associated breast cancer mouse model attenuates tumor development but leads to systemic tumors in aged female mice.,2019-10-15T10:37:24.042466+00:00
xcX3oNkXEemRbANXkgMaUQ,jgraPEon,https://europepmc.org/articles/PMC5617383/,hereditary breast cancer,n to prevent the development of ,. We show that ID cisplatin and ,TextQuoteSelector,TextPositionSelector,10360,10384,CRT_DS,no,CRT_DS,,acct:farheen.s@hypothes.is,Intraductal cisplatin treatment in a BRCA-associated breast cancer mouse model attenuates tumor development but leads to systemic tumors in aged female mice.,2019-09-17T06:52:53.380627+00:00
wjWwNtkvEemjS7_YtCom6g,jgraPEon,https://europepmc.org/articles/PMC5617383/,NDH," design. JSG, PJD, MA, EJV, XP, ",", and HR carried out experiments",TextQuoteSelector,TextPositionSelector,43499,43502,WT_GP,no,[WT_GP],,acct:farheen.s@hypothes.is,Intraductal cisplatin treatment in a BRCA-associated breast cancer mouse model attenuates tumor development but leads to systemic tumors in aged female mice.,2019-09-17T09:44:35.460843+00:00
wVerANkmEem1QEtaxLGWYQ,jgraPEon,https://europepmc.org/articles/PMC5617383/,CD24,ere defined as DAPI-;CD45-;Sca-;,+/low and luminal MMECs as DAPI-,TextQuoteSelector,TextPositionSelector,17374,17378,CRT_GP,yes,[CRT_GP][ALL],,acct:farheen.s@hypothes.is,Intraductal cisplatin treatment in a BRCA-associated breast cancer mouse model attenuates tumor development but leads to systemic tumors in aged female mice.,2019-09-17T08:40:08.357779+00:00
wNKxEu83EemPu7_iwcKOSg,jgraPEon,https://europepmc.org/articles/PMC5617383/,tumor-free latency in a mouse model of BRCA1-associated human breast cancer,cisplatin and olaparib increase ,We next investigated the prevent,TextQuoteSelector,TextPositionSelector,21140,21215,YGD,no,YGD,,acct:farheen.s@hypothes.is,Intraductal cisplatin treatment in a BRCA-associated breast cancer mouse model attenuates tumor development but leads to systemic tumors in aged female mice.,2019-10-15T10:37:14.595600+00:00
vDZqwu83EemsAEsSHBxNVg,jgraPEon,https://europepmc.org/articles/PMC5617383/," breast cancer risk in healthy BRCA2 mutation carriers, but not in BRCA1 ",ogen receptor function decreases,mutation carriers [30]. Alternat,TextQuoteSelector,TextPositionSelector,13473,13546,YGD,no,YGD,,acct:farheen.s@hypothes.is,Intraductal cisplatin treatment in a BRCA-associated breast cancer mouse model attenuates tumor development but leads to systemic tumors in aged female mice.,2019-10-15T10:37:06.793205+00:00
uE3NKNkmEemsJRdenXoEIQ,jgraPEon,https://europepmc.org/articles/PMC5617383/,Sca,ECs were defined as DAPI-;CD45-;,-;CD24+/low and luminal MMECs as,TextQuoteSelector,TextPositionSelector,17369,17372,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,Intraductal cisplatin treatment in a BRCA-associated breast cancer mouse model attenuates tumor development but leads to systemic tumors in aged female mice.,2019-09-17T08:39:53.352119+00:00
