id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zqXDNuD3Eem0nos7XY2H9A,jgraPEon,https://europepmc.org/articles/PMC3464611/,Gp23,or unusual phage capsid protein ," to fold. Bdellovibrio, being a ",TextQuoteSelector,TextPositionSelector,36589,36593,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Mutagenesis of RpoE-like sigma factor genes in Bdellovibrio reveals differential control of groEL and two groES genes.,2019-09-27T07:24:13.798095+00:00
zAz63uD5Eem_qPMGHInLvA,jgraPEon,https://europepmc.org/articles/PMC3464611/,argF,cA1 gyrA (Nalr) relA1 Δ(lacIZYA-,) U169 deoR (ϕ80dlacΔ(lacZ)M15)[,TextQuoteSelector,TextPositionSelector,37449,37453,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Mutagenesis of RpoE-like sigma factor genes in Bdellovibrio reveals differential control of groEL and two groES genes.,2019-09-27T07:38:28.435912+00:00
z8C9WuD0Eemnn1vawiAE-w,jgraPEon,https://europepmc.org/articles/PMC3464611/,fliC3,imilar to that seen for the key , gene of Bdellovibrio[11]; fliC3,TextQuoteSelector,TextPositionSelector,22886,22891,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,Mutagenesis of RpoE-like sigma factor genes in Bdellovibrio reveals differential control of groEL and two groES genes.,2019-09-27T07:02:47.104926+00:00
xhtnPOD5Eem8S1-oQ6W55Q,jgraPEon,https://europepmc.org/articles/PMC3464611/,relA1, supE44 thi-1 recA1 gyrA (Nalr) , Δ(lacIZYA-argF) U169 deoR (ϕ80d,TextQuoteSelector,TextPositionSelector,37433,37438,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Mutagenesis of RpoE-like sigma factor genes in Bdellovibrio reveals differential control of groEL and two groES genes.,2019-09-27T07:38:18.403826+00:00
wIBGHOD5EemJw1vs0HsL6w,jgraPEon,https://europepmc.org/articles/PMC3464611/,gyrA,R17 (rk-mk-) supE44 thi-1 recA1 , (Nalr) relA1 Δ(lacIZYA-argF) U1,TextQuoteSelector,TextPositionSelector,37421,37425,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Mutagenesis of RpoE-like sigma factor genes in Bdellovibrio reveals differential control of groEL and two groES genes.,2019-09-27T07:38:08.989209+00:00
vunC9uD0EemJvANNHrvCug,jgraPEon,https://europepmc.org/articles/PMC3464611/,antibody, type. We couldn’t test this by ,-tethering cells by their flagel,TextQuoteSelector,TextPositionSelector,21478,21486,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Mutagenesis of RpoE-like sigma factor genes in Bdellovibrio reveals differential control of groEL and two groES genes.,2019-09-27T07:02:18.827032+00:00
vnGDRODmEemzNaN4fQg3Tw,jgraPEon,https://europepmc.org/articles/PMC3464611/,RNA polymerase,ral potential sigma factors for , which may contribute to such or,TextQuoteSelector,TextPositionSelector,9685,9699,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,Mutagenesis of RpoE-like sigma factor genes in Bdellovibrio reveals differential control of groEL and two groES genes.,2019-09-27T05:22:05.155563+00:00
vd_7GuDpEemJuYv6O29gKw,jgraPEon,https://europepmc.org/articles/PMC3464611/,bacterium,"nus, a marine Bdellovibrio-like ", but bd0743 does not have a stro,TextQuoteSelector,TextPositionSelector,13503,13512,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,Mutagenesis of RpoE-like sigma factor genes in Bdellovibrio reveals differential control of groEL and two groES genes.,2019-09-27T05:43:32.466598+00:00
uxX9NOD5EemXly_bf9T11g,jgraPEon,https://europepmc.org/articles/PMC3464611/,recA1,A1 hsdR17 (rk-mk-) supE44 thi-1 , gyrA (Nalr) relA1 Δ(lacIZYA-arg,TextQuoteSelector,TextPositionSelector,37415,37420,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Mutagenesis of RpoE-like sigma factor genes in Bdellovibrio reveals differential control of groEL and two groES genes.,2019-09-27T07:37:59.872142+00:00
tmqvRuD5EemyJFdWxWfNhw,jgraPEon,https://europepmc.org/articles/PMC3464611/,thi-1,F’ endA1 hsdR17 (rk-mk-) supE44 , recA1 gyrA (Nalr) relA1 Δ(lacIZ,TextQuoteSelector,TextPositionSelector,37409,37414,MIS_GP,no,MIS_GP,,acct:farheen.s@hypothes.is,Mutagenesis of RpoE-like sigma factor genes in Bdellovibrio reveals differential control of groEL and two groES genes.,2019-09-27T07:37:52.168122+00:00
