id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zGuiMq0oEemRwZ8I8DF1XA,jgraPEon,https://europepmc.org/articles/PMC4294342/,methylthioadenosine phosphorylase,nning the potential inactivated , (MTAP) that exhibited homozygou,TextQuoteSelector,TextPositionSelector,10919,10952,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,"Downregulated MTAP expression in myxofibrosarcoma: A characterization of inactivating mechanisms, tumor suppressive function, and therapeutic relevance.",2019-07-23T09:03:54.609593+00:00
yEQ2Yq0mEemv_TcownsCpA,jgraPEon,https://europepmc.org/articles/PMC4294342/,mice ,combined immunodeficient (SCID) ,(BioLasco) and allowed to grow u,TextQuoteSelector,TextPositionSelector,51834,51839,CRT_OG,yes,[CRT_OG][ALL],,acct:farheen.s@hypothes.is,"Downregulated MTAP expression in myxofibrosarcoma: A characterization of inactivating mechanisms, tumor suppressive function, and therapeutic relevance.",2019-07-23T08:49:28.737687+00:00
y7o3ErQJEemAY7dnIzOOEA,jgraPEon,https://europepmc.org/articles/PMC4294342/,MTAP as a functional tumor ,nd clinical evidence reinforces ,suppressor gene exhibiting progn,TextQuoteSelector,TextPositionSelector,14651,14678,YGD,no,YGD,,acct:farheen.s@hypothes.is,"Downregulated MTAP expression in myxofibrosarcoma: A characterization of inactivating mechanisms, tumor suppressive function, and therapeutic relevance.",2019-08-01T03:09:37.394256+00:00
x6xnZK0nEemoZXN5gaFRpA,jgraPEon,https://europepmc.org/articles/PMC4294342/,MMP-2,e reported to increase secreted , in vitro to enhance matrix degr,TextQuoteSelector,TextPositionSelector,42380,42385,CRT_GP,no,CRT_GP,,acct:farheen.s@hypothes.is,"Downregulated MTAP expression in myxofibrosarcoma: A characterization of inactivating mechanisms, tumor suppressive function, and therapeutic relevance.",2019-07-23T08:56:37.331852+00:00
x2ixjrQJEemHh5tS8PDJfA,jgraPEon,https://europepmc.org/articles/PMC4294342/,"MTAP expression in myxofibrosarcoma: A characterization of inactivating mechanisms, tumor",4342PMID: 25426549Downregulated ," suppressive function, and thera",TextQuoteSelector,TextPositionSelector,6523,6612,YGD,no,YGD,,acct:farheen.s@hypothes.is,"Downregulated MTAP expression in myxofibrosarcoma: A characterization of inactivating mechanisms, tumor suppressive function, and therapeutic relevance.",2019-08-01T03:09:30.168530+00:00
wpXpPq0oEemQj7PEXSFlVA,jgraPEon,https://europepmc.org/articles/PMC4294342/,lentivirus,lls were incubated with 8 mL of ," in the presence of polybrene, f",TextQuoteSelector,TextPositionSelector,49091,49101,MIS_OG,yes,[MIS_OG][ALL],,acct:farheen.s@hypothes.is,"Downregulated MTAP expression in myxofibrosarcoma: A characterization of inactivating mechanisms, tumor suppressive function, and therapeutic relevance.",2019-07-23T09:03:38.446050+00:00
vrYsBK0mEem_34ujhNo6ig,jgraPEon,https://europepmc.org/articles/PMC4294342/,luciferase," After 48h, the cells underwent ", assays by using a dual lucifera,TextQuoteSelector,TextPositionSelector,48495,48505,CRT_GP,yes,[CRT_GP][ALL],,acct:farheen.s@hypothes.is,"Downregulated MTAP expression in myxofibrosarcoma: A characterization of inactivating mechanisms, tumor suppressive function, and therapeutic relevance.",2019-07-23T08:49:12.765031+00:00
vo120LQJEemKsyMqghfn5g,jgraPEon,https://europepmc.org/articles/PMC4294342/,MTAP-deficient hepatocellular carcinomas,erant inactivating mechanism in ," [21]. Functionally, MTAP reexpr",TextQuoteSelector,TextPositionSelector,38152,38192,NGD,no,NGD,,acct:farheen.s@hypothes.is,"Downregulated MTAP expression in myxofibrosarcoma: A characterization of inactivating mechanisms, tumor suppressive function, and therapeutic relevance.",2019-08-01T03:09:15.214490+00:00
vVyQsq0oEemZoK_Ca6QWfw,jgraPEon,https://europepmc.org/articles/PMC4294342/, Ki-67,"ling of cyclin D1, cyclin E, and",", as well as decreased intratumo",TextQuoteSelector,TextPositionSelector,30892,30898,MIS_GP,yes,[MIS_GP][ALL],,acct:farheen.s@hypothes.is,"Downregulated MTAP expression in myxofibrosarcoma: A characterization of inactivating mechanisms, tumor suppressive function, and therapeutic relevance.",2019-07-23T09:03:29.688501+00:00
v1OJJq0nEemPmF-5g-v0kg,jgraPEon,https://europepmc.org/articles/PMC4294342/,ornithine decarboxylase,inine metabolism may upregulate , (ODC) and subsequently induce o,TextQuoteSelector,TextPositionSelector,41950,41973,CRT_GP,no,CRT_GP,,acct:farheen.s@hypothes.is,"Downregulated MTAP expression in myxofibrosarcoma: A characterization of inactivating mechanisms, tumor suppressive function, and therapeutic relevance.",2019-07-23T08:56:23.353460+00:00
