Associations	O
of	O
Amylin	B-GP
with	O
Inflammatory	O
Markers	O
and	O
Metabolic	B-DS
Syndrome	I-DS
in	O
Apparently	O
Healthy	O
Chinese	O

Conceived	O
and	O
designed	O
the	O
experiments	O
:	O
YL	O
XL	O
XH	O
LS	O
.	O

Performed	O
the	O
experiments	O
:	O
XH	O
LS	O
ZL	O
HM	O
ZY	O
HL	O
PJ	O
DY	O
HW	O
.	O

Analyzed	O
the	O
data	O
:	O
XH	O
LS	O
ZY	O
XY	O
.	O

Wrote	O
the	O
paper	O
:	O
XH	O
LS	O
YL	O
XL	O
.	O

Background	O

Cellular	O
and	O
animal	B-OG
studies	O
implicate	O
multiple	O
roles	O
of	O
amylin	B-GP
in	O
regulating	O
insulin	B-GP
action	O
,	O
glucose	O
and	O
lipid	O
metabolisms	O
.	O

However	O
,	O
the	O
role	O
of	O
amylin	B-GP
in	O
obesity	B-DS
related	O
metabolic	B-DS
disorders	I-DS
has	O
not	O
been	O
thoroughly	O
investigated	O
in	O
humans	B-OG
.	O

Therefore	O
,	O
we	O
aimed	O
to	O
evaluate	O
the	O
distribution	O
of	O
circulating	O
amylin	B-GP
and	O
its	O
association	O
with	O
metabolic	B-DS
syndrome	I-DS
(	O
MetS	B-DS
)	O
and	O
explore	O
if	O
this	O
association	O
is	O
influenced	O
by	O
obesity	B-DS
,	O
inflammatory	O
markers	O
or	O
insulin	B-DS
resistance	I-DS
in	O
apparently	O
healthy	O
Chinese	O
.	O

Methods	O

A	O
population	O
-	O
based	O
sample	O
of	O
1	O
,	O
011	O
Chinese	O
men	O
and	O
women	O
aged	O
35	O
–	O
54	O
years	O
was	O
employed	O
to	O
measure	O
plasma	O
amylin	B-GP
,	O
inflammatory	O
markers	O
(	O
C	B-GP
-	I-GP
reactive	I-GP
protein	I-GP
[	O
CRP	B-GP
]	O
and	O
interleukin	B-GP
-	I-GP
6	I-GP
[	O
IL	B-GP
-	I-GP
6	I-GP
]),	O
insulin	B-GP
,	O
glucose	O
and	O
lipid	O
profiles	O
.	O

MetS	B-DS
was	O
defined	O
according	O
to	O
the	O
updated	O
National	O
Cholesterol	O
Education	O
Program	O
Adult	O
Treatment	O
Panel	O
III	O
criteria	O
for	O
Asian	O
-	O
Americans	O
.	O

Results	O

Plasma	O
amylin	B-GP
concentrations	O
were	O
higher	O
in	O
overweight	O
/	O
obese	O
participants	O
than	O
normal	O
-	O
weight	O
counterparts	O
(	O
P	O
<	O
0	O
.	O
001	O
)	O
without	O
sex	O
difference	O
.	O

Circulating	O
amylin	B-GP
was	O
positively	O
associated	O
with	O
CRP	B-GP
,	O
IL	B-GP
-	I-GP
6	I-GP
,	O
BMI	O
,	O
waist	O
circumference	O
,	O
blood	O
pressure	O
,	O
fasting	O
glucose	O
,	O
insulin	B-GP
,	O
amylin	B-GP
/	O
insulin	B-GP
ratio	O
,	O
HOMA	O
-	O
IR	B-DS
,	O
LDL	O
cholesterol	O
and	O
triglycerides	O
,	O
while	O
negatively	O
associated	O
with	O
HDL	O
cholesterol	O
(	O
all	O
P	O
<	O
0	O
.	O
001	O
).	O

After	O
multiple	O
adjustments	O
,	O
the	O
risk	O
of	O
MetS	B-DS
was	O
significantly	O
higher	O
(	O
odds	O
ratio	O
3	O
.	O
71	O
;	O
95	O
%	O
confidence	O
interval	O
:	O
2	O
.	O
53	O
to	O
5	O
.	O
46	O
)	O
comparing	O
the	O
highest	O
with	O
the	O
lowest	O
amylin	B-GP
quartile	O
.	O

The	O
association	O
remained	O
significant	O
even	O
further	O
controlling	O
for	O
BMI	O
,	O
inflammatory	O
markers	O
,	O
insulin	B-GP
or	O
HOMA	O
-	O
IR	B-DS
.	O

Conclusions	O

Our	O
study	O
suggests	O
that	O
amylin	B-GP
is	O
strongly	O
associated	O
with	O
inflammatory	O
markers	O
and	O
MetS	B-DS
.	O

The	O
amylin	B-GP
-	O
MetS	B-DS
association	O
is	O
independent	O
of	O
established	O
risk	O
factors	O
of	O
MetS	B-DS
,	O
including	O
obesity	B-DS
,	O
inflammatory	O
markers	O
and	O
insulin	B-DS
resistance	I-DS
.	O

The	O
causal	O
role	O
of	O
hyperamylinemia	O
in	O
the	O
development	O
of	O
MetS	B-DS
needs	O
to	O
be	O
confirmed	O
prospectively	O
.	O

Introduction	O

Amylin	B-GP
,	O
also	O
named	O
islet	B-GP
amyloid	I-GP
polypeptide	I-GP
(	O
IAPP	B-GP
),	O
is	O
a	O
37	O
amino	O
acid	O
polypeptide	O
initially	O
isolated	O
from	O
amyloid	O
deposit	O
in	O
pancreatic	O
islets	O
of	O
type	B-DS
2	I-DS
diabetes	I-DS
patients	O
[	O
1	O
],	O
[	O
2	O
].	O

Amylin	B-GP
is	O
co	O
-	O
secreted	O
with	O
insulin	B-GP
by	O
β	O
-	O
cells	O
in	O
response	O
to	O
stimulation	O
of	O
glucose	O
,	O
free	O
fatty	O
acids	O
and	O
food	O
intake	O
[	O
3	O
]–[	O
5	O
].	O

Amylin	B-GP
is	O
an	O
important	O
player	O
in	O
the	O
control	O
of	O
energy	O
balance	O
[	O
6	O
].	O

Amylin	B-GP
inhibits	O
food	O
intake	O
by	O
promoting	O
meal	O
-	O
ending	O
satiation	O
,	O
possibly	O
through	O
stimulation	O
of	O
its	O
receptor	O
in	O
the	O
area	O
postrema	O
[	O
7	O
].	O

The	O
nucleus	O
of	O
the	O
solitary	O
tract	O
and	O
the	O
lateral	O
parabrachial	O
nucleus	O
seem	O
to	O
be	O
also	O
involved	O
in	O
the	O
inhibitory	O
effect	O
of	O
amylin	B-GP
on	O
food	O
intake	O
[	O
6	O
].	O

Amylin	B-GP
increases	O
energy	O
expenditure	O
after	O
peripheral	O
and	O
central	O
administration	O
in	O
animals	B-OG
[	O
6	O
].	O

Chronic	O
infusion	O
of	O
amylin	B-GP
into	O
the	O
brain	O
reduces	O
body	O
weight	O
gain	O
and	O
adiposity	O
,	O
while	O
chronic	O
infusion	O
of	O
an	O
amylin	B-GP
receptor	I-GP
antagonist	O
into	O
the	O
brain	O
increases	O
body	O
adiposity	O
[	O
6	O
],	O
[	O
8	O
].	O

Amylin	B-GP
was	O
found	O
in	O
vitro	O
to	O
inhibit	O
both	O
basal	O
and	O
insulin	B-GP
stimulated	O
glycogenesis	O
in	O
rat	B-OG
skeleton	O
muscle	O
[	O
9	O
]	O
and	O
also	O
to	O
impair	O
glucose	O
disposal	O
in	O
liver	O
cells	O
[	O
10	O
].	O

Moreover	O
,	O
an	O
animal	B-OG
study	O
also	O
showed	O
that	O
amylin	B-GP
could	O
suppress	O
insulin	B-GP
secretion	O
by	O
enhancing	O
β	O
-	O
cell	O
apoptosis	O
,	O
which	O
consequently	O
induced	O
hepatic	O
and	O
extrahepatic	O
insulin	B-DS
resistance	I-DS
and	O
glucose	O
dysregulation	O
in	O
human	B-OG
IAPP	B-GP
transgenic	O
rats	B-OG
[	O
11	O
].	O

Infusion	O
of	O
amylin	B-GP
in	O
dog	B-OG
also	O
induced	O
peripheral	O
insulin	B-DS
resistance	I-DS
[	O
12	O
].	O

Elevated	O
levels	O
of	O
amylin	B-GP
were	O
observed	O
in	O
obese	O
children	O
[	O
13	O
]	O
and	O
obese	O
adults	O
with	O
impaired	B-DS
glucose	I-DS
tolerance	I-DS
or	O
type	B-DS
2	I-DS
diabetes	I-DS
[	O
14	O
],	O
or	O
in	O
women	O
with	O
polycystic	B-DS
ovary	I-DS
syndrome	I-DS
and	O
preterm	O
neonates	O
with	O
feed	O
intolerance	O
[	O
15	O
],	O
[	O
16	O
].	O

However	O
,	O
the	O
pathophysiological	O
role	O
(	O
s	O
)	O
of	O
amylin	B-GP
in	O
human	B-OG
metabolic	B-DS
diseases	I-DS
have	O
not	O
been	O
studied	O
in	O
large	O
-	O
scale	O
populations	O
.	O

Metabolic	B-DS
syndrome	I-DS
(	O
MetS	B-DS
),	O
an	O
aggregation	O
of	O
metabolic	O
abnormalities	O
comprising	O
central	B-DS
obesity	I-DS
,	O
dyslipidemia	B-DS
,	O
elevated	O
blood	O
pressure	O
and	O
hyperglycemia	B-DS
,	O
is	O
a	O
generally	O
acknowledged	O
precursor	O
of	O
type	B-DS
2	I-DS
diabetes	I-DS
and	O
cardiovascular	B-DS
disease	I-DS
(	O
CVD	B-DS
)	O
[	O
17	O
].	O

A	O
recent	O
meta	O
-	O
analysis	O
showed	O
that	O
MetS	B-DS
is	O
associated	O
with	O
a	O
2	O
-	O
fold	O
increase	O
in	O
risk	O
of	O
CVD	B-DS
,	O
CVD	B-DS
mortality	O
,	O
and	O
stroke	B-DS
[	O
18	O
].	O

Owing	O
to	O
excess	O
caloric	O
intake	O
and	O
a	O
sedentary	O
lifestyle	O
,	O
global	O
epidemic	O
trends	O
of	O
obesity	B-DS
and	O
MetS	B-DS
have	O
become	O
one	O
of	O
the	O
public	O
health	O
challenges	O
not	O
only	O
in	O
Western	O
countries	O
[	O
19	O
]	O
but	O
also	O
in	O
Asian	O
societies	O
like	O
China	O
[	O
20	O
].	O

It	O
was	O
