ECG	O
Response	O
of	O
Koalas	B-OG
to	O
Tourists	O
Proximity	O
:	O
A	O
Preliminary	O
Study	O

Conceived	O
and	O
designed	O
the	O
experiments	O
:	O
YRC	O
LB	O
AK	O
.	O

Performed	O
the	O
experiments	O
:	O
YRC	O
LB	O
AK	O
.	O

Analyzed	O
the	O
data	O
:	O
YRC	O
MY	O
AK	O
.	O

Contributed	O
reagents	O
/	O
materials	O
/	O
analysis	O
tools	O
:	O
YRC	O
MY	O
AK	O
.	O

Wrote	O
the	O
paper	O
:	O
YRC	O
AK	O
.	O

Koalas	B-OG
operate	O
on	O
a	O
tight	O
energy	O
budget	O
and	O
,	O
thus	O
,	O
may	O
not	O
always	O
display	O
behavioral	O
avoidance	O
reaction	O
when	O
placed	O
in	O
a	O
stressful	O
condition	O
.	O

We	O
investigated	O
the	O
physiological	O
response	O
of	O
captive	O
koalas	B-OG
Phascolarctos	B-OG
cinereus	I-OG
in	O
a	O
conservation	O
centre	O
to	O
the	O
presence	O
of	O
tourists	O
walking	O
through	O
their	O
habitat	O
.	O

We	O
compared	O
,	O
using	O
animal	B-OG
-	O
attached	O
data	O
-	O
recorders	O
,	O
the	O
electrocardiogram	O
activity	O
of	O
female	O
koalas	B-OG
in	O
contact	O
with	O
tourists	O
and	O
in	O
a	O
human	B-OG
-	O
free	O
area	O
.	O

One	O
of	O
the	O
koalas	B-OG
in	O
the	O
tourist	O
zone	O
presented	O
elevated	O
heart	O
rate	O
values	O
and	O
variability	O
throughout	O
the	O
recording	O
period	O
.	O

The	O
remaining	O
female	O
in	O
the	O
exhibit	O
area	O
showed	O
a	O
higher	O
field	O
resting	O
heart	O
rates	O
during	O
the	O
daytime	O
than	O
that	O
in	O
the	O
isolated	O
area	O
.	O

In	O
the	O
evening	O
,	O
heart	O
rate	O
profiles	O
changed	O
drastically	O
and	O
both	O
the	O
koalas	B-OG
in	O
the	O
exhibit	O
and	O
in	O
the	O
tourist	O
-	O
free	O
zones	O
displayed	O
similar	O
field	O
resting	O
heart	O
rates	O
,	O
which	O
were	O
lower	O
than	O
those	O
during	O
the	O
day	O
.	O

In	O
parallel	O
,	O
the	O
autonomic	O
nervous	O
systems	O
of	O
these	O
two	O
individuals	O
evolved	O
from	O
sympathetic	O
-	O
dominant	O
during	O
the	O
day	O
to	O
parasympathetic	O
-	O
dominant	O
in	O
