Molecular	O
evolution	O
and	O
functional	O
divergence	O
of	O
the	O
bestrophin	B-GP
protein	O
family	O

Background	O

Mutations	O
in	O
human	B-OG
bestrophin	B-GP
1	I-GP
are	O
associated	O
with	O
at	O
least	O
three	O
autosomal	B-DS
-	I-DS
dominant	I-DS
macular	I-DS
dystrophies	I-DS
including	O
Best	B-DS
disease	I-DS
,	O
adult	B-DS
onset	I-DS
vitelliform	I-DS
macular	I-DS
dystrophy	I-DS
and	O
autosomal	B-DS
dominant	I-DS
vitreo	I-DS
-	I-DS
retinochoroidopathy	I-DS
.	O

The	O
protein	O
is	O
integral	O
to	O
the	O
membrane	O
and	O
is	O
likely	O
involved	O
in	O
Ca2	O
+-	O
dependent	O
transport	O
of	O
chloride	O
ions	O
across	O
cellular	O
membranes	O
.	O

Bestrophin	B-GP
1	I-GP
together	O
with	O
its	O
three	O
homologues	O
forms	O
a	O
phylogenetically	O
highly	O
conserved	O
family	O
of	O
proteins	O
.	O

Results	O

A	O
bioinformatics	O
study	O
was	O
performed	O
to	O
investigate	O
the	O
phylogenetic	O
relationship	O
among	O
the	O
bestrophin	B-GP
family	O
members	O
and	O
to	O
statistically	O
evaluate	O
sequence	O
conservation	O
and	O
functional	O
divergence	O
.	O

Phylogenetic	O
tree	O
assembly	O
with	O
all	O
available	O
eukaryotic	O
bestrophin	B-GP
sequences	O
suggests	O
gene	O
duplication	O
events	O
in	O
the	O
lineage	O
leading	O
to	O
the	O
vertebrates	B-OG
.	O

A	O
common	O
N	O
-	O
terminal	O
topology	O
which	O
includes	O
four	O
highly	O
conserved	O
transmembrane	O
domains	O
is	O
shared	O
by	O
the	O
members	O
of	O
the	O
four	O
paralogous	O
groups	O
of	O
vertebrate	B-OG
bestrophins	B-GP
and	O
has	O
been	O
constrained	O
by	O
purifying	O
selection	O
.	O

Pairwise	O
comparison	O
shows	O
that	O
altered	O
functional	O
constraints	O
have	O
occurred	O
at	O
specific	O
amino	O
acid	O
positions	O
after	O
phylogenetic	O
diversification	O
of	O
the	O
paralogues	O
.	O

Most	O
notably	O
,	O
significant	O
functional	O
divergence	O
was	O
found	O
between	O
bestrophin	B-GP
4	I-GP
and	O
the	O
other	O
family	O
members	O
,	O
as	O
well	O
as	O
between	O
bestrophin	B-GP
2	I-GP
and	O
bestrophin	B-GP
3	I-GP
.	O

Site	O
-	O
specific	O
profiles	O
were	O
established	O
by	O
posterior	O
probability	O
analysis	O
revealing	O
significantly	O
divergent	O
clusters	O
mainly	O
in	O
two	O
hydrophilic	O
loops	O
and	O
a	O
region	O
immediately	O
adjacent	O
to	O
the	O
last	O
predicted	O
transmembrane	O
domain	O
.	O

Strikingly	O
,	O
codons	O
279	O
and	O
347	O
of	O
human	B-OG
bestrophin	B-GP
4	I-GP
reveal	O
high	O
divergence	O
when	O
compared	O
to	O
the	O
paralogous	O
positions	O
strongly	O
indicating	O
the	O
functional	O
importance	O
of	O
these	O
residues	O
for	O
the	O
bestrophin	B-GP
4	I-GP
protein	O
.	O

None	O
of	O
the	O
functionally	O
divergent	O
amino	O
acids	O
were	O
found	O
to	O
reside	O
within	O
obvious	O
sequences	O
patterns	O
or	O
motifs	O
.	O

Conclusion	O

Our	O
study	O
highlights	O
the	O
molecular	O
evolution	O
of	O
the	O
bestrophin	B-GP
family	O
of	O
transmembrane	B-GP
proteins	I-GP
and	O
indicates	O
amino	O
acid	O
residues	O
likely	O
relevant	O
for	O
distinct	O
functional	O
properties	O
of	O
the	O
paralogues	O
.	O

These	O
findings	O
may	O
provide	O
a	O
starting	O
point	O
for	O
further	O
experimental	O
verifications	O
.	O

Background	O

The	O
bestrophins	B-GP
are	O
a	O
phylogenetically	O
conserved	O
family	O
of	O
integral	B-GP
membrane	I-GP
proteins	I-GP
initially	O
identified	O
in	O
Caenorhabditis	B-OG
elegans	I-OG
[	O
1	O
].	O

Homologous	O
sequences	O
are	O
found	O
in	O
animals	B-OG
,	O
fungi	B-OG
,	O
and	O
prokaryotes	B-OG
,	O
but	O
not	O
in	O
protozoans	B-OG
or	O
plants	B-OG
[	O
2	O
].	O

Conservation	O
is	O
mainly	O
restricted	O
to	O
the	O
N	O
-	O
terminal	O
350	O
–	O
400	O
amino	O
acids	O
with	O
an	O
invariant	O
motif	O
arginine	O
-	O
phenylalanine	O
-	O
proline	O
(	O
RFP	O
)	O
of	O
unknown	O
functional	O
properties	O
.	O

The	O
first	O
human	B-OG
bestrophin	B-GP
cloned	O
,	O
bestrophin	B-GP
1	I-GP
,	O
is	O
encoded	O
by	O
the	O
vitelliforme	B-GP
macular	I-GP
dystrophy	I-GP
type	I-GP
2	I-GP
(	O
VMD2	B-GP
)	O
gene	O
on	O
chromosome	O
11q13	O
and	O
was	O
shown	O
to	O
be	O
associated	O
with	O
Best	B-DS
macular	I-DS
dystrophy	I-DS
(	O
BMD	B-DS
,	O
OMIM	O
#	O
153700	O
)	O
also	O
known	O
as	O
Best	B-DS
disease	I-DS
[	O
3	O
,	O
4	O
].	O

Subsequently	O
,	O
mutations	O
in	O
this	O
gene	O
were	O
also	O
found	O
to	O
cause	O
adult	B-DS
onset	I-DS
vitelliform	I-DS
macular	I-DS
dystrophy	I-DS
(	O
AVMD	B-DS
,	O
OMIM	O
#	O
608161	O
)	O
and	O
autosomal	B-DS
dominant	I-DS
vitreo	I-DS
-	I-DS
retinochoroidopathy	I-DS
(	O
ADVIRC	B-DS
,	O
OMIM	O
#	O
193220	O
).	O

The	O
currently	O
known	O
106	O
disease	O
-	O
causing	O
mutations	O
[	O
5	O
]	O
are	O
associated	O
with	O
a	O
dominant	O
pattern	O
of	O
inheritance	O
with	O
the	O
majority	O
being	O
missense	O
mutations	O
located	O
in	O
four	O
clusters	O
near	O
the	O
RFP	O
motif	O
and	O
the	O
predicted	O
transmembrane	O
domains	O
(	O
TMDs	O
)	O
[	O
6	O
].	O

Based	O
on	O
immunocytochemical	O
studies	O
in	O
macaque	B-OG
,	O
porcine	O
and	O
human	B-OG
eyes	O
,	O
bestrophin	B-GP
1	I-GP
was	O
shown	O
to	O
localize	O
to	O
the	O
basolateral	O
plasma	O
membrane	O
of	O
the	O
retinal	O
pigment	O
epithelium	O
(	O
RPE	O
)	O
[	O
7	O
,	O
8	O
].	O

In	O
addition	O
,	O
bestrophin	B-GP
1	I-GP
is	O
broadly	O
expressed	O
in	O
other	O
epithelia	O
including	O
the	O
intestine	O
and	O
the	O
lung	O
[	O
9	O
],	O
whereas	O
bestrophin	B-GP
2	I-GP
expression	O
appears	O
confined	O
to	O
the	O
olfactory	O
epithelium	O
[	O
10	O
].	O

On	O
the	O
functional	O
level	O
,	O
whole	O
cell	O
patch	O
clamp	O
experiments	O
suggest	O
that	O
the	O
bestrophins	B-GP
act	O
as	O
Ca2	O
+-	O
dependent	O
transporters	O
of	O
chloride	O
ions	O
across	O
epithelial	O
borders	O
[	O
11	O
-	O
16	O
].	O

Functional	O
proteins	O
likely	O
exist	O
as	O
multimeric	O
complexes	O
eventually	O
by	O
forming	O
homo	O
-	O
or	O
heteromeric	O
associations	O
between	O
bestrophin	B-GP
family	O
members	O
.	O

Uncertainty	O
exists	O
as	O
to	O
the	O
specific	O
function	O
of	O
bestrophin	B-GP
1	I-GP
.	O

As	O
an	O
alternative	O
to	O
its	O
activity	O
as	O
a	O
chloride	O
channel	O
,	O
bestrophin	B-GP
1	I-GP
may	O
act	O
as	O
an	O
accessory	O
protein	O
in	O
the	O
regulation	O
of	O
voltage	O
-	O
gated	O
calcium	O
channels	O
[	O
17	O
].	O

In	O
addition	O
,	O
bestrophin	B-GP
1	I-GP
could	O
be	O
involved	O
in	O
the	O
volume	O
sensitivity	O
of	O
RPE	O
cells	O
during	O
phagocytosis	O
of	O
photoreceptor	B-GP
outer	O
segments	O
[	O
11	O
].	O

Consequently	O
,	O
distinct	O
functional	O
aspects	O
of	O
bestrophin	B-GP
1	I-GP
may	O
contribute	O
to	O
RPE	O
dysfunction	O
and	O
thus	O
may	O
explain	O
the	O
variable	O
phenotypes	O
associated	O
with	O
a	O
mutant	O
protein	O
.	O

Phylogenetic	O
studies	O
of	O
protein	O
families	O
can	O
be	O
a	O
valuable	O
tool	O
to	O
determine	O
conserved	O
but	O
also	O
divergent	O
regions	O
,	O
potentially	O
leading	O
to	O
functional	O
predictions	O
[	O
18	O
].	O

In	O
this	O
study	O
we	O
elucidated	O
the	O
evolutionary	O
history	O
of	O
the	O
bestrophins	B-GP
and	O
identified	O
structural	O
and	O
putative	O
functional	O
motifs	O
of	O
the	O
bestrophin	B-GP
protein	O
family	O
by	O
a	O
comprehensive	O
bioinformatics	O
/	O
phylogenetic	O
approach	O
.	O

This	O
has	O
led	O
us	O
to	O
predict	O
distinct	O
amino	O
acid	O
residues	O
that	O
may	O
be	O
of	O
importance	O
in	O
the	O
functional	O
divergence	O
of	O
the	O
bestrophin	B-GP
paralogues	O
.	O

Results	O

Phylogenetic	O
analysis	O
of	O
the	O
bestrophin	B-GP
family	O

We	O
first	O
retrieved	O
the	O
available	O
bestrophin	B-GP
sequences	O
from	O
the	O
currently	O
sequenced	O
genomes	O
.	O

Querying	O
major	O
databases	O
and	O
unfinished	O
genomes	O
with	O
the	O
full	O
-	O
length	O
amino	O
acid	O
sequences	O
from	O
the	O
four	O
human	B-OG
bestrophin	B-GP
paralogues	O
identified	O
173	O
homologous	O
proteins	O
in	O
vertebrates	B-OG
(	O
mammals	B-OG
,	O
birds	B-OG
,	O
amphibians	B-OG
and	O
fishes	B-OG
),	O
urochordates	B-OG
(	O
sea	B-OG
squirt	I-OG
),	O
and	O
invertebrates	B-OG
(	O
insects	B-OG
,	O
nematodes	B-OG
)	O
(	O
see	O
Additional	O
file	O
1	O
).	O

While	O
C	B-OG
.	I-OG
elegans	I-OG
reveals	O
a	O
large	O
number	O
of	O
bestrophins	B-GP
(	O
n	O
=	O
26	O
),	O
most	O
other	O
organisms	O
harbour	O
three	O
or	O
four	O
family	O
members	O
.	O

In	O
each	O
of	O
the	O
recently	O
sequenced	O
genomes	O
of	O
the	O
urochordata	B-OG
Ciona	B-OG
inestinalis	I-OG
and	O
Ciona	B-OG
savigny	I-OG
,	O
the	O
closest	O
relatives	O
of	O
the	O
craniates	B-OG
,	O
we	O
identified	O
only	O
a	O
single	O
bestrophin	B-GP
sequence	O
strongly	O
suggesting	O
that	O
gene	O
duplication	O
events	O
may	O
have	O
occurred	O
in	O
the	O
lineage	O
leading	O
to	O
the	O
vertebrates	B-OG
.	O

Our	O
further	O
study	O
focused	O
on	O
vertebrate	B-OG
bestrophins	B-GP
