Impact	O
of	O
idiopathic	B-DS
pulmonary	I-DS
fibrosis	I-DS
on	O
advanced	O
non	B-DS
-	I-DS
small	I-DS
cell	I-DS
lung	I-DS
cancer	I-DS
survival	O

Purpose	O

The	O
clinical	O
features	O
of	O
patients	O
with	O
advanced	O
non	B-DS
-	I-DS
small	I-DS
cell	I-DS
lung	I-DS
cancer	I-DS
(	O
NSCLC	B-DS
)	O
and	O
interstitial	B-DS
lung	I-DS
disease	I-DS
(	O
ILD	B-DS
)	O
have	O
not	O
fully	O
been	O
elucidated	O
.	O

This	O
study	O
aimed	O
to	O
investigate	O
the	O
clinical	O
features	O
of	O
these	O
patients	O
,	O
particularly	O
with	O
idiopathic	B-DS
pulmonary	I-DS
fibrosis	I-DS
(	O
IPF	B-DS
).	O

Methods	O

Data	O
on	O
218	O
patients	O
with	O
pathologically	O
confirmed	O
diagnoses	O
of	O
NSCLC	B-DS
who	O
had	O
been	O
treated	O
with	O
chemotherapy	O
and	O
/	O
or	O
molecular	O
targeted	O
therapy	O
were	O
retrospectively	O
analyzed	O
for	O
progression	O
-	O
free	O
survival	O
(	O
PFS	O
),	O
overall	O
survival	O
(	O
OS	O
),	O
responses	O
to	O
first	O
-	O
line	O
therapy	O
,	O
and	O
incidence	O
of	O
acute	O
exacerbations	O
(	O
AEs	O
).	O

Results	O

Fifty	O
-	O
three	O
of	O
the	O
218	O
patients	O
were	O
diagnosed	O
with	O
ILD	B-DS
,	O
and	O
34	O
of	O
them	O
with	O
IPF	B-DS
.	O

The	O
frequency	O
of	O
epidermal	B-GP
growth	I-GP
factor	I-GP
receptor	I-GP
(	O
EGFR	B-GP
)	O
mutation	O
was	O
significantly	O
lower	O
in	O
ILD	B-DS
and	O
IPF	B-DS
patients	O
than	O
in	O
non	O
-	O
ILD	B-DS
patients	O
(	O
2	O
or	O
0	O
vs	O
.	O
32	O
%,	O
respectively	O
).	O

Median	O
PFS	O
and	O
OS	O
were	O
