Plasmodium	B-DS
malariae	I-DS
Infection	I-DS
Associated	O
with	O
a	O
High	O
Burden	O
of	O
Anemia	B-DS
:	O
A	O
Hospital	O
-	O
Based	O
Surveillance	O
Study	O

The	O
authors	O
have	O
declared	O
that	O
no	O
competing	O
interests	O
exist	O
.	O

Conceived	O
and	O
designed	O
the	O
experiments	O
:	O
SL	O
NMD	O
NMA	O
JRP	O
RNP	O
.	O

Performed	O
the	O
experiments	O
:	O
DAL	O
EK	O
PS	O
JRP	O
.	O

Analyzed	O
the	O
data	O
:	O
SL	O
NMD	O
JAS	O
RNP	O
.	O

Wrote	O
the	O
paper	O
:	O
SL	O
NMD	O
JAS	O
NMA	O
JRP	O
RNP	O
.	O

Background	O

Plasmodium	B-OG
malariae	I-OG
is	O
a	O
slow	O
-	O
growing	O
parasite	O
with	O
a	O
wide	O
geographic	O
distribution	O
.	O

Although	O
generally	O
regarded	O
as	O
a	O
benign	O
cause	O
of	O
malaria	B-DS
,	O
it	O
has	O
been	O
associated	O
with	O
nephrotic	B-DS
syndrome	I-DS
,	O
particularly	O
in	O
young	O
children	O
,	O
and	O
can	O
persist	O
in	O
the	O
host	O
for	O
years	O
.	O

Morbidity	O
associated	O
with	O
P	B-DS
.	I-DS
malariae	I-DS
infection	I-DS
has	O
received	O
relatively	O
little	O
attention	O
,	O
and	O
the	O
risk	O
of	O
P	B-OG
.	I-OG
malariae	I-OG
-	O
associated	O
nephrotic	B-DS
syndrome	I-DS
is	O
unknown	O
.	O

Methodology	O
/	O
Principal	O
Findings	O

We	O
used	O
data	O
from	O
a	O
very	O
large	O
hospital	O
-	O
based	O
surveillance	O
system	O
incorporating	O
information	O
on	O
clinical	O
diagnoses	O
,	O
blood	O
cell	O
parameters	O
and	O
treatment	O
to	O
describe	O
the	O
demographic	O
distribution	O
,	O
morbidity	O
and	O
mortality	O
associated	O
with	O
P	B-DS
.	I-DS
malariae	I-DS
infection	I-DS
in	O
southern	O
Papua	O
,	O
Indonesia	O
.	O

Between	O
April	O
2004	O
and	O
December	O
2013	O
there	O
were	O
1	O
,	O
054	O
,	O
674	O
patient	O
presentations	O
to	O
Mitra	O
Masyarakat	O
Hospital	O
of	O
which	O
196	O
,	O
380	O
(	O
18	O
.	O
6	O
%)	O
were	O
associated	O
with	O
malaria	B-DS
and	O
5	O
,	O
097	O
were	O
with	O
P	B-DS
.	I-DS
malariae	I-DS
infection	I-DS
(	O
constituting	O
2	O
.	O
6	O
%	O
of	O
all	O
malaria	B-DS
cases	O
).	O

The	O
proportion	O
of	O
malaria	B-DS
cases	O
