A	O
Mapping	O
of	O
Drug	O
Space	O
from	O
the	O
Viewpoint	O
of	O
Small	O
Molecule	O
Metabolism	O

Conceived	O
and	O
designed	O
the	O
experiments	O
:	O
JCA	O
MJK	O
OGW	O
PCB	O
.	O

Performed	O
the	O
experiments	O
:	O
JCA	O
MJK	O
LB	O
.	O

Analyzed	O
the	O
data	O
:	O
JCA	O
OGW	O
.	O

Contributed	O
reagents	O
/	O
materials	O
/	O
analysis	O
tools	O
:	O
MJK	O
D	O
-	O
SL	O
HFC	O
.	O

Wrote	O
the	O
paper	O
:	O
JCA	O
PCB	O
.	O

Small	O
molecule	O
drugs	O
target	O
many	O
core	O
metabolic	O
enzymes	O
in	O
humans	B-OG
and	O
pathogens	O
,	O
often	O
mimicking	O
endogenous	O
ligands	O
.	O

The	O
effects	O
may	O
be	O
therapeutic	O
or	O
toxic	O
,	O
but	O
are	O
frequently	O
unexpected	O
.	O

A	O
large	O
-	O
scale	O
mapping	O
of	O
the	O
intersection	O
between	O
drugs	O
and	O
metabolism	O
is	O
needed	O
to	O
better	O
guide	O
drug	O
discovery	O
.	O

To	O
map	O
the	O
intersection	O
between	O
drugs	O
and	O
metabolism	O
,	O
we	O
have	O
grouped	O
drugs	O
and	O
metabolites	O
by	O
their	O
associated	O
targets	O
and	O
enzymes	O
using	O
ligand	O
-	O
based	O
set	O
signatures	O
created	O
to	O
quantify	O
their	O
degree	O
of	O
similarity	O
in	O
chemical	O
space	O
.	O

The	O
results	O
reveal	O
the	O
chemical	O
space	O
that	O
has	O
been	O
explored	O
for	O
metabolic	O
targets	O
,	O
where	O
successful	O
drugs	O
have	O
been	O
found	O
,	O
and	O
what	O
novel	O
territory	O
remains	O
.	O

To	O
aid	O
other	O
researchers	O
in	O
their	O
drug	O
discovery	O
efforts	O
,	O
we	O
have	O
created	O
an	O
online	O
resource	O
of	O
interactive	O
maps	O
linking	O
drugs	O
to	O
metabolism	O
.	O

These	O
maps	O
predict	O
the	O
“	O
effect	O
space	O
”	O
comprising	O
likely	O
target	O
enzymes	O
for	O
each	O
of	O
the	O
246	O
MDDR	O
drug	O
classes	O
in	O
humans	B-OG
.	O

The	O
online	O
resource	O
also	O
provides	O
species	O
-	O
specific	O
interactive	O
drug	O
-	O
metabolism	O
maps	O
for	O
each	O
of	O
the	O
385	O
model	O
organisms	O
and	O
pathogens	O
in	O
the	O
BioCyc	O
database	O
collection	O
.	O

Chemical	O
similarity	O
links	O
between	O
drugs	O
and	O
metabolites	O
predict	O
potential	O
toxicity	O
,	O
suggest	O
routes	O
of	O
metabolism	O
,	O
and	O
reveal	O
