Carbon	O
and	O
arsenic	O
metabolism	O
in	O
Thiomonas	B-OG
strains	O
:	O
differences	O
revealed	O
diverse	O
adaptation	O
processes	O

Background	O

Thiomonas	B-OG
strains	O
are	O
ubiquitous	O
in	O
arsenic	O
-	O
contaminated	O
environments	O
.	O

Differences	O
between	O
Thiomonas	B-OG
strains	O
in	O
the	O
way	O
they	O
have	O
adapted	O
and	O
respond	O
to	O
arsenic	O
have	O
never	O
been	O
studied	O
in	O
detail	O
.	O

For	O
this	O
purpose	O
,	O
five	O
Thiomonas	B-OG
strains	O
,	O
that	O
are	O
interesting	O
in	O
terms	O
of	O
arsenic	O
metabolism	O
were	O
selected	O
:	O
T	B-OG
.	I-OG
arsenivorans	I-OG
,	O
Thiomonas	B-OG
spp	O
.	O

WJ68	O
and	O
3As	O
are	O
able	O
to	O
oxidise	O
As	O
(	O
III	O
),	O
while	O
Thiomonas	B-OG
sp	O
.	O

Ynys1	O
and	O
T	B-OG
.	I-OG
perometabolis	I-OG
are	O
not	O
.	O

Moreover	O
,	O
T	B-OG
.	I-OG
arsenivorans	I-OG
and	O
3As	O
present	O
interesting	O
physiological	O
traits	O
,	O
in	O
particular	O
that	O
these	O
strains	O
are	O
able	O
to	O
use	O
As	O
(	O
III	O
)	O
as	O
an	O
electron	O
donor	O
.	O

Results	O

The	O
metabolism	O
of	O
carbon	O
and	O
arsenic	O
was	O
compared	O
in	O
the	O
five	O
Thiomonas	B-OG
strains	O
belonging	O
to	O
two	O
distinct	O
phylogenetic	O
groups	O
.	O

Greater	O
physiological	O
differences	O
were	O
found	O
between	O
these	O
strains	O
than	O
might	O
have	O
been	O
suggested	O
by	O
16S	O
rRNA	O
/	O
rpoA	B-GP
gene	O
phylogeny	O
,	O
especially	O
regarding	O
arsenic	O
metabolism	O
.	O

Physiologically	O
,	O
T	B-OG
.	I-OG
perometabolis	I-OG
and	O
Ynys1	O
were	O
unable	O
to	O
oxidise	O
As	O
(	O
III	O
)	O
and	O
were	O
less	O
arsenic	O
-	O
resistant	O
than	O
the	O
other	O
strains	O
.	O

Genetically	O
,	O
they	O
appeared	O
to	O
lack	O
the	O
aox	B-GP
arsenic	O
-	O
oxidising	O
genes	O
and	O
carried	O
only	O
a	O
single	O
ars	B-GP
arsenic	O
resistance	O
operon	O
.	O
Thiomonas	B-OG
arsenivorans	I-OG
belonged	O
to	O
a	O
distinct	O
phylogenetic	O
group	O
and	O
increased	O
its	O
autotrophic	O
metabolism	O
when	O
arsenic	O
concentration	O
increased	O
.	O

Differential	O
proteomic	O
analysis	O
revealed	O
that	O
in	O
T	B-OG
.	I-OG
arsenivorans	I-OG
,	O
the	O
rbc	B-GP
/	O
cbb	B-GP
genes	O
involved	O
in	O
the	O
assimilation	O
of	O
inorganic	O
carbon	O
were	O
induced	O
in	O
the	O
presence	O
of	O
arsenic	O
,	O
whereas	O
these	O
genes	O
were	O
repressed	O
in	O
Thiomonas	B-OG
sp	O
.	O

3As	O
.	O

Conclusion	O

Taken	O
together	O
,	O
these	O
results	O
show	O
that	O
these	O
closely	O
related	O
bacteria	B-OG
differ	O
substantially	O
in	O
their	O
response	O
to	O
arsenic	O
,	O
amongst	O
other	O
factors	O
,	O
and	O
suggest	O
different	O
relationships	O
between	O
carbon	O
assimilation	O
and	O
arsenic	O
metabolism	O
.	O

Background	O

Microorganisms	B-OG
play	O
an	O
essential	O
role	O
in	O
shaping	O
the	O
natural	O
environment	O
.	O

They	O
have	O
evolved	O
specific	O
metabolic	O
pathways	O
allowing	O
them	O
to	O
utilise	O
a	O
wide	O
range	O
of	O
substrates	O
,	O
many	O
of	O
which	O
are	O
toxic	O
to	O
higher	O
organisms	O
.	O

Through	O
the	O
conversion	O
of	O
both	O
anthropogenic	O
and	O
naturally	O
occurring	O
pollutants	O
to	O
less	O
toxic	O
products	O
,	O
such	O
microorganisms	B-OG
effect	O
widespread	O
natural	O
bioremediation	O
.	O

An	O
important	O
toxic	O
compound	O
is	O
arsenic	O
,	O
a	O
metalloid	O
that	O
can	O
cause	O
multiple	O
health	O
effects	O
including	O
diabetes	B-DS
,	O
hypertension	B-DS
,	O
skin	B-DS
lesions	I-DS
and	O
skin	O
and	O
internal	O
cancers	B-DS
[	O
1	O
].	O

Arsenic	O
occurs	O
in	O
soils	O
and	O
water	O
bodies	O
both	O
naturally	O
and	O
as	O
a	O
result	O
of	O
anthropogenic	O
processes	O
.	O

A	O
major	O
anthropogenic	O
source	O
is	O
the	O
mining	O
industry	O
,	O
where	O
the	O
processing	O
of	O
sulfide	O
ores	O
produces	O
large	O
quantities	O
of	O
sulfidic	O
wastes	O
which	O
may	O
be	O
rich	O
in	O
arsenic	O
-	O
bearing	O
compounds	O
such	O
as	O
arsenopyrite	O
.	O

The	O
weathering	O
of	O
these	O
minerals	O
leads	O
to	O
the	O
formation	O
of	O
acid	O
mine	O
drainage	O
(	O
AMD	O
),	O
generally	O
characterised	O
by	O
elevated	O
sulfate	O
,	O
iron	O
and	O
other	O
metal	O
concentrations	O
[	O
2	O
],	O
and	O
thus	O
the	O
transport	O
of	O
many	O
toxic	O
elements	O
such	O
as	O
inorganic	O
forms	O
of	O
arsenic	O
,	O
arsenite	O
(	O
As	O
(	O
III	O
))	O
and	O
arsenate	O
(	O
As	O
(	O
V	O
)).	O

This	O
often	O
results	O
in	O
chronic	O
and	O
severe	O
pollution	O
of	O
the	O
surrounding	O
environment	O
,	O
with	O
a	O
substantial	O
reduction	O
of	O
the	O
indigenous	O
biota	O
.	O

Numerous	O
arsenic	O
-	O
oxidising	O
microorganisms	B-OG
,	O
especially	O
Proteobacteria	B-OG
,	O
are	O
able	O
to	O
oxidise	O
As	O
(	O
III	O
)	O
to	O
As	O
(	O
V	O
)	O
in	O
order	O
to	O
detoxify	O
their	O
immediate	O
environment	O
.	O

This	O
biological	O
As	O
(	O
III	O
)	O
oxidation	O
is	O
of	O
particular	O
importance	O
,	O
As	O
(	O
III	O
)	O
being	O
more	O
soluble	O
and	O
more	O
toxic	O
than	O
As	O
(	O
V	O
)	O
[	O
3	O
].	O

Additionally	O
,	O
in	O
acidic	O
environments	O
such	O
as	O
those	O
impacted	O
by	O
AMD	O
,	O
natural	O
remediation	O
can	O
occur	O
as	O
a	O
result	O
of	O
the	O
concurrent	O
oxidation	O
of	O
ferrous	O
iron	O
and	O
arsenite	O
,	O
leading	O
to	O
the	O
coprecipitation	O
of	O
both	O
[	O
4	O
].	O

Therefore	O
,	O
understanding	O
factors	O
that	O
influence	O
the	O
competitiveness	O
,	O
diversity	O
and	O
role	O
of	O
these	O
organisms	O
is	O
an	O
essential	O
step	O
in	O
the	O
development	O
of	O
bioremediation	O
systems	O
treating	O
arsenic	O
contaminated	O
environments	O
.	O

Certain	O
bacterial	O
strains	O
are	O
able	O
to	O
use	O
arsenite	O
as	O
an	O
electron	O
donor	O
.	O

By	O
gaining	O
energy	O
,	O
as	O
well	O
as	O
removing	O
the	O
more	O
toxic	O
arsenic	O
species	O
,	O
such	O
bacteria	B-OG
may	O
gain	O
an	O
advantage	O
over	O
other	O
microorganisms	B-OG
[	O
5	O
].	O

Arsenite	B-GP
oxidase	I-GP
,	O
the	O
enzyme	O
catalysing	O
As	O
(	O
III	O
)-	O
oxidation	O
,	O
has	O
been	O
well	O
characterised	O
in	O
several	O
bacterial	O
strains	O
[	O
6	O
-	O
11	O
].	O

An	O
important	O
group	O
of	O
As	O
(	O
III	O
)-	O
oxidising	O
bacteria	B-OG
belong	O
to	O
the	O
Thiomonas	B-OG
genus	O
,	O
and	O
are	O
ubiquitous	O
in	O
arsenic	O
-	O
contaminated	O
environments	O
[	O
12	O
-	O
15	O
].	O
Thiomonas	B-OG
strains	O
are	O
able	O
to	O
gain	O
energy	O
from	O
the	O
oxidation	O
of	O
reduced	O
inorganic	O
sulphur	O
compounds	O
(	O
RISCs	O
)	O
[	O
16	O
],	O
and	O
are	O
defined	O
as	O
facultative	B-OG
chemolithoautotrophs	I-OG
which	O
grow	O
optimally	O
in	O
mixotrophic	O
media	O
containing	O
RISCs	O
and	O
organic	O
supplements	O
.	O

These	O
bacteria	B-OG
are	O
also	O
capable	O
of	O
organotrophic	O
growth	O
[	O
17	O
].	O

The	O
original	O
description	O
comprised	O
Thiomonas	B-OG
cuprina	I-OG
,	O
T	B-OG
.	I-OG
intermedia	I-OG
,	O
T	B-OG
.	I-OG
perometabolis	I-OG
and	O
T	O
.	O

Thermosulfata	O
[	O
17	O
,	O
18	O
].	O
Thiomonas	B-OG
perometabolis	I-OG
was	O
isolated	O
from	O
soil	O
at	O
a	O
building	O
site	O
in	O
Los	O
Angeles	O
,	O
U	O
.	O
S	O
.	O
A	O
.,	O
as	O
Thiobacillus	B-OG
perometabolis	I-OG
[	O
19	O
].	O

It	O
was	O
differentiated	O
from	O
Thiobacillus	B-OG
intermedius	I-OG
(	O
now	O
T	B-OG
.	I-OG
intermedia	I-OG
,	O
the	O
type	O
species	O
of	O
the	O
genus	O
)	O
as	O
it	O
was	O
apparently	O
unable	O
to	O
grow	O
autotrophically	O
.	O

However	O
,	O
Katayama	O
-	O
Fujimura	O
and	O
Kuraishi	O
[	O
20	O
]	O
have	O
since	O
suggested	O
that	O
this	O
is	O
not	O
true	O
.	O

Recently	O
described	O
species	O
include	O
Thiomonas	B-OG
.	I-OG
