id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zqapsNubEemjpm9EEKd0pg,b53nbDmi,https://europepmc.org/articles/PMC4808240/,diabetes, cardiovascular risk factors or ,) and 11 studies conducted secon,TextQuoteSelector,TextPositionSelector,25480,25488,CRT_DS,yes,[CRT_DS][ALL],,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:43:04.322186+00:00
xtnTiNubEemP3y-jRhpQ7A,b53nbDmi,https://europepmc.org/articles/PMC4808240/,cardiovascular morbidity,"site scores, clinical outcomes ("," and mortality), and pooled the ",TextQuoteSelector,TextPositionSelector,21838,21862,CRT_DS,yes,[CRT_DS][ALL],,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:42:50.959406+00:00
taWqnNubEemvDs9WHtOEng,b53nbDmi,https://europepmc.org/articles/PMC4808240/,peripheral arterial disease," transient ischemic attack, and ","), cardiovascular mortality and ",TextQuoteSelector,TextPositionSelector,17543,17570,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:42:22.340102+00:00
sQ1BDNubEem58qMWI4EYlg,b53nbDmi,https://europepmc.org/articles/PMC4808240/,transient ischemic attack,"toris, heart failure, stroke or ",", and peripheral arterial diseas",TextQuoteSelector,TextPositionSelector,17512,17537,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:42:14.340547+00:00
rACe3tubEemTlDdEDGsNqA,b53nbDmi,https://europepmc.org/articles/PMC4808240/,stroke,"angina pectoris, heart failure, "," or transient ischemic attack, a",TextQuoteSelector,TextPositionSelector,17502,17508,CRT_DS,yes,[CRT_DS][ALL],,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:42:06.196064+00:00
pq1QCNubEem-VR8_oJExPw,b53nbDmi,https://europepmc.org/articles/PMC4808240/,heart failure,"al infarction, angina pectoris, ",", stroke or transient ischemic a",TextQuoteSelector,TextPositionSelector,17487,17500,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:41:57.133394+00:00
ox21GNubEemmlmMbNzLj7g,b53nbDmi,https://europepmc.org/articles/PMC4808240/,myocardial infarction,ncident cardiovascular disease (,", angina pectoris, heart failure",TextQuoteSelector,TextPositionSelector,17447,17468,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:41:51.186553+00:00
og5ujNucEemuiXu-ZSKjxg,b53nbDmi,https://europepmc.org/articles/PMC4808240/,diabetes mellitus,iovascular risk management; DM: ,"; GP: general practitioner.
b Fo",TextQuoteSelector,TextPositionSelector,36818,36835,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:48:58.863685+00:00
m3bzptubEemk_wurEYfb_w,b53nbDmi,https://europepmc.org/articles/PMC4808240/,chronic diseases,by long-term adherence rates in ," that average as low as 50% [9,1",TextQuoteSelector,TextPositionSelector,14635,14651,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:41:38.398706+00:00
lv7W_tubEem8A4tfsRZTTg,b53nbDmi,https://europepmc.org/articles/PMC4808240/,human,d the Internet application with , support (blended care). No diff,TextQuoteSelector,TextPositionSelector,13390,13395,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:41:30.811632+00:00
ki47GtubEem-TwfiW7DFBA,b53nbDmi,https://europepmc.org/articles/PMC4808240/, hemoglobin,"actors (blood pressure, glycated"," A1c (HbA1C), low-density lipopr",TextQuoteSelector,TextPositionSelector,12421,12432,CRT_GP,yes,[CRT_GP][ALL],,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:41:22.766311+00:00
jZepANucEemb50caG7UtzQ,b53nbDmi,https://europepmc.org/articles/PMC4808240/,metabolic syndrome," 15 m241 people with a BMI ≥25, ", from 1 clinic52.9 (10.6)47(1) W,TextQuoteSelector,TextPositionSelector,42642,42660,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:48:24.637317+00:00
ivRcbNubEemeUDvCg2oJ8w,b53nbDmi,https://europepmc.org/articles/PMC4808240/,cardiovascular disease,associated increasing burden of ,", older people form an important",TextQuoteSelector,TextPositionSelector,11673,11695,CRT_DS,yes,[CRT_DS][ALL],,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:41:10.657160+00:00
hj7MptucEemQwjcYHjRoYA,b53nbDmi,https://europepmc.org/articles/PMC4808240/,cardiovascular disease,Network  European Guidelines on , prevention in clinical practice,TextQuoteSelector,TextPositionSelector,73150,73172,MIS_DS,yes,[MIS_DS][ALL],,acct:vanitha_hg@hypothes.is,Web-Based Interventions Targeting Cardiovascular Risk Factors in Middle-Aged and Older People: A Systematic Review and Meta-Analysis.,2019-09-20T11:48:12.145924+00:00
