id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
x6WptOs6Eemksk9uLUU8mg,b53nbDmi,https://europepmc.org/articles/PMC4749753/,collagen,er polarised light to determine , fibril orientation to distingui,TextQuoteSelector,TextPositionSelector,16669,16677,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,Evaluating Joint Morbidity after Chondral Harvest for Autologous Chondrocyte Implantation (ACI): A Study of ACI-Treated Ankles and Hips with a Knee Chondral Harvest.,2019-10-10T08:48:49.886526+00:00
tuKInus7Eem_U1Otwygtug,b53nbDmi,https://europepmc.org/articles/PMC4749753/,trauma, including restricting surgical , to a second joint and both anat,TextQuoteSelector,TextPositionSelector,28958,28964,WT_DS,no,[WT_DS],,acct:vanitha_hg@hypothes.is,Evaluating Joint Morbidity after Chondral Harvest for Autologous Chondrocyte Implantation (ACI): A Study of ACI-Treated Ankles and Hips with a Knee Chondral Harvest.,2019-10-10T08:55:31.275181+00:00
qVAhqus7EemPr5sWcQzcCw,b53nbDmi,https://europepmc.org/articles/PMC4749753/,type II collagen,ollagen (F) but more restricted , in the lower region (G). Scale ,TextQuoteSelector,TextPositionSelector,28113,28129,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Evaluating Joint Morbidity after Chondral Harvest for Autologous Chondrocyte Implantation (ACI): A Study of ACI-Treated Ankles and Hips with a Knee Chondral Harvest.,2019-10-10T08:55:08.548726+00:00
o3VROOs7Eem3WpcW6K1qJA,b53nbDmi,https://europepmc.org/articles/PMC4749753/, type I collagen,trate the widespread presence of, (F) but more restricted type II,TextQuoteSelector,TextPositionSelector,28072,28088,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Evaluating Joint Morbidity after Chondral Harvest for Autologous Chondrocyte Implantation (ACI): A Study of ACI-Treated Ankles and Hips with a Knee Chondral Harvest.,2019-10-10T08:54:58.615659+00:00
jN8iJOs6EemVozskX2XAKg,b53nbDmi,https://europepmc.org/articles/PMC4749753/,defect,ually requires one single large ,-sized graft (typically ~10 mm)4,TextQuoteSelector,TextPositionSelector,10818,10824,WT_DS,yes,[WT_DS][ALL],,acct:vanitha_hg@hypothes.is,Evaluating Joint Morbidity after Chondral Harvest for Autologous Chondrocyte Implantation (ACI): A Study of ACI-Treated Ankles and Hips with a Knee Chondral Harvest.,2019-10-10T08:47:11.360874+00:00
ifpc0Os7Eem_UptBriuiAA,b53nbDmi,https://europepmc.org/articles/PMC4749753/,collagen type II,"the biopsies (Fig. 5F), whereas ", was predominantly restricted to,TextQuoteSelector,TextPositionSelector,26625,26641,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Evaluating Joint Morbidity after Chondral Harvest for Autologous Chondrocyte Implantation (ACI): A Study of ACI-Treated Ankles and Hips with a Knee Chondral Harvest.,2019-10-10T08:54:16.008769+00:00
bLr_rus6EemUI5P5j1-BtA,b53nbDmi,https://europepmc.org/articles/PMC4749753/,osteoarthritis,"e repair, donor-site morbidity, ",", histologyGo to:IntroductionCho",TextQuoteSelector,TextPositionSelector,10011,10025,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Evaluating Joint Morbidity after Chondral Harvest for Autologous Chondrocyte Implantation (ACI): A Study of ACI-Treated Ankles and Hips with a Knee Chondral Harvest.,2019-10-10T08:46:17.361672+00:00
_xTM1us6Eem91suJDYSs6A,b53nbDmi,https://europepmc.org/articles/PMC4749753/,mouse,rior to the secondary goat anti-, biotinylated antibody for 60 mi,TextQuoteSelector,TextPositionSelector,17436,17441,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Evaluating Joint Morbidity after Chondral Harvest for Autologous Chondrocyte Implantation (ACI): A Study of ACI-Treated Ankles and Hips with a Knee Chondral Harvest.,2019-10-10T08:50:22.893472+00:00
X-UbFus6EemMqINwrIv3rg,b53nbDmi,https://europepmc.org/articles/PMC4749753/,notch,se taken from the intercondylar , (median Lysholm score 66.7). Th,TextQuoteSelector,TextPositionSelector,9406,9411,WT_GP,yes,[WT_GP][ALL],,acct:vanitha_hg@hypothes.is,Evaluating Joint Morbidity after Chondral Harvest for Autologous Chondrocyte Implantation (ACI): A Study of ACI-Treated Ankles and Hips with a Knee Chondral Harvest.,2019-10-10T08:45:55.886600+00:00
R1pjHOs6EemksXvKSZhzoA,b53nbDmi,https://europepmc.org/articles/PMC4749753/,defects,ents underwent ACI for chondral , of either the ankle or the hip.,TextQuoteSelector,TextPositionSelector,8482,8489,WT_DS,yes,[WT_DS][ALL],,acct:vanitha_hg@hypothes.is,Evaluating Joint Morbidity after Chondral Harvest for Autologous Chondrocyte Implantation (ACI): A Study of ACI-Treated Ankles and Hips with a Knee Chondral Harvest.,2019-10-10T08:45:14.621060+00:00
