id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
vMzDbsWTEemfonvi4p9eig,b53nbDmi,https://europepmc.org/articles/PMC3478264/,encephalin ,erent striatal cell types (e.g. ,or substance P positive neurons;,TextQuoteSelector,TextPositionSelector,50904,50915,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:49:52.560470+00:00
qow_usWREemdOScSywTJYQ,b53nbDmi,https://europepmc.org/articles/PMC3478264/,Rats,n and effort-related processes. , with impaired DA transmission r,TextQuoteSelector,TextPositionSelector,10668,10672,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:35:02.973692+00:00
n2wJGsWTEemEG98QxCdDaA,b53nbDmi,https://europepmc.org/articles/PMC3478264/,depression,"omotor retardation, fatigue) in "," and other disorders [1], [2], [",TextQuoteSelector,TextPositionSelector,51192,51202,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:49:03.442450+00:00
lR3F6MWTEem0r8_AfbDOZg,b53nbDmi,https://europepmc.org/articles/PMC3478264/,substance P, cell types (e.g. encephalin or , positive neurons; [44]). These ,TextQuoteSelector,TextPositionSelector,50918,50929,CRT_GP,no,CRT_GP,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:48:46.207584+00:00
jc4h_MWTEemRPCfBrHkt8Q,b53nbDmi,https://europepmc.org/articles/PMC3478264/,human,"l areas, as recently shown in a ", imaging study [65]. Furthermore,TextQuoteSelector,TextPositionSelector,48635,48640,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:48:33.845358+00:00
jIy2rMWREemqTmfLIcnLng,b53nbDmi,https://europepmc.org/articles/PMC3478264/,pez,"
,
2
 Eric J. Nunes,
1
 Laura Ló"," Cruz,
1
,
2
 V. Kiran Vemuri,
3",TextQuoteSelector,TextPositionSelector,6659,6662,WT_GP,no,[WT_GP],,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:34:12.688153+00:00
hrSVtMWSEemVSk99Pw31ow,b53nbDmi,https://europepmc.org/articles/PMC3478264/,DARPP-32,32 at the Thr34 site [45]–[48]. , expression has been used to stu,TextQuoteSelector,TextPositionSelector,47641,47649,CRT_GP,yes,[CRT_GP][ALL],,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:41:12.434180+00:00
hLxz6MWTEemyMnebGchGPQ,b53nbDmi,https://europepmc.org/articles/PMC3478264/,humans,"mals [30], [49], [50], [55] and "," [56]. Moreover, stimulation of ",TextQuoteSelector,TextPositionSelector,44159,44165,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:48:18.633923+00:00
fVpSlsWTEemhe4s-uMagfg,b53nbDmi,https://europepmc.org/articles/PMC3478264/,DA transporter, DA transmission resulting from , knockdown enhanced progressive ,TextQuoteSelector,TextPositionSelector,39058,39072,CRT_GP,no,CRT_GP,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:48:06.348439+00:00
ed6vTsWUEemM8bOiY1yKKg,b53nbDmi,https://europepmc.org/articles/PMC3478264/,c-Fos,nal transduction activity (e.g. ,", pDARPP-32(Thr75)) in different",TextQuoteSelector,TextPositionSelector,50840,50845,WS_GP,no,WS_GP,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:55:09.907349+00:00
dDJwqsWSEemyKcfDsAKOSA,b53nbDmi,https://europepmc.org/articles/PMC3478264/,animals ," described above. On test days, ","received injections of 2.0, 4.0,",TextQuoteSelector,TextPositionSelector,24714,24722,MIS_OG,no,MIS_OG,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:40:41.307003+00:00
blGFosWUEemDEKuiSZe8bQ,b53nbDmi,https://europepmc.org/articles/PMC3478264/,D1,hould compare the effects of DA ," and D2 antagonists, and should ",TextQuoteSelector,TextPositionSelector,50271,50273,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:54:50.623529+00:00
b5SbWMWTEem6lqeyVbqa3A,b53nbDmi,https://europepmc.org/articles/PMC3478264/,drug effect,esponders showing a significant , on number of lever presses. Bec,TextQuoteSelector,TextPositionSelector,36236,36247,WT_DS,no,[WT_DS],,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:47:43.106553+00:00
aXKmNMWTEemyMJMNprdwrw,b53nbDmi,https://europepmc.org/articles/PMC3478264/,drug effects,n some cases was related to the ," seen. For example, the effects ",TextQuoteSelector,TextPositionSelector,35319,35331,WT_DS,yes,[WT_DS][ALL],,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:47:32.859609+00:00
_ryk_MWSEemLOb-CezqizA,b53nbDmi,https://europepmc.org/articles/PMC3478264/,Sprague-Dawley rats,and MethodsAnimals48 adult male ," (Harlan, Indianapolis, IN, USA)",TextQuoteSelector,TextPositionSelector,19183,19202,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:44:33.843920+00:00
XxbAJsWTEemqwAevKynsvQ,b53nbDmi,https://europepmc.org/articles/PMC3478264/,HRP,ondary antibody was anti-rabbit ," conjugate, envision plus (DAKO,",TextQuoteSelector,TextPositionSelector,25895,25898,CRT_GP,no,CRT_GP,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:47:15.454850+00:00
Xv33rMWUEemM8C9xDQEmHQ,b53nbDmi,https://europepmc.org/articles/PMC3478264/,CB1 receptors," [56]. Moreover, stimulation of ", in nucleus accumbens shell incr,TextQuoteSelector,TextPositionSelector,44197,44210,WS_GP,no,WS_GP,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:54:24.831522+00:00
XmyKYsWSEemoELc2_DGhjw,b53nbDmi,https://europepmc.org/articles/PMC3478264/,animals,variability in behavior between ," than the FR5 choice procedure, ",TextQuoteSelector,TextPositionSelector,16660,16667,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:40:04.854171+00:00
V_Rm4MWTEemrwMNeisUhig,b53nbDmi,https://europepmc.org/articles/PMC3478264/,rabbit,the secondary antibody was anti-," HRP conjugate, envision plus (D",TextQuoteSelector,TextPositionSelector,25888,25894,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:47:03.416103+00:00
Twr6XMWUEemZyDdTeWcBbw,b53nbDmi,https://europepmc.org/articles/PMC3478264/,CB1 receptor,ther exploration of the role of , signaling in performance on thi,TextQuoteSelector,TextPositionSelector,50542,50554,WS_GP,yes,[WS_GP][ALL],,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:53:58.059367+00:00
RBfspMWUEem4e28A3zogVg,b53nbDmi,https://europepmc.org/articles/PMC3478264/,PKA,"e activity, thereby stimulating ",-mediated phosphorylation of DAR,TextQuoteSelector,TextPositionSelector,47571,47574,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:53:39.790908+00:00
N-Fx0MWUEem4eu-R4V1_gw,b53nbDmi,https://europepmc.org/articles/PMC3478264/,Golf, receptor and the G proteins Gs/, activates adenylate cyclase act,TextQuoteSelector,TextPositionSelector,17637,17641,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,Dopaminergic modulation of effort-related choice behavior as assessed by a progressive ratio chow feeding choice task: pharmacological studies and the role of individual differences.,2019-08-23T10:53:19.314654+00:00
