id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
xc65gJJZEemQTw_G2nEGwA,b53nbDmi,https://europepmc.org/articles/PMC2935479/,Solanum tuberosum,screpancy between Zea maize and , transporter may thus reflect a ,TextQuoteSelector,TextPositionSelector,36423,36440,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Sucrose- and H-dependent charge movements associated with the gating of sucrose transporter ZmSUT1.,2019-06-19T06:16:27.692317+00:00
ohBKBJJZEemGPtsaMdBEeA,b53nbDmi,https://europepmc.org/articles/PMC2935479/,StSUT1, potato H+/sucrose cotrasporter , [8]. In contrast to ZmSUT1 thos,TextQuoteSelector,TextPositionSelector,35187,35193,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,Sucrose- and H-dependent charge movements associated with the gating of sucrose transporter ZmSUT1.,2019-06-19T06:15:27.702799+00:00
nR6nupJaEemldQOg4AGnpA,b53nbDmi,https://europepmc.org/articles/PMC2935479/,Mes, and 1.5 mM MgCl2 based on Tris/, buffers for pH values from 5.5 ,TextQuoteSelector,TextPositionSelector,41805,41808,WT_GP,no,[WT_GP],,acct:vanitha_hg@hypothes.is,Sucrose- and H-dependent charge movements associated with the gating of sucrose transporter ZmSUT1.,2019-06-19T06:22:28.688488+00:00
lBLIeJJUEemGKM_Pqgw3yg,b53nbDmi,https://europepmc.org/articles/PMC2935479/,Xenopus,ransporter from maize ZmSUT1 in , oocytes. Application of sucrose,TextQuoteSelector,TextPositionSelector,9183,9190,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Sucrose- and H-dependent charge movements associated with the gating of sucrose transporter ZmSUT1.,2019-06-19T05:39:16.733897+00:00
glHBApJUEem1HfNNgn3onw,b53nbDmi,https://europepmc.org/articles/PMC2935479/, plants,s of more than 1 M document that, must have evolved transporters ,TextQuoteSelector,TextPositionSelector,8889,8896,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Sucrose- and H-dependent charge movements associated with the gating of sucrose transporter ZmSUT1.,2019-06-19T05:38:46.798992+00:00
fm4WwpJYEem1NgOkAkbb_w,b53nbDmi,https://europepmc.org/articles/PMC2935479/,S1A, the measured capacitance (Fig. ,"). There was, however, no signif",TextQuoteSelector,TextPositionSelector,29447,29450,WT_GP,no,[WT_GP],,acct:vanitha_hg@hypothes.is,Sucrose- and H-dependent charge movements associated with the gating of sucrose transporter ZmSUT1.,2019-06-19T06:07:18.216663+00:00
fQ24rpJZEemtKEvP-wTNfw,b53nbDmi,https://europepmc.org/articles/PMC2935479/,sucrose cotransporter,H 4. ZmSUT1 represents a proton/, that drives sucrose at the expe,TextQuoteSelector,TextPositionSelector,16694,16715,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,Sucrose- and H-dependent charge movements associated with the gating of sucrose transporter ZmSUT1.,2019-06-19T06:14:25.211495+00:00
ePNS4pJUEemqh8_Or3PO5g,b53nbDmi,https://europepmc.org/articles/PMC2935479/,maize, sucrose/H+ co-transporter from , ZmSUT1 in Xenopus oocytes. Appl,TextQuoteSelector,TextPositionSelector,9167,9172,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Sucrose- and H-dependent charge movements associated with the gating of sucrose transporter ZmSUT1.,2019-06-19T05:38:31.018208+00:00
bkRq9pJaEemQUXsEXW90aA,b53nbDmi,https://europepmc.org/articles/PMC2935479/,glycine cotransporter,vely a sodium/chloride GABA and , present in synapses of animal c,TextQuoteSelector,TextPositionSelector,40072,40093,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Sucrose- and H-dependent charge movements associated with the gating of sucrose transporter ZmSUT1.,2019-06-19T06:21:10.218739+00:00
baggSssKEemeYmdqR-UBEA,b53nbDmi,https://europepmc.org/articles/PMC2935479/,sucrose/H+ co-transporter ,"ter in detail, we expressed the ",from maize ZmSUT1 in Xenopus ooc,TextQuoteSelector,TextPositionSelector,9137,9163,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Sucrose- and H-dependent charge movements associated with the gating of sucrose transporter ZmSUT1.,2019-08-30T09:42:05.879438+00:00
