id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
z6sXbLKQEemOH1cvTE-ldw,b53nbDmi,https://europepmc.org/articles/PMC3543396/,YFP,"optimized for CFP (460–500 nm), "," (520–560 nm), Texas Red/DsRed (",TextQuoteSelector,TextPositionSelector,17054,17057,CRT_GP,yes,[CRT_GP][ALL],,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:11:03.883347+00:00
xanaWrKQEemODOvH016zdA,b53nbDmi,https://europepmc.org/articles/PMC3543396/,mouse,"n vivo
 time-lapse video of the ", lumbar spinal cord taken throug,TextQuoteSelector,TextPositionSelector,46063,46068,MIS_OG,no,MIS_OG,,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:10:47.081088+00:00
t2KwNLKQEemeJteIwSQw-A,b53nbDmi,https://europepmc.org/articles/PMC3543396/,mouse,zation from the creator of this ,", Dr. Thomas Graf (Barcelona, Sp",TextQuoteSelector,TextPositionSelector,12689,12694,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:10:23.138130+00:00
saHulLKQEemuQYf1JAaOpA,b53nbDmi,https://europepmc.org/articles/PMC3543396/,LysM,"on Laboratory (Bar Harbor, ME). ",-eGFP breeders were obtained fro,TextQuoteSelector,TextPositionSelector,12533,12537,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:10:13.274594+00:00
ogA6uLKQEem7UUcf5NEZCw,b53nbDmi,https://europepmc.org/articles/PMC3543396/,eGFP,e.AnimalsThy1-CFP-23 and CX3CR1-, transgenic mice were purchased ,TextQuoteSelector,TextPositionSelector,12451,12455,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:09:47.024421+00:00
nG-qwLKQEemvNvPCmLbtng,b53nbDmi,https://europepmc.org/articles/PMC3543396/,CX3CR1,mal Care.AnimalsThy1-CFP-23 and ,-eGFP transgenic mice were purch,TextQuoteSelector,TextPositionSelector,12444,12450,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:09:37.816166+00:00
lXPGUrKQEemkOSs3V9dUFw,b53nbDmi,https://europepmc.org/articles/PMC3543396/,CFP,ncil on Animal Care.AnimalsThy1-,-23 and CX3CR1-eGFP transgenic m,TextQuoteSelector,TextPositionSelector,12433,12436,CRT_GP,yes,[CRT_GP][ALL],,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:09:26.098068+00:00
kO9lgrKQEemJ3PeWWvnPug,b53nbDmi,https://europepmc.org/articles/PMC3543396/,Thy1,n Council on Animal Care.Animals,-CFP-23 and CX3CR1-eGFP transgen,TextQuoteSelector,TextPositionSelector,12428,12432,CRT_GP,yes,[CRT_GP][ALL],,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:09:18.543008+00:00
hTe1lrKQEemkNnvlMRZ4UA,b53nbDmi,https://europepmc.org/articles/PMC3543396/,animal, and MethodsEthics StatementAll , manipulations in this study wer,TextQuoteSelector,TextPositionSelector,12203,12209,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:08:58.862230+00:00
ezG6krKQEem9F3eUPjZBcQ,b53nbDmi,https://europepmc.org/articles/PMC3543396/,mice, and myenteric plexus of living ," using a new automated program, ",TextQuoteSelector,TextPositionSelector,9340,9344,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:08:42.050807+00:00
UeL99LKQEemkNFf7yHGj5g,b53nbDmi,https://europepmc.org/articles/PMC3543396/,mice,P-23 and CX3CR1-eGFP transgenic , were purchased from The Jackson,TextQuoteSelector,TextPositionSelector,12467,12471,WS_OG,yes,[WS_OG][ALL],,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:07:32.735200+00:00
SxkuSLKREemOEe_cI-wpsA,b53nbDmi,https://europepmc.org/articles/PMC3543396/,GFP,seudo-colored in white based on , expression in the Thy1-eCFP; CX,TextQuoteSelector,TextPositionSelector,45099,45102,CRT_GP,no,CRT_GP,,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:14:30.808112+00:00
QBa0KrKREemClJOK88ZzIQ,b53nbDmi,https://europepmc.org/articles/PMC3543396/,phototoxicity,with minimal photobleaching and ,. This technology provides not o,TextQuoteSelector,TextPositionSelector,10509,10522,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Automated filtering of intrinsic movement artifacts during two-photon intravital microscopy.,2019-07-30T06:14:12.329327+00:00
