id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zGvmetuaEemsWHsiTYm5Pw,b53nbDmi,https://europepmc.org/articles/PMC4237798/,Stroke,the Department of Neurology and ," Center, the First Affiliated Ho",TextQuoteSelector,TextPositionSelector,14950,14956,WT_DS,no,[WT_DS],,acct:vanitha_hg@hypothes.is,Secondary damage in left-sided frontal white matter detected by diffusion tensor imaging is correlated with executive dysfunction in patients with acute infarction at the ipsilateral posterior corona radiata.,2019-09-20T11:35:51.046129+00:00
wueG9NuaEemRGLd0RQvsvA,b53nbDmi,https://europepmc.org/articles/PMC4237798/,acute infarction,l white matter in patients with , at the ipsilateral posterior co,TextQuoteSelector,TextPositionSelector,11036,11052,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Secondary damage in left-sided frontal white matter detected by diffusion tensor imaging is correlated with executive dysfunction in patients with acute infarction at the ipsilateral posterior corona radiata.,2019-09-20T11:35:34.823441+00:00
tfW3pNuaEemP3e-rp_Ff1A,b53nbDmi,https://europepmc.org/articles/PMC4237798/,Executive dysfunction, other cognitive abilities [1]. , might predict poor functional o,TextQuoteSelector,TextPositionSelector,11455,11476,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Secondary damage in left-sided frontal white matter detected by diffusion tensor imaging is correlated with executive dysfunction in patients with acute infarction at the ipsilateral posterior corona radiata.,2019-09-20T11:35:13.273101+00:00
kIhVCNuaEemHhu9hGVqitQ,b53nbDmi,https://europepmc.org/articles/PMC4237798/,carotid artery stenosis,s measured by the evaluation of ," and hemodynamics of ACA, MCA an",TextQuoteSelector,TextPositionSelector,36406,36429,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Secondary damage in left-sided frontal white matter detected by diffusion tensor imaging is correlated with executive dysfunction in patients with acute infarction at the ipsilateral posterior corona radiata.,2019-09-20T11:34:10.553878+00:00
inB6BtuaEemazicrR9mzCg,b53nbDmi,https://europepmc.org/articles/PMC4237798/,subcortical infarction, patients with undergoing acute ,. The changes of gray matter vol,TextQuoteSelector,TextPositionSelector,34833,34855,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Secondary damage in left-sided frontal white matter detected by diffusion tensor imaging is correlated with executive dysfunction in patients with acute infarction at the ipsilateral posterior corona radiata.,2019-09-20T11:34:00.097505+00:00
gzBG_tuaEem2mBPNtF-xuQ,b53nbDmi,https://europepmc.org/articles/PMC4237798/,cerebral infarcts,s studies have shown that focal , can lead to remote tissue alter,TextQuoteSelector,TextPositionSelector,32693,32710,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Secondary damage in left-sided frontal white matter detected by diffusion tensor imaging is correlated with executive dysfunction in patients with acute infarction at the ipsilateral posterior corona radiata.,2019-09-20T11:33:47.982916+00:00
fNGqMtuaEem0Yne9Rpoq1g,b53nbDmi,https://europepmc.org/articles/PMC4237798/,SPV,Left DIA (mm)Right DIA (mm)Left , (cm/s)Right SPV (cm/s)Left EDV ,TextQuoteSelector,TextPositionSelector,28482,28485,WT_OG,yes,[WT_OG][ALL],,acct:vanitha_hg@hypothes.is,Secondary damage in left-sided frontal white matter detected by diffusion tensor imaging is correlated with executive dysfunction in patients with acute infarction at the ipsilateral posterior corona radiata.,2019-09-20T11:33:37.317224+00:00
dfqfDNuaEemUt9sRaQwWLw,b53nbDmi,https://europepmc.org/articles/PMC4237798/,RCS,.387±0.0580.381±0.0600.362±0.055,0.772±0.1100.765±0.0980.783±0.10,TextQuoteSelector,TextPositionSelector,26936,26939,WT_GP,yes,[WT_GP][ALL],,acct:vanitha_hg@hypothes.is,Secondary damage in left-sided frontal white matter detected by diffusion tensor imaging is correlated with executive dysfunction in patients with acute infarction at the ipsilateral posterior corona radiata.,2019-09-20T11:33:25.922867+00:00
bh8ruNuaEemmlFPaeC1gwQ,b53nbDmi,https://europepmc.org/articles/PMC4237798/,tobacco,"llitus14,000366M18Hypertension, "," use, overweight13,300457F7Hyper",TextQuoteSelector,TextPositionSelector,23328,23335,WT_OG,yes,[WT_OG][ALL],,acct:vanitha_hg@hypothes.is,Secondary damage in left-sided frontal white matter detected by diffusion tensor imaging is correlated with executive dysfunction in patients with acute infarction at the ipsilateral posterior corona radiata.,2019-09-20T11:33:12.752788+00:00
_ZJjLtuZEemav8vvIX2kEA,b53nbDmi,https://europepmc.org/articles/PMC4237798/,primary lesion,e synaptic connections with the ," site. For example, after cerebr",TextQuoteSelector,TextPositionSelector,12252,12266,WT_DS,no,[WT_DS],,acct:vanitha_hg@hypothes.is,Secondary damage in left-sided frontal white matter detected by diffusion tensor imaging is correlated with executive dysfunction in patients with acute infarction at the ipsilateral posterior corona radiata.,2019-09-20T11:30:04.001812+00:00
Z0SCDNuaEem7gGu8oOpTMA,b53nbDmi,https://europepmc.org/articles/PMC4237798/,hypercholesterolemia,"tension11,160267F6Hypertension, ",", diabetes mellitus14,000366M18H",TextQuoteSelector,TextPositionSelector,23263,23283,CRT_DS,yes,[CRT_DS][ALL],,acct:vanitha_hg@hypothes.is,Secondary damage in left-sided frontal white matter detected by diffusion tensor imaging is correlated with executive dysfunction in patients with acute infarction at the ipsilateral posterior corona radiata.,2019-09-20T11:33:01.225838+00:00
