id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
iBHmYuaWEem0q5-YWe-vzA,b53nbDmi,https://europepmc.org/articles/PMC2806293/,GFP," h, OD (Absorption: 630 nm) and ", (ex: 480 nm/em: 530 nm)Four dif,TextQuoteSelector,TextPositionSelector,39780,39783,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,Scale-up from microtiter plate to laboratory fermenter: evaluation by online monitoring techniques of growth and protein expression in Escherichia coli and Hansenula polymorpha fermentations.,2019-10-04T11:03:01.196450+00:00
gS4C6uaWEemGTzuN9NUsHw,b53nbDmi,https://europepmc.org/articles/PMC2806293/,E. coli,"ical 0.5 mM sulfite system, the ", fermentation in WR medium and t,TextQuoteSelector,TextPositionSelector,36774,36781,MIS_OG,no,MIS_OG,,acct:vanitha_hg@hypothes.is,Scale-up from microtiter plate to laboratory fermenter: evaluation by online monitoring techniques of growth and protein expression in Escherichia coli and Hansenula polymorpha fermentations.,2019-10-04T11:02:49.629740+00:00
bywyTOaWEemduQuxfJDBmQ,b53nbDmi,https://europepmc.org/articles/PMC2806293/,FMD, Hansenula polymorpha RB11-pC10-,-GFP expresses GFP under the con,TextQuoteSelector,TextPositionSelector,16278,16281,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,Scale-up from microtiter plate to laboratory fermenter: evaluation by online monitoring techniques of growth and protein expression in Escherichia coli and Hansenula polymorpha fermentations.,2019-10-04T11:02:19.340602+00:00
Zgzc1OaWEem-CZ9EYYLMXw,b53nbDmi,https://europepmc.org/articles/PMC2806293/,E. coli BL21(DE3),nitored online [16]. The strain , pRSET B GFP-S65t which expresse,TextQuoteSelector,TextPositionSelector,15719,15736,"WT_GP,OG",no,[WT_GP][OG],,acct:vanitha_hg@hypothes.is,Scale-up from microtiter plate to laboratory fermenter: evaluation by online monitoring techniques of growth and protein expression in Escherichia coli and Hansenula polymorpha fermentations.,2019-10-04T11:02:03.992398+00:00
XCCNQuaWEempH5Oi4xMxpA,b53nbDmi,https://europepmc.org/articles/PMC2806293/,Microorganisms,ed with each other.Go to:Methods, and MediaStandard microbial exp,TextQuoteSelector,TextPositionSelector,15385,15399,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Scale-up from microtiter plate to laboratory fermenter: evaluation by online monitoring techniques of growth and protein expression in Escherichia coli and Hansenula polymorpha fermentations.,2019-10-04T11:01:47.490728+00:00
Unf8vOaWEemTJSNmNYr6Hg,b53nbDmi,https://europepmc.org/articles/PMC2806293/,bacteria,"expression systems, such as the ", E. coli and the yeast H. polymo,TextQuoteSelector,TextPositionSelector,50799,50807,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Scale-up from microtiter plate to laboratory fermenter: evaluation by online monitoring techniques of growth and protein expression in Escherichia coli and Hansenula polymorpha fermentations.,2019-10-04T11:01:31.197895+00:00
SqgxFOaWEemwgOf8iilIag,b53nbDmi,https://europepmc.org/articles/PMC2806293/,chs,bed in detail by Anderlei and Bü," [25]. Basically, the system con",TextQuoteSelector,TextPositionSelector,26166,26169,WT_GP,no,[WT_GP],,acct:vanitha_hg@hypothes.is,Scale-up from microtiter plate to laboratory fermenter: evaluation by online monitoring techniques of growth and protein expression in Escherichia coli and Hansenula polymorpha fermentations.,2019-10-04T11:01:18.064138+00:00
QH6Q_OaWEem8xAsgZAK5_Q,b53nbDmi,https://europepmc.org/articles/PMC2806293/,Breda,"r 6000, Skalar Analytical B.V., ",", The Netherlands) were applied.",TextQuoteSelector,TextPositionSelector,23428,23433,WT_OG,no,[WT_OG],,acct:vanitha_hg@hypothes.is,Scale-up from microtiter plate to laboratory fermenter: evaluation by online monitoring techniques of growth and protein expression in Escherichia coli and Hansenula polymorpha fermentations.,2019-10-04T11:01:01.036631+00:00
Pmj6CuXJEemvX1tI_S8T8A,b53nbDmi,https://europepmc.org/articles/PMC2806293/,yeast,s were attained in bacteria and , fermentations. The bioprocess k,TextQuoteSelector,TextPositionSelector,10614,10619,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Scale-up from microtiter plate to laboratory fermenter: evaluation by online monitoring techniques of growth and protein expression in Escherichia coli and Hansenula polymorpha fermentations.,2019-10-03T10:33:30.787082+00:00
OegJnuaWEemvtTdLt_X6JQ,b53nbDmi,https://europepmc.org/articles/PMC2806293/,mover,"mbH, Stromberg, Germany), a X-Y "," (BMG Lab Technologies, Offenbur",TextQuoteSelector,TextPositionSelector,20351,20356,WT_GP,no,[WT_GP],,acct:vanitha_hg@hypothes.is,Scale-up from microtiter plate to laboratory fermenter: evaluation by online monitoring techniques of growth and protein expression in Escherichia coli and Hansenula polymorpha fermentations.,2019-10-04T11:00:49.952797+00:00
