id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
mCLl7u8nEemMsFuLP4Y76Q,b53nbDmi,https://europepmc.org/articles/PMC3584731/,"pain, depression) and/or distress for the patient (e.g. itch",er in terms of prevalence (e.g. ,", hiccup) or the result of late ",TextQuoteSelector,TextPositionSelector,21898,21958,NGD,no,NGD,,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-15T08:41:34.235389+00:00
ltiLIuaJEemEzbvssoYgQA,b53nbDmi,https://europepmc.org/articles/PMC3584731/,depression,"terms of prevalence (e.g. pain, ",) and/or distress for the patien,TextQuoteSelector,TextPositionSelector,21904,21914,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-04T09:30:22.512783+00:00
gOwuMOaKEemLVUNJDmbFTQ,b53nbDmi,https://europepmc.org/articles/PMC3584731/,COPD,"ailure, chronic kidney disease, ",. It showed a statistically sign,TextQuoteSelector,TextPositionSelector,27595,27599,MIS_DS,yes,[MIS_DS][ALL],,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-04T09:36:55.173840+00:00
ertxQuaKEemkttfSAB31BA,b53nbDmi,https://europepmc.org/articles/PMC3584731/,chronic kidney disease,"ementia, chronic heart failure, ",", COPD. It showed a statisticall",TextQuoteSelector,TextPositionSelector,27571,27593,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-04T09:36:44.851153+00:00
dgup9uaJEem6B4epTNE6HQ,b53nbDmi,https://europepmc.org/articles/PMC3584731/,phenylketonuria,ly discovered and treated (e.g. ,).1. The problem should be a ser,TextQuoteSelector,TextPositionSelector,21784,21799,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-04T09:29:27.436381+00:00
cwS4-uaKEemTy-dCAiWSEg,b53nbDmi,https://europepmc.org/articles/PMC3584731/,chronic heart failure,"ariety of diagnoses – dementia, ",", chronic kidney disease, COPD. ",TextQuoteSelector,TextPositionSelector,27548,27569,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-04T09:36:31.934293+00:00
a_KlGOaKEemrVFMrUB-9HA,b53nbDmi,https://europepmc.org/articles/PMC3584731/,dementia,s with a variety of diagnoses – ,", chronic heart failure, chronic",TextQuoteSelector,TextPositionSelector,27538,27546,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-04T09:36:19.976237+00:00
JGZpiOaJEemuouthP0BoWw,b53nbDmi,https://europepmc.org/articles/PMC3584731/,breast cancer, new screening intervention. In ,", for instance, such principles ",TextQuoteSelector,TextPositionSelector,17954,17967,WS_DS,yes,[WS_DS][ALL],,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-04T09:27:10.436364+00:00
Gj3q6OaKEem_5f9Ditc9pw,b53nbDmi,https://europepmc.org/articles/PMC3584731/,anxiety,"al problems such as loneliness, ",", dry mouth and pain. As reporte",TextQuoteSelector,TextPositionSelector,25791,25798,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-04T09:34:02.829670+00:00
BliUpuaKEemrUwP_PwDlJA,b53nbDmi,https://europepmc.org/articles/PMC3584731/,depression,"terms of prevalence (e.g. pain, ",) and/or distress for the patien,TextQuoteSelector,TextPositionSelector,24683,24693,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-04T09:33:29.480457+00:00
8pWGAuaLEemr4W_3YtysTg,b53nbDmi,https://europepmc.org/articles/PMC3584731/,Chronic obstructive pulmonary disease,Palliative outcome scale; COPD: ,; NCP: National consensus projec,TextQuoteSelector,TextPositionSelector,38164,38201,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-04T09:47:15.342907+00:00
2cX_EOaIEemEzG8rG5QY2w,b53nbDmi,https://europepmc.org/articles/PMC3584731/,cancer,Effectiveness Research (CER) in , care as a high priority where t,TextQuoteSelector,TextPositionSelector,12825,12831,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-04T09:25:05.321624+00:00
-Dm6kuaLEemLgwcx2Njv8Q,b53nbDmi,https://europepmc.org/articles/PMC3584731/,NCP, obstructive pulmonary disease; ,: National consensus project; NQ,TextQuoteSelector,TextPositionSelector,38203,38206,WT_GP,no,[WT_GP],,acct:vanitha_hg@hypothes.is,Does quality of life assessment in palliative care look like a complex screening program?,2019-10-04T09:47:24.871041+00:00
