id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zH5FAKq7EemWH4Pyw1gOdQ,b53nbDmi,https://europepmc.org/articles/PMC3542345/,Polycystic Kidney Disease,nctional Regulatory Patterns in ,: Using PKD/Mhm Rat ModelHarsh D,TextQuoteSelector,TextPositionSelector,6686,6711,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T06:58:37.514063+00:00
z-4BpqrMEemQ1gesniUD1A,b53nbDmi,https://europepmc.org/articles/PMC3542345/,Rbl2," (inhibits cell proliferation), ", (tumour suppressor and inhibito,TextQuoteSelector,TextPositionSelector,44179,44183,CRT_GP,no,CRT_GP,,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T09:00:24.669606+00:00
yNZN2qrAEem_RS-S3lqaRQ,b53nbDmi,https://europepmc.org/articles/PMC3542345/,Bardet-Biedl syndrome,"(PKD), nephronophthisis (NPHP), ", (BBS) and Oral-facial-digital s,TextQuoteSelector,TextPositionSelector,12129,12150,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T07:34:18.974552+00:00
y-_8PKrPEem-mVNoWXbeCg,b53nbDmi,https://europepmc.org/articles/PMC3542345/,integrins,", Myc, Ap1, Stat3 and Cux1) and "," (e.g., Itga1, 2b, a3, 5 and b11",TextQuoteSelector,TextPositionSelector,38474,38483,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T09:21:46.604025+00:00
xtDBVqrJEemcevtZUS7siQ,b53nbDmi,https://europepmc.org/articles/PMC3542345/,renal cystic kidney diseases,ciated with ciliary function or , were also differentially regula,TextQuoteSelector,TextPositionSelector,51048,51076,WS_DS,no,WS_DS,,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T08:38:41.038108+00:00
xXZC4Kq_EemY64ONwGsvFg,b53nbDmi,https://europepmc.org/articles/PMC3542345/,PKD1,"rat and human ADPKD, PKD1L3/L3, ","−/−, Hnf1α-deficient, and Glis2l",TextQuoteSelector,TextPositionSelector,9600,9604,CRT_GP,yes,[CRT_GP][ALL],,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T07:27:03.815180+00:00
xNe4IKrMEemsr7vDoj_0nA,b53nbDmi,https://europepmc.org/articles/PMC3542345/,Hes6,er down-regulated genes such as ," (inhibits cell proliferation), ",TextQuoteSelector,TextPositionSelector,44143,44147,CRT_GP,no,CRT_GP,,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T09:00:06.174880+00:00
x9aCRKrIEem02evFyAHLJQ,b53nbDmi,https://europepmc.org/articles/PMC3542345/,phycoerythrin,ned initially with streptavidin , (SA-PE). For each sample the si,TextQuoteSelector,TextPositionSelector,18018,18031,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T08:31:33.169724+00:00
wV9gCqrPEemn6IfaYjvc3Q,b53nbDmi,https://europepmc.org/articles/PMC3542345/,cysts,", characterised by fluid-filled ", that are thought to result from,TextQuoteSelector,TextPositionSelector,8658,8663,MIS_DS,yes,[MIS_DS][ALL],,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T09:21:28.782674+00:00
wKswzKq_Eem0vSsQPbWpmQ,b53nbDmi,https://europepmc.org/articles/PMC3542345/,PKD1,"Mhm (cy/+) rat and human ADPKD, ","L3/L3, PKD1−/−, Hnf1α-deficient,",TextQuoteSelector,TextPositionSelector,9589,9593,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T07:26:55.641970+00:00
vrE3NKrAEem7dBtGxR6G0Q,b53nbDmi,https://europepmc.org/articles/PMC3542345/,NPHP,"seases (PKD), nephronophthisis (","), Bardet-Biedl syndrome (BBS) a",TextQuoteSelector,TextPositionSelector,12122,12126,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T07:34:01.922715+00:00
voPdDqrIEemVbvcE_8FSUQ,b53nbDmi,https://europepmc.org/articles/PMC3542345/,streptavidin, 450 and stained initially with , phycoerythrin (SA-PE). For each,TextQuoteSelector,TextPositionSelector,18005,18017,CRT_GP,yes,[CRT_GP][ALL],,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T08:31:17.632040+00:00
vV9rzqrMEemj1rfio4pu2Q,b53nbDmi,https://europepmc.org/articles/PMC3542345/,Rb1,cted to anneal within 3′-UTR of , (down-regulated) which is also ,TextQuoteSelector,TextPositionSelector,44041,44044,CRT_GP,no,CRT_GP,,acct:vanitha_hg@hypothes.is,Parallel analysis of mRNA and microRNA microarray profiles to explore functional regulatory patterns in polycystic kidney disease: using PKD/Mhm rat model.,2019-07-20T08:59:53.607689+00:00
