id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
z2FgKrKwEem1xD_470n2bg,b53nbDmi,https://europepmc.org/articles/PMC5241644/,Trichopria modesta,idaeTrichopria drosophilaeTI5209,TG41FigitidaeLeptopilina boulard,TextQuoteSelector,TextPositionSelector,14191,14209,MIS_OG,no,MIS_OG,,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T10:00:07.030155+00:00
yI2oPLKuEemOwMvalaSBvA,b53nbDmi,https://europepmc.org/articles/PMC5241644/,parasitoids,interactions of D. suzukii with ,", a field survey was conducted a",TextQuoteSelector,TextPositionSelector,7799,7810,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T09:45:36.860562+00:00
y2iRNrKxEemxEs-apyHDDw,b53nbDmi,https://europepmc.org/articles/PMC5241644/,Dipterans,". suzukii37,38 as well as other ",39. It is thus likely to benefit,TextQuoteSelector,TextPositionSelector,26762,26771,MIS_OG,no,MIS_OG,,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T10:07:10.086629+00:00
x58OtLKwEemkfHNpKC42SQ,b53nbDmi,https://europepmc.org/articles/PMC5241644/,Trichopria modesta,ly collected north of the Alps. , (Ratzeburg) and the two pteroma,TextQuoteSelector,TextPositionSelector,13266,13284,WS_OG,no,WS_OG,,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T09:59:54.165514+00:00
v8ursLKxEemOZgNC7Jl6hA,b53nbDmi,https://europepmc.org/articles/PMC5241644/,fungal infections,gh humidity led to ruptures and ," of the fruits, thus fostering n",TextQuoteSelector,TextPositionSelector,25604,25621,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T10:06:50.635571+00:00
tXtkFrKxEem59Afq99oW3Q,b53nbDmi,https://europepmc.org/articles/PMC5241644/,Leptopilina,sel-Land.*2014: A total of 1836 , sp. emerged from 17 traps.Speci,TextQuoteSelector,TextPositionSelector,14513,14524,MIS_OG,no,MIS_OG,,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T10:06:33.185712+00:00
suzYWrKyEemJc_-v1yAKeQ,b53nbDmi,https://europepmc.org/articles/PMC5241644/,plums,or seasonal fruits (cherries or ,) that had been pierced multiple,TextQuoteSelector,TextPositionSelector,38194,38199,WT_OG,no,[WT_OG],,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T10:13:38.382391+00:00
p2H_dLKyEemGv9trpc11iA,b53nbDmi,https://europepmc.org/articles/PMC5241644/,plum,"infested diet, 3 cherries, or ½ ",. Self-constructed plastic Delta,TextQuoteSelector,TextPositionSelector,38498,38502,WT_OG,no,[WT_OG],,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T10:13:19.069289+00:00
mFEHBrKxEem2L6Pdx1ERFg,b53nbDmi,https://europepmc.org/articles/PMC5241644/,Leptopilina,ich also interacts with the two , species32 and of which the numb,TextQuoteSelector,TextPositionSelector,24555,24566,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T10:05:44.377213+00:00
lnbwVLKwEemKOzvkh5IedA,b53nbDmi,https://europepmc.org/articles/PMC5241644/,Leptopilina heterotoma,"ilina boulardiZH, TI, BL2498*39*","ZH, TI, BL, TG695*36*Pteromalida",TextQuoteSelector,TextPositionSelector,14260,14282,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T09:58:31.652730+00:00
lFiIyrKuEemGsivl1JEkEw,b53nbDmi,https://europepmc.org/articles/PMC5241644/,D. suzukii,0).The overall hatching rate of , flies in the controls without p,TextQuoteSelector,TextPositionSelector,20158,20168,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T09:44:09.257766+00:00
lBtIJLKvEemGtfvYY5CSqA,b53nbDmi,https://europepmc.org/articles/PMC5241644/,Drosophila subobscura,sophila melanogaster Meigen and , Collin.Go to:ResultsField sampl,TextQuoteSelector,TextPositionSelector,12546,12567,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T09:51:18.342930+00:00
l-7ADrKyEemeaTeBdu0iSA,b53nbDmi,https://europepmc.org/articles/PMC5241644/,plum,"ding to season cherry, berries, "," and grapevine, all of which are",TextQuoteSelector,TextPositionSelector,37075,37079,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T10:12:53.116677+00:00
kAF0qrKxEemrc0Nwx0Ea-A,b53nbDmi,https://europepmc.org/articles/PMC5241644/,comm,"d (S. Fischer, Agroscope, pers. ",".), however, it was not retrieve",TextQuoteSelector,TextPositionSelector,23360,23364,WT_GP,no,[WT_GP],,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T10:05:30.311930+00:00
jaRDOrKyEemb5eMivUsc5w,b53nbDmi,https://europepmc.org/articles/PMC5241644/,berries,"sed according to season cherry, ",", plum and grapevine, all of whi",TextQuoteSelector,TextPositionSelector,37066,37073,MIS_OG,no,MIS_OG,,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T10:12:36.008264+00:00
iOFpirKuEemRgX-EYcdFow,b53nbDmi,https://europepmc.org/articles/PMC5241644/,D. suzukii,al enemies. The highly prolific , will likely interact with these,TextQuoteSelector,TextPositionSelector,7660,7670,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T09:43:49.930558+00:00
iGYBBrKyEemnLJ_H4HXMOA,b53nbDmi,https://europepmc.org/articles/PMC5241644/,cherry,s comprised according to season ,", berries, plum and grapevine, a",TextQuoteSelector,TextPositionSelector,37058,37064,MIS_OG,no,MIS_OG,,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T10:12:27.171161+00:00
h2tNBLKvEemb36-V2CLSoA,b53nbDmi,https://europepmc.org/articles/PMC5241644/,Drosophila melanogaster,nce of parasitoid offspring) in , infested fruit samples that had,TextQuoteSelector,TextPositionSelector,16293,16316,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T09:50:57.056053+00:00
gmeCprKuEemE_I-zpygFvw,b53nbDmi,https://europepmc.org/articles/PMC5241644/,Drosophila suzukii ,ls that emerged from each of 40 ,(DS) and Drosophila melanogaster,TextQuoteSelector,TextPositionSelector,19808,19827,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T09:43:39.027581+00:00
gTARQrKyEemYiatUf8y3cA,b53nbDmi,https://europepmc.org/articles/PMC5241644/,cotton,"nas, S. erythromera). Pieces of "," wool (Dental rolls, 12mm dia., ",TextQuoteSelector,TextPositionSelector,36106,36112,WT_OG,yes,[WT_OG][ALL],,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T10:12:14.803094+00:00
gJY0TrKvEemw0ue3uLZm7Q,b53nbDmi,https://europepmc.org/articles/PMC5241644/,Drosophila melanogaster, the common native host species , Meigen and Drosophila subobscur,TextQuoteSelector,TextPositionSelector,12511,12534,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Seasonal and regional presence of hymenopteran parasitoids of Drosophila in Switzerland and their ability to parasitize the invasive Drosophila suzukii.,2019-07-30T09:50:45.509154+00:00
