id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zQR5IutDEemPQ6slxULmOg,b53nbDmi,https://europepmc.org/articles/PMC6035403/,FSH deficiency,ated GH deficiency (%)2026330LH/, (%)80453340TSH deficiency (%)70,TextQuoteSelector,TextPositionSelector,21973,21987,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-10T09:53:24.401223+00:00
ymUq4utBEemtLeM6cwEXPA,b53nbDmi,https://europepmc.org/articles/PMC6035403/,Insulin-like growth factor-1,"tment, Cognition, Memory, Mood, ",Go to:BackgroundGrowth hormone (,TextQuoteSelector,TextPositionSelector,9794,9822,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-10T09:39:00.968341+00:00
xMBPHutFEemsqoPNNpPA-g,b53nbDmi,https://europepmc.org/articles/PMC6035403/,IGF-1, females with Fatigue score and , SDS at baseline as covariates y,TextQuoteSelector,TextPositionSelector,27645,27650,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-10T10:07:29.475815+00:00
wTDBpOtEEem95sOKQQjDjQ,b53nbDmi,https://europepmc.org/articles/PMC6035403/,Depression,0.8 (9.4)43.4 (2.1)46 (3.5)MOOD ,2.9 (3.2)4.1 (6.7)2.6 (3.3)1.2 (,TextQuoteSelector,TextPositionSelector,26551,26561,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-10T10:00:14.001715+00:00
upYcmOtBEemfBbu-O58OMg,b53nbDmi,https://europepmc.org/articles/PMC6035403/,Growth hormone,"rds: Growth hormone deficiency, "," treatment, Cognition, Memory, M",TextQuoteSelector,TextPositionSelector,9743,9757,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-10T09:38:34.547337+00:00
twqefOtCEemmISvNBpfQ6w,b53nbDmi,https://europepmc.org/articles/PMC6035403/,ß-endorphin,irect effect on cells producing , and this could be one of the me,TextQuoteSelector,TextPositionSelector,12951,12962,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-10T09:45:38.004066+00:00
t9p3VOtDEem9rkMz2nv7qw,b53nbDmi,https://europepmc.org/articles/PMC6035403/,empty sella,"in tumors, pituitary apoplexia, ",", head trauma, idiopathic, or co",TextQuoteSelector,TextPositionSelector,21196,21207,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-10T09:52:48.956807+00:00
qm01DutBEemkTRtvyeRusA,b53nbDmi,https://europepmc.org/articles/PMC6035403/,Growth hormone deficiency,"v, number NCT01877512.Keywords: ",", Growth hormone treatment, Cogn",TextQuoteSelector,TextPositionSelector,9716,9741,"WT_GP,DS",no,[WT_GP][DS],,acct:vanitha_hg@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-10T09:38:07.438773+00:00
qE14IutDEemYqHNdjVRjjQ,b53nbDmi,https://europepmc.org/articles/PMC6035403/,Diabetes mellitus,)80643360ADH deficiency (%)03600, (%)100330CVD (%)0185040Married ,TextQuoteSelector,TextPositionSelector,22075,22092,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-10T09:52:22.744550+00:00
nXCi4utFEem9smM9CLx--Q,b53nbDmi,https://europepmc.org/articles/PMC6035403/,IGF-1 receptor,d may be explained by different , densities in temporal and front,TextQuoteSelector,TextPositionSelector,32411,32425,WS_GP,no,WS_GP,,acct:vanitha_hg@hypothes.is,Effect of low-normal and high-normal IGF-1 levels on memory and wellbeing during growth hormone replacement therapy: a randomized clinical trial in adult growth hormone deficiency.,2019-10-10T10:06:23.550836+00:00
