id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
upfwJMsUEemHfqf7kpUzQg,b53nbDmi,https://europepmc.org/articles/PMC5134075/,ear disease,inked to higher rates of middle ," such as otitis media [4], and t",TextQuoteSelector,TextPositionSelector,11949,11960,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-08-30T10:55:49.669046+00:00
tLPcLpKMEemSLf979zKEsQ,b53nbDmi,https://europepmc.org/articles/PMC5134075/,middle ear disease,"7–9], linked to higher rates of "," such as otitis media [4], and t",TextQuoteSelector,TextPositionSelector,11941,11959,WS_DS,no,WS_DS,,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-06-19T12:21:02.853016+00:00
sLTw1MsUEemD0c96vgIgyQ,b53nbDmi,https://europepmc.org/articles/PMC5134075/, developmental delays,"sorder, behavioural problems and",. Clinic staff informed potentia,TextQuoteSelector,TextPositionSelector,17745,17766,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-08-30T10:55:33.261620+00:00
m-GHvpKMEem4eDMaEVl-1A,b53nbDmi,https://europepmc.org/articles/PMC5134075/,hearing loss,n are more likely to experience ," [7–9], linked to higher rates o",TextQuoteSelector,TextPositionSelector,11895,11907,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-06-19T12:20:21.349888+00:00
d3y-EJKNEem1eJdQf_MZEw,b53nbDmi,https://europepmc.org/articles/PMC5134075/,nervous breakdown,really felt like I was having a ,. I’ve been in tears taking him ,TextQuoteSelector,TextPositionSelector,36409,36426,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-06-19T12:26:29.958535+00:00
VYapdJKNEemRHo8o-4rndQ,b53nbDmi,https://europepmc.org/articles/PMC5134075/,cancer,ces of Aboriginal patients with , accessing diagnosis and treatme,TextQuoteSelector,TextPositionSelector,48272,48278,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-06-19T12:25:32.861135+00:00
RZaSVJKNEemss59u2gE3zA,b53nbDmi,https://europepmc.org/articles/PMC5134075/,aids,g for services such as teachers , as well as in managing behaviou,TextQuoteSelector,TextPositionSelector,36039,36043,WT_DS,no,[WT_DS],,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-06-19T12:25:06.374320+00:00
Mp5dRJKNEemsH0sdtIvAWw,b53nbDmi,https://europepmc.org/articles/PMC5134075/,Human,University of Technology Sydney , Research Ethics Committee (UTS ,TextQuoteSelector,TextPositionSelector,25867,25872,WT_OG,no,[WT_OG],,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-06-19T12:24:34.515526+00:00
Eb7HOpKNEemG_c-klVTK1w,b53nbDmi,https://europepmc.org/articles/PMC5134075/,behavioural problems,"deficit hyperactivity disorder, ", and developmental delays. Clini,TextQuoteSelector,TextPositionSelector,17720,17740,CRT_DS,yes,[CRT_DS][ALL],,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-06-19T12:23:38.951563+00:00
7aSiSJKMEem4eZ8mNo_EZA,b53nbDmi,https://europepmc.org/articles/PMC5134075/,intellectual disability, 5 times more likely to have an , than the general population [14,TextQuoteSelector,TextPositionSelector,12624,12647,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-06-19T12:22:38.654576+00:00
3QzD3pKMEemhNJOpPIHYFA,b53nbDmi,https://europepmc.org/articles/PMC5134075/,developmental delay,n reported in the prevalence of , [11].The high prevalence of dis,TextQuoteSelector,TextPositionSelector,12137,12156,CRT_DS,yes,[CRT_DS][ALL],,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-06-19T12:22:10.744880+00:00
1R5DyJKMEem23Xd0baAFUQ,b53nbDmi,https://europepmc.org/articles/PMC5134075/,otitis media,s of middle ear disease such as ," [4], and to require assistance ",TextQuoteSelector,TextPositionSelector,11968,11980,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-06-19T12:21:57.192203+00:00
-6q32JKMEemR6TtZH_73fw,b53nbDmi,https://europepmc.org/articles/PMC5134075/,attention deficit hyperactivity disorder,anagement of conditions such as ,", behavioural problems and devel",TextQuoteSelector,TextPositionSelector,17678,17718,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Navigating the journey of Aboriginal childhood disability: a qualitative study of carers' interface with services.,2019-06-19T12:23:01.921832+00:00
