id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zzidFuqREemqA2shuhd4Sg,b53nbDmi,https://europepmc.org/articles/PMC3435272/,zebrafish,erent muscle types was found in ," [11]. However, relatively littl",TextQuoteSelector,TextPositionSelector,11156,11165,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Handed foraging behavior in scale-eating cichlid fish: its potential role in shaping morphological asymmetry.,2019-10-09T12:39:17.699858+00:00
xw9AzOqREemFqDumSCwV-Q,b53nbDmi,https://europepmc.org/articles/PMC3435272/,Telmatochromis temporalis,ies. In the herbivorous cichlid ,", for example, the right mouth m",TextQuoteSelector,TextPositionSelector,10866,10891,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Handed foraging behavior in scale-eating cichlid fish: its potential role in shaping morphological asymmetry.,2019-10-09T12:39:04.020016+00:00
wt7-YOqSEemMihdHTqHE3Q,b53nbDmi,https://europepmc.org/articles/PMC3435272/,X. maculatus,issing scales on the prey fish (,"), foraging preference was asses",TextQuoteSelector,TextPositionSelector,21352,21364,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Handed foraging behavior in scale-eating cichlid fish: its potential role in shaping morphological asymmetry.,2019-10-09T12:46:06.409461+00:00
th1NEuqSEemxEJ91OTCpNw,b53nbDmi,https://europepmc.org/articles/PMC3435272/,Carassius auratus auratus,"ee-month old fish and goldfish, ",", for two- and seven-month old f",TextQuoteSelector,TextPositionSelector,20715,20740,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Handed foraging behavior in scale-eating cichlid fish: its potential role in shaping morphological asymmetry.,2019-10-09T12:45:44.946971+00:00
siPIQOqREemahIfB_Jhbnw,b53nbDmi,https://europepmc.org/articles/PMC3435272/,freshwater goby,goldfish [11] and foraging in a , [12] and in some African cichli,TextQuoteSelector,TextPositionSelector,10690,10705,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Handed foraging behavior in scale-eating cichlid fish: its potential role in shaping morphological asymmetry.,2019-10-09T12:38:28.784792+00:00
q-cT3OqSEemuVleQiw_0Kg,b53nbDmi,https://europepmc.org/articles/PMC3435272/,Xiphophorus maculatus,"a single prey fish (platy fish, ",", for three-month old fish and g",TextQuoteSelector,TextPositionSelector,20653,20674,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Handed foraging behavior in scale-eating cichlid fish: its potential role in shaping morphological asymmetry.,2019-10-09T12:45:27.775435+00:00
pwcHvuqSEemtCy8b56VvIg,b53nbDmi,https://europepmc.org/articles/PMC3435272/,platy fish,dually with a single prey fish (,", Xiphophorus maculatus, for thr",TextQuoteSelector,TextPositionSelector,20641,20651,WS_OG,no,WS_OG,,acct:vanitha_hg@hypothes.is,Handed foraging behavior in scale-eating cichlid fish: its potential role in shaping morphological asymmetry.,2019-10-09T12:45:19.690747+00:00
mvmzeOqREemb7ytO1E3ZzQ,b53nbDmi,https://europepmc.org/articles/PMC3435272/,goldfish,"0], swimming-turns in zebra-and ", [11] and foraging in a freshwat,TextQuoteSelector,TextPositionSelector,10658,10666,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Handed foraging behavior in scale-eating cichlid fish: its potential role in shaping morphological asymmetry.,2019-10-09T12:37:49.931971+00:00
lABW0OqREemup2c426ReKA,b53nbDmi,https://europepmc.org/articles/PMC3435272/,poeciliid fish,.e. visual lateralization) in a ," [9], [10], swimming-turns in ze",TextQuoteSelector,TextPositionSelector,10604,10618,WS_OG,yes,[WS_OG][ALL],,acct:vanitha_hg@hypothes.is,Handed foraging behavior in scale-eating cichlid fish: its potential role in shaping morphological asymmetry.,2019-10-09T12:37:38.207288+00:00
l9j06OqQEemw3fPD7sCawg,b53nbDmi,https://europepmc.org/articles/PMC3435272/,birds, in Chimpanzees [2] and in some ," like Australian parrots [3], an",TextQuoteSelector,TextPositionSelector,9805,9810,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Handed foraging behavior in scale-eating cichlid fish: its potential role in shaping morphological asymmetry.,2019-10-09T12:30:35.183789+00:00
