id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zo2rAqxeEemrLutUVIQE6A,b53nbDmi,https://europepmc.org/articles/PMC5666160/,phosphoenolpyruvate carboxykinase,"e (accession no. EG10489); pck, "," (accession no. EG10688); pta, p",TextQuoteSelector,TextPositionSelector,21984,22017,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,The Csr System Regulates Escherichia coli Fitness by Controlling Glycogen Accumulation and Energy Levels.,2019-07-22T08:58:00.179767+00:00
zHWaQqxdEemJhzNbuWCIyA,b53nbDmi,https://europepmc.org/articles/PMC5666160/,glucose 6-phosphate-1-dehydrogenase,"e (accession no. EG10379); zwf, "," (accession no. EG11221); pgi, p",TextQuoteSelector,TextPositionSelector,21719,21754,CRT_GP,no,CRT_GP,,acct:vanitha_hg@hypothes.is,The Csr System Regulates Escherichia coli Fitness by Controlling Glycogen Accumulation and Energy Levels.,2019-07-22T08:50:47.008809+00:00
yDmkNqxeEemqh7c3RulEaA,b53nbDmi,https://europepmc.org/articles/PMC5666160/,isocitrate dehydrogenase,"e (accession no. EG10258); icd, "," (accession no. EG10489); pck, p",TextQuoteSelector,TextPositionSelector,21929,21953,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,The Csr System Regulates Escherichia coli Fitness by Controlling Glycogen Accumulation and Energy Levels.,2019-07-22T08:57:49.564242+00:00
xFb1QKxdEemYRkcHeu8ykw,b53nbDmi,https://europepmc.org/articles/PMC5666160/,zwf,ferase (accession no. EG10379); ,", glucose 6-phosphate-1-dehydrog",TextQuoteSelector,TextPositionSelector,21714,21717,CRT_GP,no,CRT_GP,,acct:vanitha_hg@hypothes.is,The Csr System Regulates Escherichia coli Fitness by Controlling Glycogen Accumulation and Energy Levels.,2019-07-22T08:50:33.445269+00:00
wjG34KxeEemWene7Bm7YxA,b53nbDmi,https://europepmc.org/articles/PMC5666160/,glucose phosphotransferase system permease PtsG subunit,"A51 mutant, red diamonds. ptsG, ", (European Bioinformatics Instit,TextQuoteSelector,TextPositionSelector,21451,21506,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,The Csr System Regulates Escherichia coli Fitness by Controlling Glycogen Accumulation and Energy Levels.,2019-07-22T08:57:39.261405+00:00
vNvRvqxdEemeIePETitDiQ,b53nbDmi,https://europepmc.org/articles/PMC5666160/,glucose-1-phosphate adenylyltransferase," (accession no. EG12144); glgC, "," (accession no. EG10379); zwf, g",TextQuoteSelector,TextPositionSelector,21649,21688,CRT_GP,no,CRT_GP,,acct:vanitha_hg@hypothes.is,The Csr System Regulates Escherichia coli Fitness by Controlling Glycogen Accumulation and Energy Levels.,2019-07-22T08:50:20.997684+00:00
tNJLTKxdEem9aM-pkqgeiQ,b53nbDmi,https://europepmc.org/articles/PMC5666160/,phosphoglucomutase,"ve accession no. EG10787); pgm, "," (accession no. EG12144); glgC, ",TextQuoteSelector,TextPositionSelector,21599,21617,CRT_GP,no,CRT_GP,,acct:vanitha_hg@hypothes.is,The Csr System Regulates Escherichia coli Fitness by Controlling Glycogen Accumulation and Energy Levels.,2019-07-22T08:50:07.525976+00:00
rlf37qxdEemlf3uO8R0o7A,b53nbDmi,https://europepmc.org/articles/PMC5666160/,ptsG,"s; csrA51 mutant, red diamonds. ",", glucose phosphotransferase sys",TextQuoteSelector,TextPositionSelector,21445,21449,CRT_GP,no,CRT_GP,,acct:vanitha_hg@hypothes.is,The Csr System Regulates Escherichia coli Fitness by Controlling Glycogen Accumulation and Energy Levels.,2019-07-22T08:49:56.331713+00:00
r76W8KxeEem1RL-AGhGM7Q,b53nbDmi,https://europepmc.org/articles/PMC5666160/,pgm,Archive accession no. EG10787); ,", phosphoglucomutase (accession ",TextQuoteSelector,TextPositionSelector,21594,21597,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,The Csr System Regulates Escherichia coli Fitness by Controlling Glycogen Accumulation and Energy Levels.,2019-07-22T08:57:08.112222+00:00
p-1V1KxdEemZDe8hNGcNzw,b53nbDmi,https://europepmc.org/articles/PMC5666160/,idnT,ene expression (relative to the , RNA reference) was investigated,TextQuoteSelector,TextPositionSelector,21251,21255,CRT_GP,yes,[CRT_GP][ALL],,acct:vanitha_hg@hypothes.is,The Csr System Regulates Escherichia coli Fitness by Controlling Glycogen Accumulation and Energy Levels.,2019-07-22T08:49:45.698252+00:00
