id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
uCOglMlEEemMY2MRDRq96A,b53nbDmi,https://europepmc.org/articles/PMC5106849/,sheep,el of HF in both young and aged , to investigate any age dependen,TextQuoteSelector,TextPositionSelector,10365,10370,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Temporal Development of Autonomic Dysfunction in Heart Failure: Effects of Age in an Ovine Rapid-pacing Model.,2019-08-28T03:34:19.373512+00:00
qhERJslEEemCVj_N9n5G5A,b53nbDmi,https://europepmc.org/articles/PMC5106849/,β1-adrenoreceptor,ng catecholamines and decreased , density have also been found wi,TextQuoteSelector,TextPositionSelector,9732,9749,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Temporal Development of Autonomic Dysfunction in Heart Failure: Effects of Age in an Ovine Rapid-pacing Model.,2019-08-28T03:33:55.678517+00:00
ixj9zslEEemjbtMSnq9PSQ,b53nbDmi,https://europepmc.org/articles/PMC5106849/,Cardiovascular disease,"elated pathology, Animal model, ","In the healthy heart, stimulatio",TextQuoteSelector,TextPositionSelector,8405,8427,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Temporal Development of Autonomic Dysfunction in Heart Failure: Effects of Age in an Ovine Rapid-pacing Model.,2019-08-28T03:33:03.834000+00:00
f3JVEMlEEemCVROzpGtH3Q,b53nbDmi,https://europepmc.org/articles/PMC5106849/,Animal,"eywords: Age-related pathology, "," model, Cardiovascular diseaseIn",TextQuoteSelector,TextPositionSelector,8391,8397,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Temporal Development of Autonomic Dysfunction in Heart Failure: Effects of Age in an Ovine Rapid-pacing Model.,2019-08-28T03:32:44.164539+00:00
_QA-xssjEem3Hsd4hfiC6A,b53nbDmi,https://europepmc.org/articles/PMC5106849/,myocardial ischemia, of HF occurring as a result of ,". However, the autonomic perturb",TextQuoteSelector,TextPositionSelector,40667,40686,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Temporal Development of Autonomic Dysfunction in Heart Failure: Effects of Age in an Ovine Rapid-pacing Model.,2019-08-30T12:45:03.340820+00:00
X49uVMlEEempQ99amRep3w,b53nbDmi,https://europepmc.org/articles/PMC5106849/,HF,MC.Go to:AbstractHeart failure (,) is predominantly a disease of ,TextQuoteSelector,TextPositionSelector,7052,7054,MIS_DS,yes,[MIS_DS][ALL],,acct:vanitha_hg@hypothes.is,Temporal Development of Autonomic Dysfunction in Heart Failure: Effects of Age in an Ovine Rapid-pacing Model.,2019-08-28T03:31:50.766078+00:00
VY4hfslFEem3_Yv_erASqg,b53nbDmi,https://europepmc.org/articles/PMC5106849/,SD2,(F) long-term beat-to-beat HRV (,"), and (G) ratio of short- to lo",TextQuoteSelector,TextPositionSelector,21145,21148,WT_GP,yes,[WT_GP][ALL],,acct:vanitha_hg@hypothes.is,Temporal Development of Autonomic Dysfunction in Heart Failure: Effects of Age in an Ovine Rapid-pacing Model.,2019-08-28T03:38:43.312456+00:00
VX-5eMlEEemyOe8_1VXpjg,b53nbDmi,https://europepmc.org/articles/PMC5106849/,systolic dysfunction,"ailure (HF), contributes to the "," associated with HF, and increas",TextQuoteSelector,TextPositionSelector,8934,8954,WT_DS,no,[WT_DS],,acct:vanitha_hg@hypothes.is,Temporal Development of Autonomic Dysfunction in Heart Failure: Effects of Age in an Ovine Rapid-pacing Model.,2019-08-28T03:31:33.805515+00:00
UiJv-MlGEemEYkei3w9OsA,b53nbDmi,https://europepmc.org/articles/PMC5106849/,β-adrenergic receptors,tion and internalization of the , as has been previously noted in,TextQuoteSelector,TextPositionSelector,37606,37628,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Temporal Development of Autonomic Dysfunction in Heart Failure: Effects of Age in an Ovine Rapid-pacing Model.,2019-08-28T03:45:47.075228+00:00
SSWTnslGEemFgP8w2jrX-w,b53nbDmi,https://europepmc.org/articles/PMC5106849/,arrhythmias,opment of HF due to the risk of , once tachypacing was resumed wh,TextQuoteSelector,TextPositionSelector,41110,41121,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Temporal Development of Autonomic Dysfunction in Heart Failure: Effects of Age in an Ovine Rapid-pacing Model.,2019-08-28T03:45:32.021986+00:00
QkuOmslEEemNjYectjxDCA,b53nbDmi,https://europepmc.org/articles/PMC5106849/,animals,s occurred more rapidly in aged ,. By measuring HR during sequent,TextQuoteSelector,TextPositionSelector,7852,7859,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Temporal Development of Autonomic Dysfunction in Heart Failure: Effects of Age in an Ovine Rapid-pacing Model.,2019-08-28T03:31:01.666271+00:00
