id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
tHqiHslHEemMal-4Fn5EBw,b53nbDmi,https://europepmc.org/articles/PMC4128218/,Asperger’s syndrome,"ng to Liu et al., children with ", demonstrated better elaboration,TextQuoteSelector,TextPositionSelector,16406,16425,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T03:55:41.741985+00:00
oOWDgMlIEemVFZOCcXGUeA,b53nbDmi,https://europepmc.org/articles/PMC4128218/,women,group consisted of 14 men and 3 ,", ranging in age from 18 to 27 (",TextQuoteSelector,TextPositionSelector,17458,17463,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T04:02:18.273340+00:00
mzpZpslIEemHA4PgYBpo9A,b53nbDmi,https://europepmc.org/articles/PMC4128218/,men,. The ASD group consisted of 14 ," and 3 women, ranging in age fro",TextQuoteSelector,TextPositionSelector,17448,17451,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T04:02:08.845797+00:00
kzWyqslIEemzsy__U7CeLg,b53nbDmi,https://europepmc.org/articles/PMC4128218/,learning disabilities,"rs of formal education, without ", or attention problems. The ASD ,TextQuoteSelector,TextPositionSelector,17747,17768,MIS_DS,no,MIS_DS,,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T04:01:55.345721+00:00
j8TszMlHEemn3SOaKdWLAA,b53nbDmi,https://europepmc.org/articles/PMC4128218/,executive dysfunction,97). It has been suggested that , contributes to the typical comm,TextQuoteSelector,TextPositionSelector,11879,11900,CRT_DS,yes,[CRT_DS][ALL],,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T03:54:40.040904+00:00
eLsAXMlHEemsqcN-DrYGVQ,b53nbDmi,https://europepmc.org/articles/PMC4128218/,Asperger syndrome,vel metaphors in 20 adults with , (aged 22–68) was similar to per,TextQuoteSelector,TextPositionSelector,10621,10638,CRT_DS,yes,[CRT_DS][ALL],,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T03:54:01.352150+00:00
c8GYMMlIEemWYCvydGdgIg,b53nbDmi,https://europepmc.org/articles/PMC4128218/,Stip,expression. Champagne-Lavau and , (2010) also found this correlat,TextQuoteSelector,TextPositionSelector,38704,38708,WT_GP,no,[WT_GP],,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T04:01:02.260150+00:00
aOZ6dslHEem6k7cfQDd_Ig,b53nbDmi,https://europepmc.org/articles/PMC4128218/,rabbit,"lated word-pairs (e.g., laundry ",). Unlike conventional metaphors,TextQuoteSelector,TextPositionSelector,10228,10234,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T03:53:34.915648+00:00
UaCnGslHEem26avQe9BJSw,b53nbDmi,https://europepmc.org/articles/PMC4128218/,autistic-spectrum disorder,onGo to:INTRODUCTIONPeople with , (ASD) experience difficulties i,TextQuoteSelector,TextPositionSelector,8890,8916,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T03:52:55.930536+00:00
P_dYuslHEemIbp_thCyWAw,b53nbDmi,https://europepmc.org/articles/PMC4128218/,ASD, with autism-spectrum disorder (,) through tasks that rely on nov,TextQuoteSelector,TextPositionSelector,7826,7829,MIS_DS,yes,[MIS_DS][ALL],,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T03:52:26.274108+00:00
OCEYTMlHEemTMCv5xKdCEA,b53nbDmi,https://europepmc.org/articles/PMC4128218/,autism-spectrum disorder,erbal creativity in adults with , (ASD) through tasks that rely o,TextQuoteSelector,TextPositionSelector,7800,7824,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T03:52:13.041562+00:00
KD738MlHEemVEM-mFfCc8g,b53nbDmi,https://europepmc.org/articles/PMC4128218/,autism spectrum disorder,ic language in high-functioning , and typical developmentAnat Kas,TextQuoteSelector,TextPositionSelector,5937,5961,WS_DS,no,WS_DS,,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T03:51:46.198549+00:00
FxHRoMlHEemR2EOhOpUl_Q,b53nbDmi,https://europepmc.org/articles/PMC4128218/,autism,bal creativity in ASD.Keywords: ,", novel metaphors, executive fun",TextQuoteSelector,TextPositionSelector,8793,8799,MIS_DS,yes,[MIS_DS][ALL],,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T03:51:17.415980+00:00
DOMgbMlHEemIbfsVzEWDFg,b53nbDmi,https://europepmc.org/articles/PMC4128218/,autism,D: 25157225Verbal creativity in ,: comprehension and generation o,TextQuoteSelector,TextPositionSelector,5857,5863,CRT_DS,yes,[CRT_DS][ALL],,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T03:51:00.509985+00:00
D7H6VslIEemJQ_cGysut9g,b53nbDmi,https://europepmc.org/articles/PMC4128218/,animals,wing three semantic categories: ,", fruits and vegetables, and veh",TextQuoteSelector,TextPositionSelector,23175,23182,CRT_OG,no,CRT_OG,,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T03:58:14.754473+00:00
0PIz0MlHEem6lIc6MihTYw,b53nbDmi,https://europepmc.org/articles/PMC4128218/,Mental Disorders,ostic and Statistical Manual of ,-IV (American Psychiatric Associ,TextQuoteSelector,TextPositionSelector,18020,18036,WT_DS,no,[WT_DS],,acct:vanitha_hg@hypothes.is,Verbal creativity in autism: comprehension and generation of metaphoric language in high-functioning autism spectrum disorder and typical development.,2019-08-28T03:56:29.499012+00:00
