id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
uqrFhMDgEemnanuA-K7q_A,b53nbDmi,https://europepmc.org/articles/PMC5889178/,trauma,behaviours and four measures of ,": the form of trauma, the severi",TextQuoteSelector,TextPositionSelector,9526,9532,WT_DS,yes,[WT_DS][ALL],,acct:vanitha_hg@hypothes.is,Childhood traumas as a risk factor for HIV-risk behaviours amongst young women and men living in urban informal settlements in South Africa: A cross-sectional study.,2019-08-17T11:18:24.662511+00:00
tsjL9MDhEemfWz_18-wxLg,b53nbDmi,https://europepmc.org/articles/PMC5889178/,sexual violence,n) in the past year.Non-partner , perpetration (men) and experien,TextQuoteSelector,TextPositionSelector,17136,17151,CRT_DS,yes,[CRT_DS][ALL],,acct:vanitha_hg@hypothes.is,Childhood traumas as a risk factor for HIV-risk behaviours amongst young women and men living in urban informal settlements in South Africa: A cross-sectional study.,2019-08-17T11:25:27.652414+00:00
pEzzPsDgEem8VMetlXUplw,b53nbDmi,https://europepmc.org/articles/PMC5889178/,emotional abuse,"e form of physical, sexual, and "," and neglect, are globally wides",TextQuoteSelector,TextPositionSelector,8848,8863,CRT_DS,yes,[CRT_DS][ALL],,acct:vanitha_hg@hypothes.is,Childhood traumas as a risk factor for HIV-risk behaviours amongst young women and men living in urban informal settlements in South Africa: A cross-sectional study.,2019-08-17T11:17:47.129542+00:00
oyccWMDiEemWo-OiWRYP4w,b53nbDmi,https://europepmc.org/articles/PMC5889178/,CSV,Dataset for analysis of women. (,)Click here for additional data ,TextQuoteSelector,TextPositionSelector,40902,40905,WT_OG,no,[WT_OG],,acct:vanitha_hg@hypothes.is,Childhood traumas as a risk factor for HIV-risk behaviours amongst young women and men living in urban informal settlements in South Africa: A cross-sectional study.,2019-08-17T11:32:04.219122+00:00
no-CJsDhEemPMH_CHku2uQ,b53nbDmi,https://europepmc.org/articles/PMC5889178/,man, whether a woman had sex with a , because she expected to receive,TextQuoteSelector,TextPositionSelector,15706,15709,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Childhood traumas as a risk factor for HIV-risk behaviours amongst young women and men living in urban informal settlements in South Africa: A cross-sectional study.,2019-08-17T11:24:46.919796+00:00
nMS8WMDiEem9MuNelDRnSQ,b53nbDmi,https://europepmc.org/articles/PMC5889178/,victimisation,"frica, 9.6% reported any sexual "," (rape) by a man [26]. However, ",TextQuoteSelector,TextPositionSelector,33661,33674,WT_DS,no,[WT_DS],,acct:vanitha_hg@hypothes.is,Childhood traumas as a risk factor for HIV-risk behaviours amongst young women and men living in urban informal settlements in South Africa: A cross-sectional study.,2019-08-17T11:31:53.505775+00:00
W76gSsDgEemIfPetPK08Pw,b53nbDmi,https://europepmc.org/articles/PMC5889178/,men ,aviours amongst young women and ,living in urban informal settlem,TextQuoteSelector,TextPositionSelector,6196,6200,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Childhood traumas as a risk factor for HIV-risk behaviours amongst young women and men living in urban informal settlements in South Africa: A cross-sectional study.,2019-08-17T11:15:45.424528+00:00
VogQAsDgEem9F9-SO7tY7A,b53nbDmi,https://europepmc.org/articles/PMC5889178/,women,V-risk behaviours amongst young , and men living in urban informa,TextQuoteSelector,TextPositionSelector,6186,6191,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Childhood traumas as a risk factor for HIV-risk behaviours amongst young women and men living in urban informal settlements in South Africa: A cross-sectional study.,2019-08-17T11:15:36.661232+00:00
UGNtmMDgEembUTvXIjHZBQ,b53nbDmi,https://europepmc.org/articles/PMC5889178/,HIV,od traumas as a risk factor for ,-risk behaviours amongst young w,TextQuoteSelector,TextPositionSelector,6152,6155,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Childhood traumas as a risk factor for HIV-risk behaviours amongst young women and men living in urban informal settlements in South Africa: A cross-sectional study.,2019-08-17T11:15:26.271482+00:00
TDBANMDgEemvZkerlbsJnQ,b53nbDmi,https://europepmc.org/articles/PMC5889178/,traumas,C5889178PMID: 29624612Childhood , as a risk factor for HIV-risk b,TextQuoteSelector,TextPositionSelector,6123,6130,WT_DS,yes,[WT_DS][ALL],,acct:vanitha_hg@hypothes.is,Childhood traumas as a risk factor for HIV-risk behaviours amongst young women and men living in urban informal settlements in South Africa: A cross-sectional study.,2019-08-17T11:15:19.201169+00:00
