id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zmtLbNoWEemsFV8RR6-xBA,b53nbDmi,https://europepmc.org/articles/PMC5484670/,desulfurase,fE (Fig. S2). SufS and SufE are ," homologs, whereas SufC is an AT",TextQuoteSelector,TextPositionSelector,22801,22812,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,"A novel stress response mechanism, triggered by indole, involved in quorum quenching enzyme MomL and iron-sulfur cluster in Muricauda olearia Th120.",2019-09-18T13:18:29.069019+00:00
zKWXkNoTEem9kutPuPhSnQ,b53nbDmi,https://europepmc.org/articles/PMC5484670/,E. coli,porter and transporter genes in ,"
10. Hence, it is possible that ",TextQuoteSelector,TextPositionSelector,10278,10285,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,"A novel stress response mechanism, triggered by indole, involved in quorum quenching enzyme MomL and iron-sulfur cluster in Muricauda olearia Th120.",2019-09-18T12:56:58.170005+00:00
yILH5toYEem_cst2DRdPgQ,b53nbDmi,https://europepmc.org/articles/PMC5484670/,bacterium,"pectively. What is more, marine ", M. olearia Th120 can not surviv,TextQuoteSelector,TextPositionSelector,30037,30046,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,"A novel stress response mechanism, triggered by indole, involved in quorum quenching enzyme MomL and iron-sulfur cluster in Muricauda olearia Th120.",2019-09-18T13:32:38.205972+00:00
y5-Y9toXEemcYKvk6D9P6A,b53nbDmi,https://europepmc.org/articles/PMC5484670/,oxyR1,"es of the oxyR gene, designated ",/2/3. These oxyR genes contain w,TextQuoteSelector,TextPositionSelector,26181,26186,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,"A novel stress response mechanism, triggered by indole, involved in quorum quenching enzyme MomL and iron-sulfur cluster in Muricauda olearia Th120.",2019-09-18T13:25:34.279036+00:00
y-VaVtoUEemZJJNcqZVOPg,b53nbDmi,https://europepmc.org/articles/PMC5484670/,sufC,d is closely linked to sufB and ,. This gene organization has not,TextQuoteSelector,TextPositionSelector,12440,12444,CRT_GP,yes,[CRT_GP][ALL],,acct:vanitha_hg@hypothes.is,"A novel stress response mechanism, triggered by indole, involved in quorum quenching enzyme MomL and iron-sulfur cluster in Muricauda olearia Th120.",2019-09-18T13:04:06.340837+00:00
xjtgxNoTEemPGacmhpXZ8Q,b53nbDmi,https://europepmc.org/articles/PMC5484670/,transporter,stance by inducing exporter and ," genes in E. coli
10. Hence, it ",TextQuoteSelector,TextPositionSelector,10257,10268,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,"A novel stress response mechanism, triggered by indole, involved in quorum quenching enzyme MomL and iron-sulfur cluster in Muricauda olearia Th120.",2019-09-18T12:56:47.366594+00:00
x7iH-toUEemqpIefwSJb_Q,b53nbDmi,https://europepmc.org/articles/PMC5484670/,sufB,operon and is closely linked to , and sufC. This gene organizatio,TextQuoteSelector,TextPositionSelector,12431,12435,CRT_GP,yes,[CRT_GP][ALL],,acct:vanitha_hg@hypothes.is,"A novel stress response mechanism, triggered by indole, involved in quorum quenching enzyme MomL and iron-sulfur cluster in Muricauda olearia Th120.",2019-09-18T13:03:59.247201+00:00
x0iJCNoWEemeJlcDMooKaw,b53nbDmi,https://europepmc.org/articles/PMC5484670/,SufE,"S, and sufE (Fig. S2). SufS and "," are desulfurase homologs, where",TextQuoteSelector,TextPositionSelector,22792,22796,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,"A novel stress response mechanism, triggered by indole, involved in quorum quenching enzyme MomL and iron-sulfur cluster in Muricauda olearia Th120.",2019-09-18T13:18:17.536566+00:00
wWUunNoWEemKDhOuV7rmjQ,b53nbDmi,https://europepmc.org/articles/PMC5484670/,SufS,"sufD, sufS, and sufE (Fig. S2). ", and SufE are desulfurase homolo,TextQuoteSelector,TextPositionSelector,22783,22787,MIS_GP,yes,[MIS_GP][ALL],,acct:vanitha_hg@hypothes.is,"A novel stress response mechanism, triggered by indole, involved in quorum quenching enzyme MomL and iron-sulfur cluster in Muricauda olearia Th120.",2019-09-18T13:18:07.622683+00:00
w3t2kNoXEemkuTtpY08htw,b53nbDmi,https://europepmc.org/articles/PMC5484670/,oxyR,es but also three copies of the ," gene, designated oxyR1/2/3. The",TextQuoteSelector,TextPositionSelector,26159,26163,CRT_GP,yes,[CRT_GP][ALL],,acct:vanitha_hg@hypothes.is,"A novel stress response mechanism, triggered by indole, involved in quorum quenching enzyme MomL and iron-sulfur cluster in Muricauda olearia Th120.",2019-09-18T13:25:20.653700+00:00
