id,group_id,source,exact,prefix,suffix,anno_type,position_type,start,end,tags,all,origin_tags,comment,user,title,created
zeH1AMlBEem_V0_0rfeLCA,b53nbDmi,https://europepmc.org/articles/PMC4791522/,men ,"O+MFGM) in
overweight and obese ",and women (n 36) in a randomised,TextQuoteSelector,TextPositionSelector,9180,9184,MIS_OG,yes,[MIS_OG][ALL],,acct:vanitha_hg@hypothes.is,Addition of a dairy fraction rich in milk fat globule membrane to a high-saturated fat meal reduces the postprandial insulinaemic and inflammatory response in overweight and obese adults.,2019-08-28T03:13:27.298946+00:00
ylER3svdEempaHN2dD3uZw,b53nbDmi,https://europepmc.org/articles/PMC4791522/,adhesion molecules," of 1–2
weeks. Serum cytokines, ",", cortisol and markers of inflam",TextQuoteSelector,TextPositionSelector,9491,9509,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Addition of a dairy fraction rich in milk fat globule membrane to a high-saturated fat meal reduces the postprandial insulinaemic and inflammatory response in overweight and obese adults.,2019-08-31T10:55:05.227303+00:00
ykjzbsk_EemMTCuxZ8o3gg,b53nbDmi,https://europepmc.org/articles/PMC4791522/,allergies,"pe 2
diabetes, eating disorder, "," to the provided study foods, po",TextQuoteSelector,TextPositionSelector,15119,15128,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Addition of a dairy fraction rich in milk fat globule membrane to a high-saturated fat meal reduces the postprandial insulinaemic and inflammatory response in overweight and obese adults.,2019-08-28T02:59:02.255991+00:00
w8_NCsk_EemMS8OBwzRElQ,b53nbDmi,https://europepmc.org/articles/PMC4791522/,eating disorder,"rders, cancer, type 2
diabetes, ",", allergies to the provided stud",TextQuoteSelector,TextPositionSelector,15102,15117,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Addition of a dairy fraction rich in milk fat globule membrane to a high-saturated fat meal reduces the postprandial insulinaemic and inflammatory response in overweight and obese adults.,2019-08-28T02:58:51.300720+00:00
vlXs-MlCEemRtVes_ggkGA,b53nbDmi,https://europepmc.org/articles/PMC4791522/,sVCAM,ntracellular adhesion molecule; ,", soluble vascular adhesion
mole",TextQuoteSelector,TextPositionSelector,41710,41715,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Addition of a dairy fraction rich in milk fat globule membrane to a high-saturated fat meal reduces the postprandial insulinaemic and inflammatory response in overweight and obese adults.,2019-08-28T03:20:10.803879+00:00
vATceMk_EempxC9JVNi86w,b53nbDmi,https://europepmc.org/articles/PMC4791522/,cancer,"es, gastrointestinal disorders, ",", type 2
diabetes, eating disord",TextQuoteSelector,TextPositionSelector,15077,15083,CRT_DS,no,CRT_DS,,acct:vanitha_hg@hypothes.is,Addition of a dairy fraction rich in milk fat globule membrane to a high-saturated fat meal reduces the postprandial insulinaemic and inflammatory response in overweight and obese adults.,2019-08-28T02:58:38.404230+00:00
sz9gBMk_EemeK8-dmAAt-g,b53nbDmi,https://europepmc.org/articles/PMC4791522/,Human,icipants arrived at the Western , Nutrition Research Center after,TextQuoteSelector,TextPositionSelector,18089,18094,WT_OG,no,[WT_OG],,acct:vanitha_hg@hypothes.is,Addition of a dairy fraction rich in milk fat globule membrane to a high-saturated fat meal reduces the postprandial insulinaemic and inflammatory response in overweight and obese adults.,2019-08-28T02:58:23.592911+00:00
sTOm5slCEemFectxy4mXuA,b53nbDmi,https://europepmc.org/articles/PMC4791522/,"monocyte
chemoattractant protein-1","lk fat globule membrane; MCP-1, ","; CRP, C-reactive protein; SAA, ",TextQuoteSelector,TextPositionSelector,41579,41613,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Addition of a dairy fraction rich in milk fat globule membrane to a high-saturated fat meal reduces the postprandial insulinaemic and inflammatory response in overweight and obese adults.,2019-08-28T03:19:48.752791+00:00
qd_rZslCEemVB1NIEGCSUg,b53nbDmi,https://europepmc.org/articles/PMC4791522/,sVCAM-1,0·960·510·970·500·950·500·970·51, (mg/l) PO meal1·550·851·65*0·86,TextQuoteSelector,TextPositionSelector,41128,41135,MIS_GP,no,MIS_GP,,acct:vanitha_hg@hypothes.is,Addition of a dairy fraction rich in milk fat globule membrane to a high-saturated fat meal reduces the postprandial insulinaemic and inflammatory response in overweight and obese adults.,2019-08-28T03:19:36.344340+00:00
qaFFvMk_EemoRL-elEOz9A,b53nbDmi,https://europepmc.org/articles/PMC4791522/,human,"andial inflammatory response in
", subjects.The objective of this ,TextQuoteSelector,TextPositionSelector,13638,13643,CRT_OG,yes,[CRT_OG][ALL],,acct:vanitha_hg@hypothes.is,Addition of a dairy fraction rich in milk fat globule membrane to a high-saturated fat meal reduces the postprandial insulinaemic and inflammatory response in overweight and obese adults.,2019-08-28T02:58:07.475193+00:00
